birth_k,birth_residue,birth_parent_residue,birth_new_prime,birth_new_prime_remainder,layer_k,layer_prime,layer_modulus,layer_residue,residue_gcd_with_modulus,zero_center_available,origin_component_present,residual_component_count,uncovered_measure_fraction,residual_component_endpoints,transition_label,transition_component_delta,transition_touched_component_count,transition_closed_component_count,is_final_birth_layer,is_zero_residual_state
7,82029,21969,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,82029,21969,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,82029,21969,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,82029,21969,17,4,4,7,210,129,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,82029,21969,17,4,5,11,2310,1179,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,82029,21969,17,4,6,13,30030,21969,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,82029,21969,17,4,7,17,510510,82029,3,True,False,0,0,,close,-1,1,1,True,True
7,82768,22708,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,82768,22708,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,82768,22708,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,82768,22708,17,12,4,7,210,28,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,82768,22708,17,12,5,11,2310,1918,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,82768,22708,17,12,6,13,30030,22708,14,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,82768,22708,17,12,7,17,510510,82768,14,True,False,0,0,,close,-1,1,1,True,True
7,82982,22922,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,82982,22922,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,82982,22922,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,82982,22922,17,5,4,7,210,32,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,82982,22922,17,5,5,11,2310,2132,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,82982,22922,17,5,6,13,30030,22922,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,82982,22922,17,5,7,17,510510,82982,2,True,False,0,0,,close,-1,1,1,True,True
7,83049,22989,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,83049,22989,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,83049,22989,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,83049,22989,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,83049,22989,17,4,5,11,2310,2199,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,83049,22989,17,4,6,13,30030,22989,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,83049,22989,17,4,7,17,510510,83049,3,True,False,0,0,,close,-1,1,1,True,True
7,84741,24681,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,84741,24681,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,84741,24681,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,84741,24681,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,84741,24681,17,13,5,11,2310,1581,3,True,False,1,1/77,17/22-11/14,trim,0,1,0,False,False
7,84741,24681,17,13,6,13,30030,24681,3,True,False,1,1/77,17/22-11/14,miss,0,0,0,False,False
7,84741,24681,17,13,7,17,510510,84741,3,True,False,0,0,,close,-1,1,1,True,True
7,84861,24801,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,84861,24801,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,84861,24801,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,84861,24801,17,14,4,7,210,21,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,84861,24801,17,14,5,11,2310,1701,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,84861,24801,17,14,6,13,30030,24801,21,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,84861,24801,17,14,7,17,510510,84861,21,True,False,0,0,,close,-1,1,1,True,True
7,86271,26211,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,86271,26211,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,86271,26211,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,86271,26211,17,13,4,7,210,171,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,86271,26211,17,13,5,11,2310,801,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,86271,26211,17,13,6,13,30030,26211,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,86271,26211,17,13,7,17,510510,86271,3,True,False,0,0,,close,-1,1,1,True,True
7,86524,26464,17,11,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,86524,26464,17,11,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,86524,26464,17,11,3,5,30,4,2,True,False,1,1/5,1/2-7/10,trim,0,1,0,False,False
7,86524,26464,17,11,4,7,210,4,2,True,False,1,2/35,9/14-7/10,trim,0,1,0,False,False
7,86524,26464,17,11,5,11,2310,1054,2,True,False,1,2/35,9/14-7/10,miss,0,0,0,False,False
7,86524,26464,17,11,6,13,30030,26464,2,True,False,1,1/91,9/14-17/26,trim,0,1,0,False,False
7,86524,26464,17,11,7,17,510510,86524,2,True,False,0,0,,close,-1,1,1,True,True
7,86619,26559,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,86619,26559,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,86619,26559,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,86619,26559,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,86619,26559,17,4,5,11,2310,1149,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,86619,26559,17,4,6,13,30030,26559,39,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,86619,26559,17,4,7,17,510510,86619,39,True,False,0,0,,close,-1,1,1,True,True
7,87519,27459,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,87519,27459,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,87519,27459,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,87519,27459,17,3,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,87519,27459,17,3,5,11,2310,2049,3,True,False,1,2/33,1/6-5/22,trim,0,1,0,False,False
7,87519,27459,17,3,6,13,30030,27459,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,87519,27459,17,3,7,17,510510,87519,3,True,False,0,0,,close,-1,1,1,True,True
7,87639,27579,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,87639,27579,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,87639,27579,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,87639,27579,17,4,4,7,210,69,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,87639,27579,17,4,5,11,2310,2169,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,87639,27579,17,4,6,13,30030,27579,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,87639,27579,17,4,7,17,510510,87639,3,True,False,0,0,,close,-1,1,1,True,True
7,88311,28251,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,88311,28251,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,88311,28251,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,88311,28251,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,88311,28251,17,13,5,11,2310,531,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,88311,28251,17,13,6,13,30030,28251,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,88311,28251,17,13,7,17,510510,88311,3,True,False,0,0,,close,-1,1,1,True,True
7,89398,29338,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,89398,29338,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,89398,29338,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,89398,29338,17,12,4,7,210,148,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,89398,29338,17,12,5,11,2310,1618,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,89398,29338,17,12,6,13,30030,29338,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,89398,29338,17,12,7,17,510510,89398,2,True,False,0,0,,close,-1,1,1,True,True
7,89612,29552,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,89612,29552,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,89612,29552,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,89612,29552,17,5,4,7,210,152,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,89612,29552,17,5,5,11,2310,1832,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,89612,29552,17,5,6,13,30030,29552,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,89612,29552,17,5,7,17,510510,89612,2,True,False,0,0,,close,-1,1,1,True,True
7,90189,99,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,90189,99,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,90189,99,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,90189,99,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,90189,99,17,4,5,11,2310,99,33,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,90189,99,17,4,6,13,30030,99,33,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,90189,99,17,4,7,17,510510,90189,33,True,False,0,0,,close,-1,1,1,True,True
7,90724,634,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,90724,634,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,90724,634,17,12,3,5,30,4,2,True,False,1,1/5,1/2-7/10,trim,0,1,0,False,False
7,90724,634,17,12,4,7,210,4,2,True,False,1,2/35,9/14-7/10,trim,0,1,0,False,False
7,90724,634,17,12,5,11,2310,634,2,True,False,1,1/55,15/22-7/10,trim,0,1,0,False,False
7,90724,634,17,12,6,13,30030,634,2,True,False,1,1/55,15/22-7/10,miss,0,0,0,False,False
7,90724,634,17,12,7,17,510510,90724,2,True,False,0,0,,close,-1,1,1,True,True
7,91491,1401,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,91491,1401,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,91491,1401,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,91491,1401,17,14,4,7,210,141,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,91491,1401,17,14,5,11,2310,1401,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,91491,1401,17,14,6,13,30030,1401,3,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,91491,1401,17,14,7,17,510510,91491,3,True,False,0,0,,close,-1,1,1,True,True
7,94149,4059,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,94149,4059,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,94149,4059,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,94149,4059,17,3,4,7,210,69,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,94149,4059,17,3,5,11,2310,1749,33,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,94149,4059,17,3,6,13,30030,4059,33,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,94149,4059,17,3,7,17,510510,94149,33,True,False,0,0,,close,-1,1,1,True,True
7,95451,5361,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,95451,5361,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,95451,5361,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,95451,5361,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,95451,5361,17,13,5,11,2310,741,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,95451,5361,17,13,6,13,30030,5361,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,95451,5361,17,13,7,17,510510,95451,3,True,False,0,0,,close,-1,1,1,True,True
7,96028,5938,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,96028,5938,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,96028,5938,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,96028,5938,17,12,4,7,210,58,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,96028,5938,17,12,5,11,2310,1318,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,96028,5938,17,12,6,13,30030,5938,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,96028,5938,17,12,7,17,510510,96028,2,True,False,0,0,,close,-1,1,1,True,True
7,97329,7239,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,97329,7239,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,97329,7239,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,97329,7239,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,97329,7239,17,4,5,11,2310,309,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,97329,7239,17,4,6,13,30030,7239,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,97329,7239,17,4,7,17,510510,97329,3,True,False,0,0,,close,-1,1,1,True,True
7,97491,7401,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,97491,7401,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,97491,7401,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,97491,7401,17,13,4,7,210,51,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,97491,7401,17,13,5,11,2310,471,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,97491,7401,17,13,6,13,30030,7401,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,97491,7401,17,13,7,17,510510,97491,3,True,False,0,0,,close,-1,1,1,True,True
7,98121,8031,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,98121,8031,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,98121,8031,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,98121,8031,17,14,4,7,210,51,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,98121,8031,17,14,5,11,2310,1101,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,98121,8031,17,14,6,13,30030,8031,3,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,98121,8031,17,14,7,17,510510,98121,3,True,False,0,0,,close,-1,1,1,True,True
7,98859,8769,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,98859,8769,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,98859,8769,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,98859,8769,17,4,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,98859,8769,17,4,5,11,2310,1839,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,98859,8769,17,4,6,13,30030,8769,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,98859,8769,17,4,7,17,510510,98859,3,True,False,0,0,,close,-1,1,1,True,True
7,99021,8931,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,99021,8931,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,99021,8931,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,99021,8931,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,99021,8931,17,13,5,11,2310,2001,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,99021,8931,17,13,6,13,30030,8931,39,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,99021,8931,17,13,7,17,510510,99021,39,True,False,0,0,,close,-1,1,1,True,True
7,99116,9026,17,6,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,99116,9026,17,6,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,99116,9026,17,6,3,5,30,26,2,True,False,1,1/5,3/10-1/2,trim,0,1,0,False,False
7,99116,9026,17,6,4,7,210,206,2,True,False,1,2/35,3/10-5/14,trim,0,1,0,False,False
7,99116,9026,17,6,5,11,2310,2096,2,True,False,1,2/35,3/10-5/14,miss,0,0,0,False,False
7,99116,9026,17,6,6,13,30030,9026,2,True,False,1,1/91,9/26-5/14,trim,0,1,0,False,False
7,99116,9026,17,6,7,17,510510,99116,2,True,False,0,0,,close,-1,1,1,True,True
7,100779,10689,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,100779,10689,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,100779,10689,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,100779,10689,17,3,4,7,210,189,21,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,100779,10689,17,3,5,11,2310,1449,21,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,100779,10689,17,3,6,13,30030,10689,21,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,100779,10689,17,3,7,17,510510,100779,21,True,False,0,0,,close,-1,1,1,True,True
7,100857,10767,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,100857,10767,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,100857,10767,17,13,3,5,30,27,3,True,False,2,1/6,1/6-1/4;3/4-5/6,miss,0,0,0,False,False
7,100857,10767,17,13,4,7,210,57,3,True,False,2,5/42,3/14-1/4;3/4-5/6,trim,0,1,0,False,False
7,100857,10767,17,13,5,11,2310,1527,3,True,False,2,9/154,3/14-1/4;3/4-17/22,trim,0,1,0,False,False
7,100857,10767,17,13,6,13,30030,10767,3,True,False,1,1/44,3/4-17/22,partial_close,-1,1,1,False,False
7,100857,10767,17,13,7,17,510510,100857,3,True,False,0,0,,close,-1,1,1,True,True
7,100899,10809,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,100899,10809,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,100899,10809,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,100899,10809,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,100899,10809,17,4,5,11,2310,1569,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,100899,10809,17,4,6,13,30030,10809,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,100899,10809,17,4,7,17,510510,100899,3,True,False,0,0,,close,-1,1,1,True,True
7,102591,12501,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,102591,12501,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,102591,12501,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,102591,12501,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,102591,12501,17,13,5,11,2310,951,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,102591,12501,17,13,6,13,30030,12501,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,102591,12501,17,13,7,17,510510,102591,3,True,False,0,0,,close,-1,1,1,True,True
7,102658,12568,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,102658,12568,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,102658,12568,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,102658,12568,17,12,4,7,210,178,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,102658,12568,17,12,5,11,2310,1018,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,102658,12568,17,12,6,13,30030,12568,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,102658,12568,17,12,7,17,510510,102658,2,True,False,0,0,,close,-1,1,1,True,True
7,102872,12782,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,102872,12782,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,102872,12782,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,102872,12782,17,5,4,7,210,182,14,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,102872,12782,17,5,5,11,2310,1232,154,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,102872,12782,17,5,6,13,30030,12782,154,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,102872,12782,17,5,7,17,510510,102872,154,True,False,0,0,,close,-1,1,1,True,True
7,103347,13257,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,103347,13257,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,103347,13257,17,4,3,5,30,27,3,True,False,2,1/6,1/6-1/4;3/4-5/6,miss,0,0,0,False,False
7,103347,13257,17,4,4,7,210,27,3,True,False,2,5/42,1/6-1/4;3/4-11/14,trim,0,1,0,False,False
7,103347,13257,17,4,5,11,2310,1707,3,True,False,2,9/154,5/22-1/4;3/4-11/14,trim,0,1,0,False,False
7,103347,13257,17,4,6,13,30030,13257,3,True,False,1,1/44,5/22-1/4,partial_close,-1,1,1,False,False
7,103347,13257,17,4,7,17,510510,103347,3,True,False,0,0,,close,-1,1,1,True,True
7,104469,14379,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,104469,14379,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,104469,14379,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,104469,14379,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,104469,14379,17,4,5,11,2310,519,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,104469,14379,17,4,6,13,30030,14379,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,104469,14379,17,4,7,17,510510,104469,3,True,False,0,0,,close,-1,1,1,True,True
7,105626,15536,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,105626,15536,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,105626,15536,17,5,3,5,30,26,2,True,False,1,1/5,3/10-1/2,trim,0,1,0,False,False
7,105626,15536,17,5,4,7,210,206,2,True,False,1,2/35,3/10-5/14,trim,0,1,0,False,False
7,105626,15536,17,5,5,11,2310,1676,2,True,False,1,1/55,3/10-7/22,trim,0,1,0,False,False
7,105626,15536,17,5,6,13,30030,15536,2,True,False,1,1/55,3/10-7/22,miss,0,0,0,False,False
7,105626,15536,17,5,7,17,510510,105626,2,True,False,0,0,,close,-1,1,1,True,True
7,106161,16071,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,106161,16071,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,106161,16071,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,106161,16071,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,106161,16071,17,13,5,11,2310,2211,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,106161,16071,17,13,6,13,30030,16071,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,106161,16071,17,13,7,17,510510,106161,33,True,False,0,0,,close,-1,1,1,True,True
7,107325,17235,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,107325,17235,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,107325,17235,17,4,3,5,30,15,15,True,False,2,1/6,1/6-1/4;3/4-5/6,miss,0,0,0,False,False
7,107325,17235,17,4,4,7,210,15,15,True,False,2,5/42,3/14-1/4;3/4-5/6,trim,0,1,0,False,False
7,107325,17235,17,4,5,11,2310,1065,15,True,False,2,9/154,3/14-1/4;3/4-17/22,trim,0,1,0,False,False
