selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,56996,13,1078016,miss,-40/133,12,40/133,pure_miss
capacity_top_200,56996,14,567506,miss,-47/133,14,47/133,pure_miss
capacity_top_200,56996,15,56996,miss,-54/133,16,54/133,pure_miss
capacity_top_200,56996,16,9246176,miss,-61/133,18,61/133,pure_miss
capacity_top_200,56996,17,8735666,miss,-102/209,19,102/209,pure_miss
capacity_top_200,56996,18,8225156,miss,-91/209,17,91/209,pure_miss
capacity_top_200,57458,0,1078478,miss,-80/209,15,80/209,pure_miss
capacity_top_200,57458,1,567968,miss,-69/209,13,69/209,pure_miss
capacity_top_200,57458,2,57458,miss,-58/209,11,58/209,pure_miss
capacity_top_200,57458,3,9246638,miss,-47/209,9,47/209,pure_miss
capacity_top_200,57458,4,8736128,miss,-36/209,7,36/209,pure_miss
capacity_top_200,57458,5,8225618,miss,-25/209,5,25/209,pure_miss
capacity_top_200,57458,6,7715108,miss,-14/209,3,14/209,pure_miss
capacity_top_200,57458,7,7204598,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,57458,8,6694088,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,57458,9,6183578,miss,-12/133,4,12/133,pure_miss
capacity_top_200,57458,10,5673068,miss,-1/7,6,1/7,pure_miss
capacity_top_200,57458,11,5162558,miss,-26/133,8,26/133,pure_miss
capacity_top_200,57458,12,4652048,miss,-33/133,10,33/133,pure_miss
capacity_top_200,57458,13,4141538,miss,-40/133,12,40/133,pure_miss
capacity_top_200,57458,14,3631028,miss,-47/133,14,47/133,pure_miss
capacity_top_200,57458,15,3120518,miss,-54/133,16,54/133,pure_miss
capacity_top_200,57458,16,2610008,miss,-61/133,18,61/133,pure_miss
capacity_top_200,57458,17,2099498,miss,-102/209,19,102/209,pure_miss
capacity_top_200,57458,18,1588988,miss,-91/209,17,91/209,pure_miss
capacity_top_200,57580,0,5162680,miss,-80/209,15,80/209,pure_miss
capacity_top_200,57580,1,4652170,miss,-91/209,17,91/209,pure_miss
capacity_top_200,57580,2,4141660,miss,-102/209,19,102/209,pure_miss
capacity_top_200,57580,3,3631150,miss,-61/133,18,61/133,pure_miss
capacity_top_200,57580,4,3120640,miss,-54/133,16,54/133,pure_miss
capacity_top_200,57580,5,2610130,miss,-47/133,14,47/133,pure_miss
capacity_top_200,57580,6,2099620,miss,-40/133,12,40/133,pure_miss
capacity_top_200,57580,7,1589110,miss,-33/133,10,33/133,pure_miss
capacity_top_200,57580,8,1078600,miss,-26/133,8,26/133,pure_miss
capacity_top_200,57580,9,568090,miss,-1/7,6,1/7,pure_miss
capacity_top_200,57580,10,57580,miss,-12/133,4,12/133,pure_miss
capacity_top_200,57580,11,9246760,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,57580,12,8736250,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,57580,13,8225740,miss,-14/209,3,14/209,pure_miss
capacity_top_200,57580,14,7715230,miss,-25/209,5,25/209,pure_miss
capacity_top_200,57580,15,7204720,miss,-36/209,7,36/209,pure_miss
capacity_top_200,57580,16,6694210,miss,-47/209,9,47/209,pure_miss
capacity_top_200,57580,17,6183700,miss,-58/209,11,58/209,pure_miss
capacity_top_200,57580,18,5673190,miss,-69/209,13,69/209,pure_miss
capacity_top_200,58042,0,8226202,miss,-80/209,15,80/209,pure_miss
capacity_top_200,58042,1,7715692,miss,-91/209,17,91/209,pure_miss
capacity_top_200,58042,2,7205182,miss,-102/209,19,102/209,pure_miss
capacity_top_200,58042,3,6694672,miss,-61/133,18,61/133,pure_miss
capacity_top_200,58042,4,6184162,miss,-54/133,16,54/133,pure_miss
capacity_top_200,58042,5,5673652,miss,-47/133,14,47/133,pure_miss
capacity_top_200,58042,6,5163142,miss,-40/133,12,40/133,pure_miss
capacity_top_200,58042,7,4652632,miss,-33/133,10,33/133,pure_miss
capacity_top_200,58042,8,4142122,miss,-26/133,8,26/133,pure_miss
capacity_top_200,58042,9,3631612,miss,-1/7,6,1/7,pure_miss
capacity_top_200,58042,10,3121102,miss,-12/133,4,12/133,pure_miss
capacity_top_200,58042,11,2610592,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,58042,12,2100082,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,58042,13,1589572,miss,-14/209,3,14/209,pure_miss
capacity_top_200,58042,14,1079062,miss,-25/209,5,25/209,pure_miss
capacity_top_200,58042,15,568552,miss,-36/209,7,36/209,pure_miss
capacity_top_200,58042,16,58042,miss,-47/209,9,47/209,pure_miss
capacity_top_200,58042,17,9247222,miss,-58/209,11,58/209,pure_miss
capacity_top_200,58042,18,8736712,miss,-69/209,13,69/209,pure_miss
capacity_top_200,58504,0,1590034,miss,-80/209,15,80/209,pure_miss
capacity_top_200,58504,1,1079524,miss,-91/209,17,91/209,pure_miss
capacity_top_200,58504,2,569014,miss,-102/209,19,102/209,pure_miss
capacity_top_200,58504,3,58504,miss,-61/133,18,61/133,pure_miss
capacity_top_200,58504,4,9247684,miss,-54/133,16,54/133,pure_miss
capacity_top_200,58504,5,8737174,miss,-47/133,14,47/133,pure_miss
capacity_top_200,58504,6,8226664,miss,-40/133,12,40/133,pure_miss
capacity_top_200,58504,7,7716154,miss,-33/133,10,33/133,pure_miss
capacity_top_200,58504,8,7205644,miss,-26/133,8,26/133,pure_miss
capacity_top_200,58504,9,6695134,miss,-1/7,6,1/7,pure_miss
capacity_top_200,58504,10,6184624,miss,-12/133,4,12/133,pure_miss
capacity_top_200,58504,11,5674114,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,58504,12,5163604,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,58504,13,4653094,miss,-14/209,3,14/209,pure_miss
capacity_top_200,58504,14,4142584,miss,-25/209,5,25/209,pure_miss
capacity_top_200,58504,15,3632074,miss,-36/209,7,36/209,pure_miss
capacity_top_200,58504,16,3121564,miss,-47/209,9,47/209,pure_miss
capacity_top_200,58504,17,2611054,miss,-58/209,11,58/209,pure_miss
capacity_top_200,58504,18,2100544,miss,-69/209,13,69/209,pure_miss
capacity_top_200,59306,0,3632876,miss,-80/209,15,80/209,pure_miss
capacity_top_200,59306,1,3122366,miss,-69/209,13,69/209,pure_miss
capacity_top_200,59306,2,2611856,miss,-58/209,11,58/209,pure_miss
capacity_top_200,59306,3,2101346,miss,-47/209,9,47/209,pure_miss
capacity_top_200,59306,4,1590836,miss,-36/209,7,36/209,pure_miss
capacity_top_200,59306,5,1080326,miss,-25/209,5,25/209,pure_miss
capacity_top_200,59306,6,569816,miss,-14/209,3,14/209,pure_miss
capacity_top_200,59306,7,59306,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,59306,8,9248486,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,59306,9,8737976,miss,-12/133,4,12/133,pure_miss
capacity_top_200,59306,10,8227466,miss,-1/7,6,1/7,pure_miss
capacity_top_200,59306,11,7716956,miss,-26/133,8,26/133,pure_miss
capacity_top_200,59306,12,7206446,miss,-33/133,10,33/133,pure_miss
capacity_top_200,59306,13,6695936,miss,-40/133,12,40/133,pure_miss
capacity_top_200,59306,14,6185426,miss,-47/133,14,47/133,pure_miss
capacity_top_200,59306,15,5674916,miss,-54/133,16,54/133,pure_miss
capacity_top_200,59306,16,5164406,miss,-61/133,18,61/133,pure_miss
capacity_top_200,59306,17,4653896,miss,-102/209,19,102/209,pure_miss
capacity_top_200,59306,18,4143386,miss,-91/209,17,91/209,pure_miss
capacity_top_200,59768,0,6696398,miss,-80/209,15,80/209,pure_miss
capacity_top_200,59768,1,6185888,miss,-69/209,13,69/209,pure_miss
capacity_top_200,59768,2,5675378,miss,-58/209,11,58/209,pure_miss
capacity_top_200,59768,3,5164868,miss,-47/209,9,47/209,pure_miss
capacity_top_200,59768,4,4654358,miss,-36/209,7,36/209,pure_miss
capacity_top_200,59768,5,4143848,miss,-25/209,5,25/209,pure_miss
capacity_top_200,59768,6,3633338,miss,-14/209,3,14/209,pure_miss
capacity_top_200,59768,7,3122828,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,59768,8,2612318,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,59768,9,2101808,miss,-12/133,4,12/133,pure_miss
capacity_top_200,59768,10,1591298,miss,-1/7,6,1/7,pure_miss
capacity_top_200,59768,11,1080788,miss,-26/133,8,26/133,pure_miss
capacity_top_200,59768,12,570278,miss,-33/133,10,33/133,pure_miss
capacity_top_200,59768,13,59768,miss,-40/133,12,40/133,pure_miss
capacity_top_200,59768,14,9248948,miss,-47/133,14,47/133,pure_miss
capacity_top_200,59768,15,8738438,miss,-54/133,16,54/133,pure_miss
capacity_top_200,59768,16,8227928,miss,-61/133,18,61/133,pure_miss
capacity_top_200,59768,17,7717418,miss,-102/209,19,102/209,pure_miss
capacity_top_200,59768,18,7206908,miss,-91/209,17,91/209,pure_miss
capacity_top_200,59890,0,1080910,miss,-80/209,15,80/209,pure_miss
capacity_top_200,59890,1,570400,miss,-91/209,17,91/209,pure_miss
capacity_top_200,59890,2,59890,miss,-102/209,19,102/209,pure_miss
capacity_top_200,59890,3,9249070,miss,-61/133,18,61/133,pure_miss
capacity_top_200,59890,4,8738560,miss,-54/133,16,54/133,pure_miss
capacity_top_200,59890,5,8228050,miss,-47/133,14,47/133,pure_miss
capacity_top_200,59890,6,7717540,miss,-40/133,12,40/133,pure_miss
capacity_top_200,59890,7,7207030,miss,-33/133,10,33/133,pure_miss
capacity_top_200,59890,8,6696520,miss,-26/133,8,26/133,pure_miss
capacity_top_200,59890,9,6186010,miss,-1/7,6,1/7,pure_miss
capacity_top_200,59890,10,5675500,miss,-12/133,4,12/133,pure_miss
capacity_top_200,59890,11,5164990,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,59890,12,4654480,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,59890,13,4143970,miss,-14/209,3,14/209,pure_miss
capacity_top_200,59890,14,3633460,miss,-25/209,5,25/209,pure_miss
capacity_top_200,59890,15,3122950,miss,-36/209,7,36/209,pure_miss
capacity_top_200,59890,16,2612440,miss,-47/209,9,47/209,pure_miss
capacity_top_200,59890,17,2101930,miss,-58/209,11,58/209,pure_miss
capacity_top_200,59890,18,1591420,miss,-69/209,13,69/209,pure_miss
capacity_top_200,60230,0,60230,miss,-80/209,15,80/209,pure_miss
capacity_top_200,60230,1,9249410,miss,-69/209,13,69/209,pure_miss
capacity_top_200,60230,2,8738900,miss,-58/209,11,58/209,pure_miss
capacity_top_200,60230,3,8228390,miss,-47/209,9,47/209,pure_miss
capacity_top_200,60230,4,7717880,miss,-36/209,7,36/209,pure_miss
capacity_top_200,60230,5,7207370,miss,-25/209,5,25/209,pure_miss
capacity_top_200,60230,6,6696860,miss,-14/209,3,14/209,pure_miss
capacity_top_200,60230,7,6186350,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,60230,8,5675840,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,60230,9,5165330,miss,-12/133,4,12/133,pure_miss
capacity_top_200,60230,10,4654820,miss,-1/7,6,1/7,pure_miss
capacity_top_200,60230,11,4144310,miss,-26/133,8,26/133,pure_miss
capacity_top_200,60230,12,3633800,miss,-33/133,10,33/133,pure_miss
capacity_top_200,60230,13,3123290,miss,-40/133,12,40/133,pure_miss
capacity_top_200,60230,14,2612780,miss,-47/133,14,47/133,pure_miss
capacity_top_200,60230,15,2102270,miss,-54/133,16,54/133,pure_miss
capacity_top_200,60230,16,1591760,miss,-61/133,18,61/133,pure_miss
capacity_top_200,60230,17,1081250,miss,-102/209,19,102/209,pure_miss
capacity_top_200,60230,18,570740,miss,-91/209,17,91/209,pure_miss
capacity_top_200,60352,0,4144432,miss,-80/209,15,80/209,pure_miss
capacity_top_200,60352,1,3633922,miss,-91/209,17,91/209,pure_miss
capacity_top_200,60352,2,3123412,miss,-102/209,19,102/209,pure_miss
capacity_top_200,60352,3,2612902,miss,-61/133,18,61/133,pure_miss
capacity_top_200,60352,4,2102392,miss,-54/133,16,54/133,pure_miss
capacity_top_200,60352,5,1591882,miss,-47/133,14,47/133,pure_miss
capacity_top_200,60352,6,1081372,miss,-40/133,12,40/133,pure_miss
capacity_top_200,60352,7,570862,miss,-33/133,10,33/133,pure_miss
capacity_top_200,60352,8,60352,miss,-26/133,8,26/133,pure_miss
capacity_top_200,60352,9,9249532,miss,-1/7,6,1/7,pure_miss
capacity_top_200,60352,10,8739022,miss,-12/133,4,12/133,pure_miss
capacity_top_200,60352,11,8228512,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,60352,12,7718002,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,60352,13,7207492,miss,-14/209,3,14/209,pure_miss
capacity_top_200,60352,14,6696982,miss,-25/209,5,25/209,pure_miss
capacity_top_200,60352,15,6186472,miss,-36/209,7,36/209,pure_miss
capacity_top_200,60352,16,5675962,miss,-47/209,9,47/209,pure_miss
capacity_top_200,60352,17,5165452,miss,-58/209,11,58/209,pure_miss
capacity_top_200,60352,18,4654942,miss,-69/209,13,69/209,pure_miss
capacity_top_200,60814,0,7207954,miss,-80/209,15,80/209,pure_miss
capacity_top_200,60814,1,6697444,miss,-91/209,17,91/209,pure_miss
capacity_top_200,60814,2,6186934,miss,-102/209,19,102/209,pure_miss
capacity_top_200,60814,3,5676424,miss,-61/133,18,61/133,pure_miss
capacity_top_200,60814,4,5165914,miss,-54/133,16,54/133,pure_miss
capacity_top_200,60814,5,4655404,miss,-47/133,14,47/133,pure_miss
capacity_top_200,60814,6,4144894,miss,-40/133,12,40/133,pure_miss
capacity_top_200,60814,7,3634384,miss,-33/133,10,33/133,pure_miss
capacity_top_200,60814,8,3123874,miss,-26/133,8,26/133,pure_miss
capacity_top_200,60814,9,2613364,miss,-1/7,6,1/7,pure_miss
capacity_top_200,60814,10,2102854,miss,-12/133,4,12/133,pure_miss
capacity_top_200,60814,11,1592344,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,60814,12,1081834,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,60814,13,571324,miss,-14/209,3,14/209,pure_miss
capacity_top_200,60814,14,60814,miss,-25/209,5,25/209,pure_miss
capacity_top_200,60814,15,9249994,miss,-36/209,7,36/209,pure_miss
capacity_top_200,60814,16,8739484,miss,-47/209,9,47/209,pure_miss
capacity_top_200,60814,17,8228974,miss,-58/209,11,58/209,pure_miss
capacity_top_200,60814,18,7718464,miss,-69/209,13,69/209,pure_miss
capacity_top_200,61154,0,6187274,miss,-80/209,15,80/209,pure_miss
capacity_top_200,61154,1,5676764,miss,-69/209,13,69/209,pure_miss
capacity_top_200,61154,2,5166254,miss,-58/209,11,58/209,pure_miss
capacity_top_200,61154,3,4655744,miss,-47/209,9,47/209,pure_miss
capacity_top_200,61154,4,4145234,miss,-36/209,7,36/209,pure_miss
capacity_top_200,61154,5,3634724,miss,-25/209,5,25/209,pure_miss
capacity_top_200,61154,6,3124214,miss,-14/209,3,14/209,pure_miss
capacity_top_200,61154,7,2613704,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,61154,8,2103194,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,61154,9,1592684,miss,-12/133,4,12/133,pure_miss
capacity_top_200,61154,10,1082174,miss,-1/7,6,1/7,pure_miss
capacity_top_200,61154,11,571664,miss,-26/133,8,26/133,pure_miss
capacity_top_200,61154,12,61154,miss,-33/133,10,33/133,pure_miss
capacity_top_200,61154,13,9250334,miss,-40/133,12,40/133,pure_miss
capacity_top_200,61154,14,8739824,miss,-47/133,14,47/133,pure_miss
capacity_top_200,61154,15,8229314,miss,-54/133,16,54/133,pure_miss
capacity_top_200,61154,16,7718804,miss,-61/133,18,61/133,pure_miss
capacity_top_200,61154,17,7208294,miss,-102/209,19,102/209,pure_miss
capacity_top_200,61154,18,6697784,miss,-91/209,17,91/209,pure_miss
capacity_top_200,61276,0,571786,miss,-80/209,15,80/209,pure_miss
capacity_top_200,61276,1,61276,miss,-91/209,17,91/209,pure_miss
capacity_top_200,61276,2,9250456,miss,-102/209,19,102/209,pure_miss
capacity_top_200,61276,3,8739946,miss,-61/133,18,61/133,pure_miss
capacity_top_200,61276,4,8229436,miss,-54/133,16,54/133,pure_miss
capacity_top_200,61276,5,7718926,miss,-47/133,14,47/133,pure_miss
capacity_top_200,61276,6,7208416,miss,-40/133,12,40/133,pure_miss
capacity_top_200,61276,7,6697906,miss,-33/133,10,33/133,pure_miss
capacity_top_200,61276,8,6187396,miss,-26/133,8,26/133,pure_miss
capacity_top_200,61276,9,5676886,miss,-1/7,6,1/7,pure_miss
capacity_top_200,61276,10,5166376,miss,-12/133,4,12/133,pure_miss
capacity_top_200,61276,11,4655866,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,61276,12,4145356,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,61276,13,3634846,miss,-14/209,3,14/209,pure_miss
capacity_top_200,61276,14,3124336,miss,-25/209,5,25/209,pure_miss
capacity_top_200,61276,15,2613826,miss,-36/209,7,36/209,pure_miss
capacity_top_200,61276,16,2103316,miss,-47/209,9,47/209,pure_miss
capacity_top_200,61276,17,1592806,miss,-58/209,11,58/209,pure_miss
capacity_top_200,61276,18,1082296,miss,-69/209,13,69/209,pure_miss
capacity_top_200,61616,0,9250796,miss,-80/209,15,80/209,pure_miss
capacity_top_200,61616,1,8740286,miss,-69/209,13,69/209,pure_miss
capacity_top_200,61616,2,8229776,miss,-58/209,11,58/209,pure_miss
capacity_top_200,61616,3,7719266,miss,-47/209,9,47/209,pure_miss
capacity_top_200,61616,4,7208756,miss,-36/209,7,36/209,pure_miss
capacity_top_200,61616,5,6698246,miss,-25/209,5,25/209,pure_miss
capacity_top_200,61616,6,6187736,miss,-14/209,3,14/209,pure_miss
capacity_top_200,61616,7,5677226,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,61616,8,5166716,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,61616,9,4656206,miss,-12/133,4,12/133,pure_miss
capacity_top_200,61616,10,4145696,miss,-1/7,6,1/7,pure_miss
capacity_top_200,61616,11,3635186,miss,-26/133,8,26/133,pure_miss
capacity_top_200,61616,12,3124676,miss,-33/133,10,33/133,pure_miss
capacity_top_200,61616,13,2614166,miss,-40/133,12,40/133,pure_miss
capacity_top_200,61616,14,2103656,miss,-47/133,14,47/133,pure_miss
capacity_top_200,61616,15,1593146,miss,-54/133,16,54/133,pure_miss
capacity_top_200,61616,16,1082636,miss,-61/133,18,61/133,pure_miss
capacity_top_200,61616,17,572126,miss,-102/209,19,102/209,pure_miss
capacity_top_200,61616,18,61616,miss,-91/209,17,91/209,pure_miss
capacity_top_200,62078,0,2614628,miss,-80/209,15,80/209,pure_miss
capacity_top_200,62078,1,2104118,miss,-69/209,13,69/209,pure_miss
capacity_top_200,62078,2,1593608,miss,-58/209,11,58/209,pure_miss
capacity_top_200,62078,3,1083098,miss,-47/209,9,47/209,pure_miss
capacity_top_200,62078,4,572588,miss,-36/209,7,36/209,pure_miss
capacity_top_200,62078,5,62078,miss,-25/209,5,25/209,pure_miss
capacity_top_200,62078,6,9251258,miss,-14/209,3,14/209,pure_miss
capacity_top_200,62078,7,8740748,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,62078,8,8230238,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,62078,9,7719728,miss,-12/133,4,12/133,pure_miss
capacity_top_200,62078,10,7209218,miss,-1/7,6,1/7,pure_miss
capacity_top_200,62078,11,6698708,miss,-26/133,8,26/133,pure_miss
capacity_top_200,62078,12,6188198,miss,-33/133,10,33/133,pure_miss
capacity_top_200,62078,13,5677688,miss,-40/133,12,40/133,pure_miss
capacity_top_200,62078,14,5167178,miss,-47/133,14,47/133,pure_miss
capacity_top_200,62078,15,4656668,miss,-54/133,16,54/133,pure_miss
capacity_top_200,62078,16,4146158,miss,-61/133,18,61/133,pure_miss
capacity_top_200,62078,17,3635648,miss,-102/209,19,102/209,pure_miss
capacity_top_200,62078,18,3125138,miss,-91/209,17,91/209,pure_miss
capacity_top_200,62540,0,5678150,miss,-80/209,15,80/209,pure_miss
capacity_top_200,62540,1,5167640,miss,-69/209,13,69/209,pure_miss
capacity_top_200,62540,2,4657130,miss,-58/209,11,58/209,pure_miss
capacity_top_200,62540,3,4146620,miss,-47/209,9,47/209,pure_miss
capacity_top_200,62540,4,3636110,miss,-36/209,7,36/209,pure_miss
capacity_top_200,62540,5,3125600,miss,-25/209,5,25/209,pure_miss
capacity_top_200,62540,6,2615090,miss,-14/209,3,14/209,pure_miss
capacity_top_200,62540,7,2104580,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,62540,8,1594070,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,62540,9,1083560,miss,-12/133,4,12/133,pure_miss
capacity_top_200,62540,10,573050,miss,-1/7,6,1/7,pure_miss
capacity_top_200,62540,11,62540,miss,-26/133,8,26/133,pure_miss
capacity_top_200,62540,12,9251720,miss,-33/133,10,33/133,pure_miss
capacity_top_200,62540,13,8741210,miss,-40/133,12,40/133,pure_miss
capacity_top_200,62540,14,8230700,miss,-47/133,14,47/133,pure_miss
capacity_top_200,62540,15,7720190,miss,-54/133,16,54/133,pure_miss
capacity_top_200,62540,16,7209680,miss,-61/133,18,61/133,pure_miss
capacity_top_200,62540,17,6699170,miss,-102/209,19,102/209,pure_miss
capacity_top_200,62540,18,6188660,miss,-91/209,17,91/209,pure_miss
capacity_top_200,62662,0,62662,miss,-80/209,15,80/209,pure_miss
capacity_top_200,62662,1,9251842,miss,-91/209,17,91/209,pure_miss
capacity_top_200,62662,2,8741332,miss,-102/209,19,102/209,pure_miss
capacity_top_200,62662,3,8230822,miss,-61/133,18,61/133,pure_miss
capacity_top_200,62662,4,7720312,miss,-54/133,16,54/133,pure_miss
capacity_top_200,62662,5,7209802,miss,-47/133,14,47/133,pure_miss
capacity_top_200,62662,6,6699292,miss,-40/133,12,40/133,pure_miss
capacity_top_200,62662,7,6188782,miss,-33/133,10,33/133,pure_miss
capacity_top_200,62662,8,5678272,miss,-26/133,8,26/133,pure_miss
capacity_top_200,62662,9,5167762,miss,-1/7,6,1/7,pure_miss
capacity_top_200,62662,10,4657252,miss,-12/133,4,12/133,pure_miss
capacity_top_200,62662,11,4146742,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,62662,12,3636232,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,62662,13,3125722,miss,-14/209,3,14/209,pure_miss
capacity_top_200,62662,14,2615212,miss,-25/209,5,25/209,pure_miss
capacity_top_200,62662,15,2104702,miss,-36/209,7,36/209,pure_miss
capacity_top_200,62662,16,1594192,miss,-47/209,9,47/209,pure_miss
capacity_top_200,62662,17,1083682,miss,-58/209,11,58/209,pure_miss
capacity_top_200,62662,18,573172,miss,-69/209,13,69/209,pure_miss
capacity_top_200,63124,0,3126184,miss,-80/209,15,80/209,pure_miss
capacity_top_200,63124,1,2615674,miss,-91/209,17,91/209,pure_miss
capacity_top_200,63124,2,2105164,miss,-102/209,19,102/209,pure_miss
capacity_top_200,63124,3,1594654,miss,-61/133,18,61/133,pure_miss
capacity_top_200,63124,4,1084144,miss,-54/133,16,54/133,pure_miss
capacity_top_200,63124,5,573634,miss,-47/133,14,47/133,pure_miss
capacity_top_200,63124,6,63124,miss,-40/133,12,40/133,pure_miss
capacity_top_200,63124,7,9252304,miss,-33/133,10,33/133,pure_miss
capacity_top_200,63124,8,8741794,miss,-26/133,8,26/133,pure_miss
capacity_top_200,63124,9,8231284,miss,-1/7,6,1/7,pure_miss
capacity_top_200,63124,10,7720774,miss,-12/133,4,12/133,pure_miss
capacity_top_200,63124,11,7210264,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,63124,12,6699754,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,63124,13,6189244,miss,-14/209,3,14/209,pure_miss
capacity_top_200,63124,14,5678734,miss,-25/209,5,25/209,pure_miss
capacity_top_200,63124,15,5168224,miss,-36/209,7,36/209,pure_miss
capacity_top_200,63124,16,4657714,miss,-47/209,9,47/209,pure_miss
capacity_top_200,63124,17,4147204,miss,-58/209,11,58/209,pure_miss
capacity_top_200,63124,18,3636694,miss,-69/209,13,69/209,pure_miss
capacity_top_200,63464,0,2105504,miss,-80/209,15,80/209,pure_miss
capacity_top_200,63464,1,1594994,miss,-69/209,13,69/209,pure_miss
capacity_top_200,63464,2,1084484,miss,-58/209,11,58/209,pure_miss
capacity_top_200,63464,3,573974,miss,-47/209,9,47/209,pure_miss
capacity_top_200,63464,4,63464,miss,-36/209,7,36/209,pure_miss
capacity_top_200,63464,5,9252644,miss,-25/209,5,25/209,pure_miss
capacity_top_200,63464,6,8742134,miss,-14/209,3,14/209,pure_miss
capacity_top_200,63464,7,8231624,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,63464,8,7721114,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,63464,9,7210604,miss,-12/133,4,12/133,pure_miss
capacity_top_200,63464,10,6700094,miss,-1/7,6,1/7,pure_miss
capacity_top_200,63464,11,6189584,miss,-26/133,8,26/133,pure_miss
capacity_top_200,63464,12,5679074,miss,-33/133,10,33/133,pure_miss
capacity_top_200,63464,13,5168564,miss,-40/133,12,40/133,pure_miss
capacity_top_200,63464,14,4658054,miss,-47/133,14,47/133,pure_miss
capacity_top_200,63464,15,4147544,miss,-54/133,16,54/133,pure_miss
capacity_top_200,63464,16,3637034,miss,-61/133,18,61/133,pure_miss
capacity_top_200,63464,17,3126524,miss,-102/209,19,102/209,pure_miss
capacity_top_200,63464,18,2616014,miss,-91/209,17,91/209,pure_miss
capacity_top_200,63586,0,6189706,miss,-80/209,15,80/209,pure_miss
capacity_top_200,63586,1,5679196,miss,-91/209,17,91/209,pure_miss
capacity_top_200,63586,2,5168686,miss,-102/209,19,102/209,pure_miss
capacity_top_200,63586,3,4658176,miss,-61/133,18,61/133,pure_miss
capacity_top_200,63586,4,4147666,miss,-54/133,16,54/133,pure_miss
capacity_top_200,63586,5,3637156,miss,-47/133,14,47/133,pure_miss
capacity_top_200,63586,6,3126646,miss,-40/133,12,40/133,pure_miss
capacity_top_200,63586,7,2616136,miss,-33/133,10,33/133,pure_miss
capacity_top_200,63586,8,2105626,miss,-26/133,8,26/133,pure_miss
capacity_top_200,63586,9,1595116,miss,-1/7,6,1/7,pure_miss
capacity_top_200,63586,10,1084606,miss,-12/133,4,12/133,pure_miss
capacity_top_200,63586,11,574096,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,63586,12,63586,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,63586,13,9252766,miss,-14/209,3,14/209,pure_miss
capacity_top_200,63586,14,8742256,miss,-25/209,5,25/209,pure_miss
capacity_top_200,63586,15,8231746,miss,-36/209,7,36/209,pure_miss
capacity_top_200,63586,16,7721236,miss,-47/209,9,47/209,pure_miss
capacity_top_200,63586,17,7210726,miss,-58/209,11,58/209,pure_miss
capacity_top_200,63586,18,6700216,miss,-69/209,13,69/209,pure_miss
capacity_top_200,64388,0,8232548,miss,-80/209,15,80/209,pure_miss
capacity_top_200,64388,1,7722038,miss,-69/209,13,69/209,pure_miss
capacity_top_200,64388,2,7211528,miss,-58/209,11,58/209,pure_miss
capacity_top_200,64388,3,6701018,miss,-47/209,9,47/209,pure_miss
capacity_top_200,64388,4,6190508,miss,-36/209,7,36/209,pure_miss
capacity_top_200,64388,5,5679998,miss,-25/209,5,25/209,pure_miss
capacity_top_200,64388,6,5169488,miss,-14/209,3,14/209,pure_miss
