selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,64388,7,4658978,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,64388,8,4148468,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,64388,9,3637958,miss,-12/133,4,12/133,pure_miss
capacity_top_200,64388,10,3127448,miss,-1/7,6,1/7,pure_miss
capacity_top_200,64388,11,2616938,miss,-26/133,8,26/133,pure_miss
capacity_top_200,64388,12,2106428,miss,-33/133,10,33/133,pure_miss
capacity_top_200,64388,13,1595918,miss,-40/133,12,40/133,pure_miss
capacity_top_200,64388,14,1085408,miss,-47/133,14,47/133,pure_miss
capacity_top_200,64388,15,574898,miss,-54/133,16,54/133,pure_miss
capacity_top_200,64388,16,64388,miss,-61/133,18,61/133,pure_miss
capacity_top_200,64388,17,9253568,miss,-102/209,19,102/209,pure_miss
capacity_top_200,64388,18,8743058,miss,-91/209,17,91/209,pure_miss
capacity_top_200,64510,0,2617060,miss,-80/209,15,80/209,pure_miss
capacity_top_200,64510,1,2106550,miss,-91/209,17,91/209,pure_miss
capacity_top_200,64510,2,1596040,miss,-102/209,19,102/209,pure_miss
capacity_top_200,64510,3,1085530,miss,-61/133,18,61/133,pure_miss
capacity_top_200,64510,4,575020,miss,-54/133,16,54/133,pure_miss
capacity_top_200,64510,5,64510,miss,-47/133,14,47/133,pure_miss
capacity_top_200,64510,6,9253690,miss,-40/133,12,40/133,pure_miss
capacity_top_200,64510,7,8743180,miss,-33/133,10,33/133,pure_miss
capacity_top_200,64510,8,8232670,miss,-26/133,8,26/133,pure_miss
capacity_top_200,64510,9,7722160,miss,-1/7,6,1/7,pure_miss
capacity_top_200,64510,10,7211650,miss,-12/133,4,12/133,pure_miss
capacity_top_200,64510,11,6701140,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,64510,12,6190630,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,64510,13,5680120,miss,-14/209,3,14/209,pure_miss
capacity_top_200,64510,14,5169610,miss,-25/209,5,25/209,pure_miss
capacity_top_200,64510,15,4659100,miss,-36/209,7,36/209,pure_miss
capacity_top_200,64510,16,4148590,miss,-47/209,9,47/209,pure_miss
capacity_top_200,64510,17,3638080,miss,-58/209,11,58/209,pure_miss
capacity_top_200,64510,18,3127570,miss,-69/209,13,69/209,pure_miss
capacity_top_200,64850,0,1596380,miss,-80/209,15,80/209,pure_miss
capacity_top_200,64850,1,1085870,miss,-69/209,13,69/209,pure_miss
capacity_top_200,64850,2,575360,miss,-58/209,11,58/209,pure_miss
capacity_top_200,64850,3,64850,miss,-47/209,9,47/209,pure_miss
capacity_top_200,64850,4,9254030,miss,-36/209,7,36/209,pure_miss
capacity_top_200,64850,5,8743520,miss,-25/209,5,25/209,pure_miss
capacity_top_200,64850,6,8233010,miss,-14/209,3,14/209,pure_miss
capacity_top_200,64850,7,7722500,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,64850,8,7211990,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,64850,9,6701480,miss,-12/133,4,12/133,pure_miss
capacity_top_200,64850,10,6190970,miss,-1/7,6,1/7,pure_miss
capacity_top_200,64850,11,5680460,miss,-26/133,8,26/133,pure_miss
capacity_top_200,64850,12,5169950,miss,-33/133,10,33/133,pure_miss
capacity_top_200,64850,13,4659440,miss,-40/133,12,40/133,pure_miss
capacity_top_200,64850,14,4148930,miss,-47/133,14,47/133,pure_miss
capacity_top_200,64850,15,3638420,miss,-54/133,16,54/133,pure_miss
capacity_top_200,64850,16,3127910,miss,-61/133,18,61/133,pure_miss
capacity_top_200,64850,17,2617400,miss,-102/209,19,102/209,pure_miss
capacity_top_200,64850,18,2106890,miss,-91/209,17,91/209,pure_miss
capacity_top_200,64972,0,5680582,miss,-80/209,15,80/209,pure_miss
capacity_top_200,64972,1,5170072,miss,-91/209,17,91/209,pure_miss
capacity_top_200,64972,2,4659562,miss,-102/209,19,102/209,pure_miss
capacity_top_200,64972,3,4149052,miss,-61/133,18,61/133,pure_miss
capacity_top_200,64972,4,3638542,miss,-54/133,16,54/133,pure_miss
capacity_top_200,64972,5,3128032,miss,-47/133,14,47/133,pure_miss
capacity_top_200,64972,6,2617522,miss,-40/133,12,40/133,pure_miss
capacity_top_200,64972,7,2107012,miss,-33/133,10,33/133,pure_miss
capacity_top_200,64972,8,1596502,miss,-26/133,8,26/133,pure_miss
capacity_top_200,64972,9,1085992,miss,-1/7,6,1/7,pure_miss
capacity_top_200,64972,10,575482,miss,-12/133,4,12/133,pure_miss
capacity_top_200,64972,11,64972,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,64972,12,9254152,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,64972,13,8743642,miss,-14/209,3,14/209,pure_miss
capacity_top_200,64972,14,8233132,miss,-25/209,5,25/209,pure_miss
capacity_top_200,64972,15,7722622,miss,-36/209,7,36/209,pure_miss
capacity_top_200,64972,16,7212112,miss,-47/209,9,47/209,pure_miss
capacity_top_200,64972,17,6701602,miss,-58/209,11,58/209,pure_miss
capacity_top_200,64972,18,6191092,miss,-69/209,13,69/209,pure_miss
capacity_top_200,65434,0,8744104,miss,-80/209,15,80/209,pure_miss
capacity_top_200,65434,1,8233594,miss,-91/209,17,91/209,pure_miss
capacity_top_200,65434,2,7723084,miss,-102/209,19,102/209,pure_miss
capacity_top_200,65434,3,7212574,miss,-61/133,18,61/133,pure_miss
capacity_top_200,65434,4,6702064,miss,-54/133,16,54/133,pure_miss
capacity_top_200,65434,5,6191554,miss,-47/133,14,47/133,pure_miss
capacity_top_200,65434,6,5681044,miss,-40/133,12,40/133,pure_miss
capacity_top_200,65434,7,5170534,miss,-33/133,10,33/133,pure_miss
capacity_top_200,65434,8,4660024,miss,-26/133,8,26/133,pure_miss
capacity_top_200,65434,9,4149514,miss,-1/7,6,1/7,pure_miss
capacity_top_200,65434,10,3639004,miss,-12/133,4,12/133,pure_miss
capacity_top_200,65434,11,3128494,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,65434,12,2617984,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,65434,13,2107474,miss,-14/209,3,14/209,pure_miss
capacity_top_200,65434,14,1596964,miss,-25/209,5,25/209,pure_miss
capacity_top_200,65434,15,1086454,miss,-36/209,7,36/209,pure_miss
capacity_top_200,65434,16,575944,miss,-47/209,9,47/209,pure_miss
capacity_top_200,65434,17,65434,miss,-58/209,11,58/209,pure_miss
capacity_top_200,65434,18,9254614,miss,-69/209,13,69/209,pure_miss
capacity_top_200,65774,0,7723424,miss,-80/209,15,80/209,pure_miss
capacity_top_200,65774,1,7212914,miss,-69/209,13,69/209,pure_miss
capacity_top_200,65774,2,6702404,miss,-58/209,11,58/209,pure_miss
capacity_top_200,65774,3,6191894,miss,-47/209,9,47/209,pure_miss
capacity_top_200,65774,4,5681384,miss,-36/209,7,36/209,pure_miss
capacity_top_200,65774,5,5170874,miss,-25/209,5,25/209,pure_miss
capacity_top_200,65774,6,4660364,miss,-14/209,3,14/209,pure_miss
capacity_top_200,65774,7,4149854,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,65774,8,3639344,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,65774,9,3128834,miss,-12/133,4,12/133,pure_miss
capacity_top_200,65774,10,2618324,miss,-1/7,6,1/7,pure_miss
capacity_top_200,65774,11,2107814,miss,-26/133,8,26/133,pure_miss
capacity_top_200,65774,12,1597304,miss,-33/133,10,33/133,pure_miss
capacity_top_200,65774,13,1086794,miss,-40/133,12,40/133,pure_miss
capacity_top_200,65774,14,576284,miss,-47/133,14,47/133,pure_miss
capacity_top_200,65774,15,65774,miss,-54/133,16,54/133,pure_miss
capacity_top_200,65774,16,9254954,miss,-61/133,18,61/133,pure_miss
capacity_top_200,65774,17,8744444,miss,-102/209,19,102/209,pure_miss
capacity_top_200,65774,18,8233934,miss,-91/209,17,91/209,pure_miss
capacity_top_200,65896,0,2107936,miss,-80/209,15,80/209,pure_miss
capacity_top_200,65896,1,1597426,miss,-91/209,17,91/209,pure_miss
capacity_top_200,65896,2,1086916,miss,-102/209,19,102/209,pure_miss
capacity_top_200,65896,3,576406,miss,-61/133,18,61/133,pure_miss
capacity_top_200,65896,4,65896,miss,-54/133,16,54/133,pure_miss
capacity_top_200,65896,5,9255076,miss,-47/133,14,47/133,pure_miss
capacity_top_200,65896,6,8744566,miss,-40/133,12,40/133,pure_miss
capacity_top_200,65896,7,8234056,miss,-33/133,10,33/133,pure_miss
capacity_top_200,65896,8,7723546,miss,-26/133,8,26/133,pure_miss
capacity_top_200,65896,9,7213036,miss,-1/7,6,1/7,pure_miss
capacity_top_200,65896,10,6702526,miss,-12/133,4,12/133,pure_miss
capacity_top_200,65896,11,6192016,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,65896,12,5681506,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,65896,13,5170996,miss,-14/209,3,14/209,pure_miss
capacity_top_200,65896,14,4660486,miss,-25/209,5,25/209,pure_miss
capacity_top_200,65896,15,4149976,miss,-36/209,7,36/209,pure_miss
capacity_top_200,65896,16,3639466,miss,-47/209,9,47/209,pure_miss
capacity_top_200,65896,17,3128956,miss,-58/209,11,58/209,pure_miss
capacity_top_200,65896,18,2618446,miss,-69/209,13,69/209,pure_miss
capacity_top_200,66236,0,1087256,miss,-80/209,15,80/209,pure_miss
capacity_top_200,66236,1,576746,miss,-69/209,13,69/209,pure_miss
capacity_top_200,66236,2,66236,miss,-58/209,11,58/209,pure_miss
capacity_top_200,66236,3,9255416,miss,-47/209,9,47/209,pure_miss
capacity_top_200,66236,4,8744906,miss,-36/209,7,36/209,pure_miss
capacity_top_200,66236,5,8234396,miss,-25/209,5,25/209,pure_miss
capacity_top_200,66236,6,7723886,miss,-14/209,3,14/209,pure_miss
capacity_top_200,66236,7,7213376,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,66236,8,6702866,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,66236,9,6192356,miss,-12/133,4,12/133,pure_miss
capacity_top_200,66236,10,5681846,miss,-1/7,6,1/7,pure_miss
capacity_top_200,66236,11,5171336,miss,-26/133,8,26/133,pure_miss
capacity_top_200,66236,12,4660826,miss,-33/133,10,33/133,pure_miss
capacity_top_200,66236,13,4150316,miss,-40/133,12,40/133,pure_miss
capacity_top_200,66236,14,3639806,miss,-47/133,14,47/133,pure_miss
capacity_top_200,66236,15,3129296,miss,-54/133,16,54/133,pure_miss
capacity_top_200,66236,16,2618786,miss,-61/133,18,61/133,pure_miss
capacity_top_200,66236,17,2108276,miss,-102/209,19,102/209,pure_miss
capacity_top_200,66236,18,1597766,miss,-91/209,17,91/209,pure_miss
capacity_top_200,67160,0,7214300,miss,-80/209,15,80/209,pure_miss
capacity_top_200,67160,1,6703790,miss,-69/209,13,69/209,pure_miss
capacity_top_200,67160,2,6193280,miss,-58/209,11,58/209,pure_miss
capacity_top_200,67160,3,5682770,miss,-47/209,9,47/209,pure_miss
capacity_top_200,67160,4,5172260,miss,-36/209,7,36/209,pure_miss
capacity_top_200,67160,5,4661750,miss,-25/209,5,25/209,pure_miss
capacity_top_200,67160,6,4151240,miss,-14/209,3,14/209,pure_miss
capacity_top_200,67160,7,3640730,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,67160,8,3130220,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,67160,9,2619710,miss,-12/133,4,12/133,pure_miss
capacity_top_200,67160,10,2109200,miss,-1/7,6,1/7,pure_miss
capacity_top_200,67160,11,1598690,miss,-26/133,8,26/133,pure_miss
capacity_top_200,67160,12,1088180,miss,-33/133,10,33/133,pure_miss
capacity_top_200,67160,13,577670,miss,-40/133,12,40/133,pure_miss
capacity_top_200,67160,14,67160,miss,-47/133,14,47/133,pure_miss
capacity_top_200,67160,15,9256340,miss,-54/133,16,54/133,pure_miss
capacity_top_200,67160,16,8745830,miss,-61/133,18,61/133,pure_miss
capacity_top_200,67160,17,8235320,miss,-102/209,19,102/209,pure_miss
capacity_top_200,67160,18,7724810,miss,-91/209,17,91/209,pure_miss
capacity_top_200,67282,0,1598812,miss,-80/209,15,80/209,pure_miss
capacity_top_200,67282,1,1088302,miss,-91/209,17,91/209,pure_miss
capacity_top_200,67282,2,577792,miss,-102/209,19,102/209,pure_miss
capacity_top_200,67282,3,67282,miss,-61/133,18,61/133,pure_miss
capacity_top_200,67282,4,9256462,miss,-54/133,16,54/133,pure_miss
capacity_top_200,67282,5,8745952,miss,-47/133,14,47/133,pure_miss
capacity_top_200,67282,6,8235442,miss,-40/133,12,40/133,pure_miss
capacity_top_200,67282,7,7724932,miss,-33/133,10,33/133,pure_miss
capacity_top_200,67282,8,7214422,miss,-26/133,8,26/133,pure_miss
capacity_top_200,67282,9,6703912,miss,-1/7,6,1/7,pure_miss
capacity_top_200,67282,10,6193402,miss,-12/133,4,12/133,pure_miss
capacity_top_200,67282,11,5682892,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,67282,12,5172382,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,67282,13,4661872,miss,-14/209,3,14/209,pure_miss
capacity_top_200,67282,14,4151362,miss,-25/209,5,25/209,pure_miss
capacity_top_200,67282,15,3640852,miss,-36/209,7,36/209,pure_miss
capacity_top_200,67282,16,3130342,miss,-47/209,9,47/209,pure_miss
capacity_top_200,67282,17,2619832,miss,-58/209,11,58/209,pure_miss
capacity_top_200,67282,18,2109322,miss,-69/209,13,69/209,pure_miss
capacity_top_200,67744,0,4662334,miss,-80/209,15,80/209,pure_miss
capacity_top_200,67744,1,4151824,miss,-91/209,17,91/209,pure_miss
capacity_top_200,67744,2,3641314,miss,-102/209,19,102/209,pure_miss
capacity_top_200,67744,3,3130804,miss,-61/133,18,61/133,pure_miss
capacity_top_200,67744,4,2620294,miss,-54/133,16,54/133,pure_miss
capacity_top_200,67744,5,2109784,miss,-47/133,14,47/133,pure_miss
capacity_top_200,67744,6,1599274,miss,-40/133,12,40/133,pure_miss
capacity_top_200,67744,7,1088764,miss,-33/133,10,33/133,pure_miss
capacity_top_200,67744,8,578254,miss,-26/133,8,26/133,pure_miss
capacity_top_200,67744,9,67744,miss,-1/7,6,1/7,pure_miss
capacity_top_200,67744,10,9256924,miss,-12/133,4,12/133,pure_miss
capacity_top_200,67744,11,8746414,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,67744,12,8235904,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,67744,13,7725394,miss,-14/209,3,14/209,pure_miss
capacity_top_200,67744,14,7214884,miss,-25/209,5,25/209,pure_miss
capacity_top_200,67744,15,6704374,miss,-36/209,7,36/209,pure_miss
capacity_top_200,67744,16,6193864,miss,-47/209,9,47/209,pure_miss
capacity_top_200,67744,17,5683354,miss,-58/209,11,58/209,pure_miss
capacity_top_200,67744,18,5172844,miss,-69/209,13,69/209,pure_miss
capacity_top_200,68084,0,3641654,miss,-80/209,15,80/209,pure_miss
capacity_top_200,68084,1,3131144,miss,-69/209,13,69/209,pure_miss
capacity_top_200,68084,2,2620634,miss,-58/209,11,58/209,pure_miss
capacity_top_200,68084,3,2110124,miss,-47/209,9,47/209,pure_miss
capacity_top_200,68084,4,1599614,miss,-36/209,7,36/209,pure_miss
capacity_top_200,68084,5,1089104,miss,-25/209,5,25/209,pure_miss
capacity_top_200,68084,6,578594,miss,-14/209,3,14/209,pure_miss
capacity_top_200,68084,7,68084,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,68084,8,9257264,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,68084,9,8746754,miss,-12/133,4,12/133,pure_miss
capacity_top_200,68084,10,8236244,miss,-1/7,6,1/7,pure_miss
capacity_top_200,68084,11,7725734,miss,-26/133,8,26/133,pure_miss
capacity_top_200,68084,12,7215224,miss,-33/133,10,33/133,pure_miss
capacity_top_200,68084,13,6704714,miss,-40/133,12,40/133,pure_miss
capacity_top_200,68084,14,6194204,miss,-47/133,14,47/133,pure_miss
capacity_top_200,68084,15,5683694,miss,-54/133,16,54/133,pure_miss
capacity_top_200,68084,16,5173184,miss,-61/133,18,61/133,pure_miss
capacity_top_200,68084,17,4662674,miss,-102/209,19,102/209,pure_miss
capacity_top_200,68084,18,4152164,miss,-91/209,17,91/209,pure_miss
capacity_top_200,68546,0,6705176,miss,-80/209,15,80/209,pure_miss
capacity_top_200,68546,1,6194666,miss,-69/209,13,69/209,pure_miss
capacity_top_200,68546,2,5684156,miss,-58/209,11,58/209,pure_miss
capacity_top_200,68546,3,5173646,miss,-47/209,9,47/209,pure_miss
capacity_top_200,68546,4,4663136,miss,-36/209,7,36/209,pure_miss
capacity_top_200,68546,5,4152626,miss,-25/209,5,25/209,pure_miss
capacity_top_200,68546,6,3642116,miss,-14/209,3,14/209,pure_miss
capacity_top_200,68546,7,3131606,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,68546,8,2621096,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,68546,9,2110586,miss,-12/133,4,12/133,pure_miss
capacity_top_200,68546,10,1600076,miss,-1/7,6,1/7,pure_miss
capacity_top_200,68546,11,1089566,miss,-26/133,8,26/133,pure_miss
capacity_top_200,68546,12,579056,miss,-33/133,10,33/133,pure_miss
capacity_top_200,68546,13,68546,miss,-40/133,12,40/133,pure_miss
capacity_top_200,68546,14,9257726,miss,-47/133,14,47/133,pure_miss
capacity_top_200,68546,15,8747216,miss,-54/133,16,54/133,pure_miss
capacity_top_200,68546,16,8236706,miss,-61/133,18,61/133,pure_miss
capacity_top_200,68546,17,7726196,miss,-102/209,19,102/209,pure_miss
capacity_top_200,68546,18,7215686,miss,-91/209,17,91/209,pure_miss
capacity_top_200,69008,0,69008,miss,-80/209,15,80/209,pure_miss
capacity_top_200,69008,1,9258188,miss,-69/209,13,69/209,pure_miss
capacity_top_200,69008,2,8747678,miss,-58/209,11,58/209,pure_miss
capacity_top_200,69008,3,8237168,miss,-47/209,9,47/209,pure_miss
capacity_top_200,69008,4,7726658,miss,-36/209,7,36/209,pure_miss
capacity_top_200,69008,5,7216148,miss,-25/209,5,25/209,pure_miss
capacity_top_200,69008,6,6705638,miss,-14/209,3,14/209,pure_miss
capacity_top_200,69008,7,6195128,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,69008,8,5684618,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,69008,9,5174108,miss,-12/133,4,12/133,pure_miss
capacity_top_200,69008,10,4663598,miss,-1/7,6,1/7,pure_miss
capacity_top_200,69008,11,4153088,miss,-26/133,8,26/133,pure_miss
capacity_top_200,69008,12,3642578,miss,-33/133,10,33/133,pure_miss
capacity_top_200,69008,13,3132068,miss,-40/133,12,40/133,pure_miss
capacity_top_200,69008,14,2621558,miss,-47/133,14,47/133,pure_miss
capacity_top_200,69008,15,2111048,miss,-54/133,16,54/133,pure_miss
capacity_top_200,69008,16,1600538,miss,-61/133,18,61/133,pure_miss
capacity_top_200,69008,17,1090028,miss,-102/209,19,102/209,pure_miss
capacity_top_200,69008,18,579518,miss,-91/209,17,91/209,pure_miss
capacity_top_200,69130,0,4153210,miss,-80/209,15,80/209,pure_miss
capacity_top_200,69130,1,3642700,miss,-91/209,17,91/209,pure_miss
capacity_top_200,69130,2,3132190,miss,-102/209,19,102/209,pure_miss
capacity_top_200,69130,3,2621680,miss,-61/133,18,61/133,pure_miss
capacity_top_200,69130,4,2111170,miss,-54/133,16,54/133,pure_miss
capacity_top_200,69130,5,1600660,miss,-47/133,14,47/133,pure_miss
capacity_top_200,69130,6,1090150,miss,-40/133,12,40/133,pure_miss
capacity_top_200,69130,7,579640,miss,-33/133,10,33/133,pure_miss
capacity_top_200,69130,8,69130,miss,-26/133,8,26/133,pure_miss
capacity_top_200,69130,9,9258310,miss,-1/7,6,1/7,pure_miss
capacity_top_200,69130,10,8747800,miss,-12/133,4,12/133,pure_miss
capacity_top_200,69130,11,8237290,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,69130,12,7726780,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,69130,13,7216270,miss,-14/209,3,14/209,pure_miss
capacity_top_200,69130,14,6705760,miss,-25/209,5,25/209,pure_miss
capacity_top_200,69130,15,6195250,miss,-36/209,7,36/209,pure_miss
capacity_top_200,69130,16,5684740,miss,-47/209,9,47/209,pure_miss
capacity_top_200,69130,17,5174230,miss,-58/209,11,58/209,pure_miss
capacity_top_200,69130,18,4663720,miss,-69/209,13,69/209,pure_miss
capacity_top_200,69470,0,3132530,miss,-80/209,15,80/209,pure_miss
capacity_top_200,69470,1,2622020,miss,-69/209,13,69/209,pure_miss
capacity_top_200,69470,2,2111510,miss,-58/209,11,58/209,pure_miss
capacity_top_200,69470,3,1601000,miss,-47/209,9,47/209,pure_miss
capacity_top_200,69470,4,1090490,miss,-36/209,7,36/209,pure_miss
capacity_top_200,69470,5,579980,miss,-25/209,5,25/209,pure_miss
capacity_top_200,69470,6,69470,miss,-14/209,3,14/209,pure_miss
capacity_top_200,69470,7,9258650,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,69470,8,8748140,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,69470,9,8237630,miss,-12/133,4,12/133,pure_miss
capacity_top_200,69470,10,7727120,miss,-1/7,6,1/7,pure_miss
capacity_top_200,69470,11,7216610,miss,-26/133,8,26/133,pure_miss
capacity_top_200,69470,12,6706100,miss,-33/133,10,33/133,pure_miss
capacity_top_200,69470,13,6195590,miss,-40/133,12,40/133,pure_miss
capacity_top_200,69470,14,5685080,miss,-47/133,14,47/133,pure_miss
capacity_top_200,69470,15,5174570,miss,-54/133,16,54/133,pure_miss
capacity_top_200,69470,16,4664060,miss,-61/133,18,61/133,pure_miss
capacity_top_200,69470,17,4153550,miss,-102/209,19,102/209,pure_miss
capacity_top_200,69470,18,3643040,miss,-91/209,17,91/209,pure_miss
capacity_top_200,70054,0,580564,miss,-80/209,15,80/209,pure_miss
capacity_top_200,70054,1,70054,miss,-91/209,17,91/209,pure_miss
capacity_top_200,70054,2,9259234,miss,-102/209,19,102/209,pure_miss
capacity_top_200,70054,3,8748724,miss,-61/133,18,61/133,pure_miss
capacity_top_200,70054,4,8238214,miss,-54/133,16,54/133,pure_miss
capacity_top_200,70054,5,7727704,miss,-47/133,14,47/133,pure_miss
capacity_top_200,70054,6,7217194,miss,-40/133,12,40/133,pure_miss
capacity_top_200,70054,7,6706684,miss,-33/133,10,33/133,pure_miss
capacity_top_200,70054,8,6196174,miss,-26/133,8,26/133,pure_miss
capacity_top_200,70054,9,5685664,miss,-1/7,6,1/7,pure_miss
capacity_top_200,70054,10,5175154,miss,-12/133,4,12/133,pure_miss
