k,new_prime,primorial,residue,parent_residue_mod_previous,reflection_residue,birth_type,previous_open_gap_count,previous_uncovered_measure_fraction,previous_open_gap_boundary_endpoints,new_prime_remainder,new_prime_closed_arc_boundary_endpoints,containment_margin_fraction,uses_endpoint_touching
7,17,510510,131271,11151,379239,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,132934,12814,377576,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,133029,12909,377481,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,133929,13809,376581,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,134721,14601,375789,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,135808,15688,374702,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,136022,15902,374488,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,136599,16479,373911,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,136761,16641,373749,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,137901,17781,372609,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,138129,18009,372381,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,140559,20439,369951,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,140645,20525,369865,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,141861,21741,368649,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,142216,22096,368294,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,142438,22318,368072,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,142652,22532,367858,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,143739,23619,366771,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,144531,24411,365979,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,144896,24776,365614,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,145431,25311,365079,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,145526,25406,364984,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,147189,27069,363321,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,147309,27189,363201,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,147981,27861,362529,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,149001,28881,361509,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,149068,28948,361442,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,149282,29162,361228,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,149349,29229,361161,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,150879,729,359631,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,151161,1011,359349,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,152571,2421,357939,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,153591,3441,356919,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,154449,4299,356061,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,154959,4809,355551,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,155698,5548,354812,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,155912,5762,354598,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,156141,5991,354369,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,157791,7641,352719,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,158019,7869,352491,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,159201,9051,351309,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,159711,9561,350799,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,160449,10299,350061,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,160569,10419,349941,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,161589,11439,348921,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,161775,11625,348735,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,163281,13131,347229,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,164090,13940,346420,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,164421,14271,346089,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,165159,15009,345351,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,166179,16029,344331,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,166851,16701,343659,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,167079,16929,343431,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,168729,18579,341781,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,168958,18808,341552,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,169264,19114,341246,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,170421,20271,340089,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,172299,22149,338211,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,173709,23559,336801,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,173991,23841,336519,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,175588,25438,334922,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,175802,25652,334708,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,175869,25719,334641,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,176031,25881,334479,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,177399,27249,333111,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,177561,27411,332949,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,179344,29194,331166,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,179439,29289,331071,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,180339,159,330171,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,181131,951,329379,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,182218,2038,328292,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,182432,2252,328078,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,183009,2829,327501,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,184166,3986,326344,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,184311,4131,326199,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,187251,7071,323259,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,188271,8091,322239,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,188619,8439,321891,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,188848,8668,321662,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,189062,8882,321448,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,190149,9969,320361,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,190941,10761,319569,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,191770,11590,318740,strict_single_gap_birth,1,2/143,15/26-13/22,10,19/34-21/34,4/221,False
7,17,510510,191841,11661,318669,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,191936,11756,318574,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,192826,12646,317684,strict_single_gap_birth,1,7/143,15/22-19/26,12,23/34-25/34,1/221,False
7,17,510510,192861,12681,317649,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,193599,13419,316911,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,193719,13539,316791,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,194229,14049,316281,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,195411,15231,315099,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,195692,15512,314818,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,197289,17109,313221,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,197571,17391,312939,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,198471,18291,312039,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,198981,18801,311529,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,200859,20679,309651,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,202108,21928,308402,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,202322,22142,308188,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,202551,22371,307959,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,204081,23901,306429,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,204201,24021,306309,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,204429,24249,306081,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,205449,25269,305061,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,206121,25941,304389,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,206859,26679,303651,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,207999,27819,302511,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,208534,28354,301976,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,209427,29247,301083,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,209691,29511,300819,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,210831,621,299679,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,211569,1359,298941,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,213261,3051,297249,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,213489,3279,297021,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,215139,4929,295371,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,215301,5091,295209,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,215368,5158,295142,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,215582,5372,294928,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,216638,6428,293872,strict_single_gap_birth,1,2/143,9/22-11/26,7,13/34-15/34,4/221,False
7,17,510510,216669,6459,293841,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,216831,6621,293679,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,218709,8499,291801,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,218975,8765,291535,strict_single_gap_birth,1,2/55,19/22-9/10,15,29/34-31/34,2/187,False
7,17,510510,220119,9909,290391,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,220401,10191,290109,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,221998,11788,288512,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,222212,12002,288298,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,222279,12069,288231,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,223436,13226,287074,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,223971,13761,286539,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,224091,13881,286419,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,225754,15544,284756,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,225849,15639,284661,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,226521,16311,283989,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,226749,16539,283761,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,227541,17331,282969,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,227889,17679,282621,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,228628,18418,281882,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,228842,18632,281668,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,229419,19209,281091,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,230721,20511,279789,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,232131,21921,278379,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,233379,23169,277131,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,233499,23289,277011,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,234681,24471,275829,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,235258,25048,275252,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,235472,25262,275038,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,236559,26349,273951,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,237351,27141,273159,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,238251,28041,272259,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,238346,28136,272164,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,239109,28899,271401,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,240009,29799,270501,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,240129,29919,270381,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,241821,1581,268689,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,241888,1648,268622,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,243351,3111,267159,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,243699,3459,266811,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,243981,3741,266529,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,244719,4479,265791,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,245391,5151,265119,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,246633,6393,263877,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,247269,7029,263241,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,247804,7564,262706,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,248518,8278,261992,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,248732,8492,261778,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,248961,8721,261549,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,250839,10599,259671,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,252531,12291,257979,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,253269,13029,257241,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,254409,14169,256101,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,254571,14331,255939,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,255939,15699,254571,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,256101,15861,254409,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,257241,17001,253269,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,257979,17739,252531,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,259671,19431,250839,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,261549,21309,248961,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,261778,21538,248732,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,261992,21752,248518,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,262706,22466,247804,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,263241,23001,247269,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,263877,23637,246633,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,265119,24879,245391,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,265791,25551,244719,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,266529,26289,243981,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,266811,26571,243699,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,267159,26919,243351,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,268622,28382,241888,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,268689,28449,241821,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,270381,111,240129,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,270501,231,240009,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,271401,1131,239109,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,272164,1894,238346,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,272259,1989,238251,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,273159,2889,237351,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,273951,3681,236559,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,275038,4768,235472,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,275252,4982,235258,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,275829,5559,234681,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,277011,6741,233499,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,277131,6861,233379,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,278379,8109,232131,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,279789,9519,230721,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,281091,10821,229419,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,281668,11398,228842,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,281882,11612,228628,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,282621,12351,227889,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,282969,12699,227541,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,283761,13491,226749,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,283989,13719,226521,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,284661,14391,225849,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,284756,14486,225754,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,286419,16149,224091,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,286539,16269,223971,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,287074,16804,223436,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,288231,17961,222279,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,288298,18028,222212,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,288512,18242,221998,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,290109,19839,220401,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,290391,20121,220119,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,291535,21265,218975,strict_single_gap_birth,1,2/55,1/10-3/22,2,3/34-5/34,2/187,False
7,17,510510,291801,21531,218709,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,293679,23409,216831,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,293841,23571,216669,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,293872,23602,216638,strict_single_gap_birth,1,2/143,15/26-13/22,10,19/34-21/34,4/221,False
7,17,510510,294928,24658,215582,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,295142,24872,215368,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,295209,24939,215301,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,295371,25101,215139,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,297021,26751,213489,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,297249,26979,213261,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,298941,28671,211569,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,299679,29409,210831,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,300819,519,209691,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,301083,783,209427,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,301976,1676,208534,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,302511,2211,207999,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,303651,3351,206859,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,304389,4089,206121,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,305061,4761,205449,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,306081,5781,204429,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,306309,6009,204201,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
