seed_n,cohort_role,n,control_delta,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
19579,local_mod210_control,19369,-210,8,19,9699690,19369,49,889,19352,5,11,17,1.7526333315807e-06
19579,local_any_control,19578,-1,8,19,9699690,19578,48,1098,19588,5,11,10,1.0309607832827647e-06
19888,complete_uncertified,19888,0,8,19,9699690,19888,148,1408,19918,5,11,30,3.092882349848294e-06
19888,local_mod210_control,19678,-210,8,19,9699690,19678,148,1198,19682,5,11,4,4.123843133131059e-07
19888,local_any_control,19887,-1,8,19,9699690,19887,147,1407,19918,5,11,31,3.1959784281765704e-06
20121,complete_uncertified,20121,0,8,19,9699690,20121,171,1641,20158,4,7,37,3.8145548981462296e-06
20121,local_mod210_control,19911,-210,8,19,9699690,19911,171,1431,19918,5,11,7,7.216725482979353e-07
20121,local_any_control,20120,-1,8,19,9699690,20120,170,1640,20158,4,7,38,3.917650976474506e-06
20199,complete_uncertified,20199,0,8,19,9699690,20199,39,1719,20162,4,7,37,3.8145548981462296e-06
20199,local_mod210_control,19989,-210,8,19,9699690,19989,39,1509,20012,5,11,23,2.371209801550359e-06
20199,local_any_control,20198,-1,8,19,9699690,20198,38,1718,20162,4,7,36,3.711458819817953e-06
20252,complete_uncertified,20252,0,8,19,9699690,20252,92,1772,20248,5,11,4,4.123843133131059e-07
20252,local_mod210_control,20042,-210,8,19,9699690,20042,92,1562,20049,6,13,7,7.216725482979353e-07
20252,local_any_control,20251,-1,8,19,9699690,20251,91,1771,20248,5,11,3,3.092882349848294e-07
20931,complete_uncertified,20931,0,8,19,9699690,20931,141,141,20908,5,11,23,2.371209801550359e-06
20931,local_mod210_control,20721,-210,8,19,9699690,20721,141,2241,20672,5,11,49,5.051707838085547e-06
20931,local_any_control,20930,-1,8,19,9699690,20930,140,140,20908,5,11,22,2.2681137232220826e-06
20991,complete_uncertified,20991,0,8,19,9699690,20991,201,201,20998,4,7,7,7.216725482979353e-07
20991,local_mod210_control,20781,-210,8,19,9699690,20781,201,2301,20788,4,7,7,7.216725482979353e-07
20991,local_any_control,20990,-1,8,19,9699690,20990,200,200,20998,4,7,8,8.247686266262118e-07
21584,complete_uncertified,21584,0,8,19,9699690,21584,164,794,21581,8,19,3,3.092882349848294e-07
21584,local_mod210_control,21374,-210,8,19,9699690,21374,164,584,21332,5,11,42,4.3300352897876115e-06
21584,local_any_control,21583,-1,8,19,9699690,21583,163,793,21581,8,19,2,2.0619215665655295e-07
21591,complete_uncertified,21591,0,8,19,9699690,21591,171,801,21581,8,19,10,1.0309607832827647e-06
21591,local_mod210_control,21381,-210,8,19,9699690,21381,171,591,21418,4,7,37,3.8145548981462296e-06
21591,local_any_control,21590,-1,8,19,9699690,21590,170,800,21581,8,19,9,9.278647049544882e-07
21598,complete_uncertified,21598,0,8,19,9699690,21598,178,808,21581,8,19,17,1.7526333315807e-06
21598,local_mod210_control,21388,-210,8,19,9699690,21388,178,598,21418,4,7,30,3.092882349848294e-06
21598,local_any_control,21597,-1,8,19,9699690,21597,177,807,21581,8,19,16,1.6495372532524236e-06
21621,complete_uncertified,21621,0,8,19,9699690,21621,201,831,21628,4,7,7,7.216725482979353e-07
21621,local_mod210_control,21411,-210,8,19,9699690,21411,201,621,21418,4,7,7,7.216725482979353e-07
21621,local_any_control,21620,-1,8,19,9699690,21620,200,830,21628,4,7,8,8.247686266262118e-07
21634,complete_uncertified,21634,0,8,19,9699690,21634,4,844,21632,4,7,2,2.0619215665655295e-07
21634,local_mod210_control,21424,-210,8,19,9699690,21424,4,634,21422,4,7,2,2.0619215665655295e-07
21634,local_any_control,21633,-1,8,19,9699690,21633,3,843,21632,4,7,1,1.0309607832827648e-07
21844,complete_uncertified,21844,0,8,19,9699690,21844,4,1054,21842,4,7,2,2.0619215665655295e-07
21844,local_mod210_control,22054,210,8,19,9699690,22054,4,1264,22052,4,7,2,2.0619215665655295e-07
21844,local_any_control,21843,-1,8,19,9699690,21843,3,1053,21842,4,7,1,1.0309607832827648e-07
22078,complete_uncertified,22078,0,8,19,9699690,22078,28,1288,22052,4,7,26,2.680498036535188e-06
22078,local_mod210_control,21868,-210,8,19,9699690,21868,28,1078,21884,6,13,16,1.6495372532524236e-06
22078,local_any_control,22077,-1,8,19,9699690,22077,27,1287,22052,4,7,25,2.5774019582069117e-06
22581,complete_uncertified,22581,0,8,19,9699690,22581,111,1791,22558,5,11,23,2.371209801550359e-06
22581,local_mod210_control,22371,-210,8,19,9699690,22371,111,1581,22359,7,17,12,1.2371529399393177e-06
22581,local_any_control,22580,-1,8,19,9699690,22580,110,1790,22558,5,11,22,2.2681137232220826e-06
22676,complete_uncertified,22676,0,8,19,9699690,22676,206,1886,22678,4,7,2,2.0619215665655295e-07
22676,local_mod210_control,22466,-210,8,19,9699690,22466,206,1676,22468,4,7,2,2.0619215665655295e-07
22676,local_any_control,22675,-1,8,19,9699690,22675,205,1885,22678,4,7,3,3.092882349848294e-07
22718,complete_uncertified,22718,0,8,19,9699690,22718,38,1928,22682,4,7,36,3.711458819817953e-06
22718,local_mod210_control,22508,-210,8,19,9699690,22508,38,1718,22472,4,7,36,3.711458819817953e-06
22718,local_any_control,22717,-1,8,19,9699690,22717,37,1927,22682,4,7,35,3.6083627414896764e-06
22948,complete_uncertified,22948,0,8,19,9699690,22948,58,2158,22982,5,11,34,3.5052666631614e-06
22948,local_mod210_control,22738,-210,8,19,9699690,22738,58,1948,22779,6,13,41,4.226939211459335e-06
22948,local_any_control,22947,-1,8,19,9699690,22947,57,2157,22982,5,11,35,3.6083627414896764e-06
23432,complete_uncertified,23432,0,8,19,9699690,23432,122,332,23518,4,7,86,8.866262736231776e-06
23432,local_mod210_control,23222,-210,8,19,9699690,23222,122,122,23218,5,11,4,4.123843133131059e-07
23432,local_any_control,23431,-1,8,19,9699690,23431,121,331,23518,4,7,87,8.969358814560053e-06
24249,complete_uncertified,24249,0,8,19,9699690,24249,99,1149,24208,5,11,41,4.226939211459335e-06
24249,local_mod210_control,24039,-210,8,19,9699690,24039,99,939,24051,7,17,12,1.2371529399393177e-06
24249,local_any_control,24248,-1,8,19,9699690,24248,98,1148,24208,5,11,40,4.123843133131059e-06
24392,complete_uncertified,24392,0,8,19,9699690,24392,32,1292,24362,4,7,30,3.092882349848294e-06
24392,local_mod210_control,24182,-210,8,19,9699690,24182,32,1082,24208,5,11,26,2.680498036535188e-06
24392,local_any_control,24391,-1,8,19,9699690,24391,31,1291,24362,4,7,29,2.9897862715200177e-06
24477,complete_uncertified,24477,0,8,19,9699690,24477,117,1377,24538,5,11,61,6.2888607780248645e-06
24477,local_mod210_control,24267,-210,8,19,9699690,24267,117,1167,24302,5,11,35,3.6083627414896764e-06
24477,local_any_control,24476,-1,8,19,9699690,24476,116,1376,24538,5,11,62,6.391956856353141e-06
24628,complete_uncertified,24628,0,8,19,9699690,24628,58,1528,24632,5,11,4,4.123843133131059e-07
24628,local_mod210_control,24418,-210,8,19,9699690,24418,58,1318,24362,4,7,56,5.773380386383483e-06
24628,local_any_control,24627,-1,8,19,9699690,24627,57,1527,24632,5,11,5,5.154803916413823e-07
24729,complete_uncertified,24729,0,8,19,9699690,24729,159,1629,24778,4,7,49,5.051707838085547e-06
24729,local_mod210_control,24519,-210,8,19,9699690,24519,159,1419,24538,5,11,19,1.958825488237253e-06
24729,local_any_control,24728,-1,8,19,9699690,24728,158,1628,24778,4,7,50,5.1548039164138234e-06
25018,complete_uncertified,25018,0,8,19,9699690,25018,28,1918,24992,4,7,26,2.680498036535188e-06
25018,local_mod210_control,24808,-210,8,19,9699690,24808,28,1708,24782,4,7,26,2.680498036535188e-06
25018,local_any_control,25017,-1,8,19,9699690,25017,27,1917,24992,4,7,25,2.5774019582069117e-06
25352,complete_uncertified,25352,0,8,19,9699690,25352,152,2252,25408,4,7,56,5.773380386383483e-06
25352,local_mod210_control,25142,-210,8,19,9699690,25142,152,2042,25191,7,17,49,5.051707838085547e-06
25352,local_any_control,25351,-1,8,19,9699690,25351,151,2251,25408,4,7,57,5.876476464711759e-06
25862,complete_uncertified,25862,0,8,19,9699690,25862,32,452,25858,5,11,4,4.123843133131059e-07
25862,local_mod210_control,25652,-210,8,19,9699690,25652,32,242,25622,4,7,30,3.092882349848294e-06
25862,local_any_control,25861,-1,8,19,9699690,25861,31,451,25858,5,11,3,3.092882349848294e-07
25918,complete_uncertified,25918,0,8,19,9699690,25918,88,508,25929,7,17,11,1.1340568616110413e-06
25918,local_mod210_control,25708,-210,8,19,9699690,25708,88,298,25622,4,7,86,8.866262736231776e-06
25918,local_any_control,25917,-1,8,19,9699690,25917,87,507,25929,7,17,12,1.2371529399393177e-06
26151,complete_uncertified,26151,0,8,19,9699690,26151,111,741,26158,8,19,7,7.216725482979353e-07
26151,local_mod210_control,25941,-210,8,19,9699690,25941,111,531,25952,5,11,11,1.1340568616110413e-06
26151,local_any_control,26150,-1,8,19,9699690,26150,110,740,26158,8,19,8,8.247686266262118e-07
26679,complete_uncertified,26679,0,8,19,9699690,26679,9,1269,26672,4,7,7,7.216725482979353e-07
26679,local_mod210_control,26469,-210,8,19,9699690,26469,9,1059,26462,4,7,7,7.216725482979353e-07
26679,local_any_control,26678,-1,8,19,9699690,26678,8,1268,26672,4,7,6,6.185764699696588e-07
26732,complete_uncertified,26732,0,8,19,9699690,26732,62,1322,26672,4,7,60,6.185764699696588e-06
26732,local_mod210_control,26522,-210,8,19,9699690,26522,62,1112,26518,5,11,4,4.123843133131059e-07
26732,local_any_control,26731,-1,8,19,9699690,26731,61,1321,26672,4,7,59,6.082668621368312e-06
26788,complete_uncertified,26788,0,8,19,9699690,26788,118,1378,26848,5,11,60,6.185764699696588e-06
26788,local_mod210_control,26578,-210,8,19,9699690,26578,118,1168,26612,5,11,34,3.5052666631614e-06
26788,local_any_control,26787,-1,8,19,9699690,26787,117,1377,26848,5,11,61,6.2888607780248645e-06
26919,complete_uncertified,26919,0,8,19,9699690,26919,39,1509,26942,5,11,23,2.371209801550359e-06
26919,local_mod210_control,26709,-210,8,19,9699690,26709,39,1299,26672,4,7,37,3.8145548981462296e-06
26919,local_any_control,26918,-1,8,19,9699690,26918,38,1508,26942,5,11,24,2.4743058798786353e-06
27152,complete_uncertified,27152,0,8,19,9699690,27152,62,1742,27178,5,11,26,2.680498036535188e-06
27152,local_mod210_control,27362,210,8,19,9699690,27362,62,1952,27302,4,7,60,6.185764699696588e-06
27152,local_any_control,27151,-1,8,19,9699690,27151,61,1741,27178,5,11,27,2.783594114863465e-06
27892,complete_uncertified,27892,0,8,19,9699690,27892,172,172,27890,6,13,2,2.0619215665655295e-07
27892,local_mod210_control,27682,-210,8,19,9699690,27682,172,2272,27718,4,7,36,3.711458819817953e-06
27892,local_any_control,27891,-1,8,19,9699690,27891,171,171,27890,6,13,1,1.0309607832827648e-07
28198,complete_uncertified,28198,0,8,19,9699690,28198,58,478,28168,5,11,30,3.092882349848294e-06
28198,local_mod210_control,27988,-210,8,19,9699690,27988,58,268,27932,4,7,56,5.773380386383483e-06
28198,local_any_control,28197,-1,8,19,9699690,28197,57,477,28168,5,11,29,2.9897862715200177e-06
28292,complete_uncertified,28292,0,8,19,9699690,28292,152,572,28262,5,11,30,3.092882349848294e-06
28292,local_mod210_control,28082,-210,8,19,9699690,28082,152,362,28138,4,7,56,5.773380386383483e-06
28292,local_any_control,28291,-1,8,19,9699690,28291,151,571,28262,5,11,29,2.9897862715200177e-06
28682,complete_uncertified,28682,0,8,19,9699690,28682,122,962,28768,4,7,86,8.866262736231776e-06
28682,local_mod210_control,28472,-210,8,19,9699690,28472,122,752,28498,5,11,26,2.680498036535188e-06
28682,local_any_control,28681,-1,8,19,9699690,28681,121,961,28768,4,7,87,8.969358814560053e-06
28761,complete_uncertified,28761,0,8,19,9699690,28761,201,1041,28768,4,7,7,7.216725482979353e-07
28761,local_mod210_control,28551,-210,8,19,9699690,28551,201,831,28558,4,7,7,7.216725482979353e-07
28761,local_any_control,28760,-1,8,19,9699690,28760,200,1040,28768,4,7,8,8.247686266262118e-07
29008,complete_uncertified,29008,0,8,19,9699690,29008,28,1288,28982,4,7,26,2.680498036535188e-06
29008,local_mod210_control,28798,-210,8,19,9699690,28798,28,1078,28772,4,7,26,2.680498036535188e-06
29008,local_any_control,29007,-1,8,19,9699690,29007,27,1287,28982,4,7,25,2.5774019582069117e-06
30034,complete_uncertified,30034,0,8,19,9699690,30034,4,4,30032,4,7,2,2.0619215665655295e-07
30034,local_mod210_control,29824,-210,8,19,9699690,29824,4,2104,29822,4,7,2,2.0619215665655295e-07
30034,local_any_control,30033,-1,8,19,9699690,30033,3,3,30032,4,7,1,1.0309607832827648e-07
30320,complete_uncertified,30320,0,8,19,9699690,30320,80,290,30242,4,7,78,8.041494109605565e-06
30320,local_mod210_control,30110,-210,8,19,9699690,30110,80,80,30148,5,11,38,3.917650976474506e-06
30320,local_any_control,30319,-1,8,19,9699690,30319,79,289,30242,4,7,77,7.938398031277288e-06
30501,complete_uncertified,30501,0,8,19,9699690,30501,51,471,30478,5,11,23,2.371209801550359e-06
30501,local_mod210_control,30291,-210,8,19,9699690,30291,51,261,30242,4,7,49,5.051707838085547e-06
30501,local_any_control,30500,-1,8,19,9699690,30500,50,470,30478,5,11,22,2.2681137232220826e-06
30549,complete_uncertified,30549,0,8,19,9699690,30549,99,519,30572,5,11,23,2.371209801550359e-06
30549,local_mod210_control,30339,-210,8,19,9699690,30339,99,309,30242,4,7,97,1.0000319597842817e-05
30549,local_any_control,30548,-1,8,19,9699690,30548,98,518,30572,5,11,24,2.4743058798786353e-06
30759,complete_uncertified,30759,0,8,19,9699690,30759,99,729,30808,5,11,49,5.051707838085547e-06
30759,local_any_control,30758,-1,8,19,9699690,30758,98,728,30808,5,11,50,5.1548039164138234e-06
30866,complete_uncertified,30866,0,8,19,9699690,30866,206,836,30868,4,7,2,2.0619215665655295e-07
30866,local_mod210_control,30656,-210,8,19,9699690,30656,206,626,30658,4,7,2,2.0619215665655295e-07
30866,local_any_control,30865,-1,8,19,9699690,30865,205,835,30868,4,7,3,3.092882349848294e-07
31611,complete_uncertified,31611,0,8,19,9699690,31611,111,1581,31562,5,11,49,5.051707838085547e-06
31611,local_mod210_control,31401,-210,8,19,9699690,31401,111,1371,31412,8,19,11,1.1340568616110413e-06
31611,local_any_control,31610,-1,8,19,9699690,31610,110,1580,31562,5,11,48,4.948611759757271e-06
31706,complete_uncertified,31706,0,8,19,9699690,31706,206,1676,31708,4,7,2,2.0619215665655295e-07
31706,local_mod210_control,31496,-210,8,19,9699690,31496,206,1466,31498,4,7,2,2.0619215665655295e-07
31706,local_any_control,31705,-1,8,19,9699690,31705,205,1675,31708,4,7,3,3.092882349848294e-07
31858,complete_uncertified,31858,0,8,19,9699690,31858,148,1828,31892,5,11,34,3.5052666631614e-06
31858,local_mod210_control,31648,-210,8,19,9699690,31648,148,1618,31708,4,7,60,6.185764699696588e-06
31858,local_any_control,31857,-1,8,19,9699690,31857,147,1827,31892,5,11,35,3.6083627414896764e-06
31905,complete_uncertified,31905,0,8,19,9699690,31905,195,1875,31892,5,11,13,1.340249018267594e-06
31905,local_mod210_control,31695,-210,8,19,9699690,31695,195,1665,31708,4,7,13,1.340249018267594e-06
31905,local_any_control,31904,-1,8,19,9699690,31904,194,1874,31892,5,11,12,1.2371529399393177e-06
31929,complete_uncertified,31929,0,8,19,9699690,31929,9,1899,31922,4,7,7,7.216725482979353e-07
31929,local_mod210_control,31719,-210,8,19,9699690,31719,9,1689,31712,4,7,7,7.216725482979353e-07
31929,local_any_control,31928,-1,8,19,9699690,31928,8,1898,31922,4,7,6,6.185764699696588e-07
32241,complete_uncertified,32241,0,8,19,9699690,32241,111,2211,32222,5,11,19,1.958825488237253e-06
32241,local_mod210_control,32031,-210,8,19,9699690,32031,111,2001,31982,8,19,49,5.051707838085547e-06
32241,local_any_control,32240,-1,8,19,9699690,32240,110,2210,32222,5,11,18,1.8557294099089764e-06
32260,complete_uncertified,32260,0,8,19,9699690,32260,130,2230,32222,5,11,38,3.917650976474506e-06
32260,local_mod210_control,32050,-210,8,19,9699690,32050,130,2020,31982,8,19,68,7.0105333263228e-06
32260,local_any_control,32259,-1,8,19,9699690,32259,129,2229,32222,5,11,37,3.8145548981462296e-06
32470,complete_uncertified,32470,0,8,19,9699690,32470,130,130,32458,5,11,12,1.2371529399393177e-06
32470,local_mod210_control,32680,210,8,19,9699690,32680,130,340,32758,4,7,78,8.041494109605565e-06
32470,local_any_control,32469,-1,8,19,9699690,32469,129,129,32458,5,11,11,1.1340568616110413e-06
32481,complete_uncertified,32481,0,8,19,9699690,32481,141,141,32458,5,11,23,2.371209801550359e-06
32481,local_mod210_control,32271,-210,8,19,9699690,32271,141,2241,32222,5,11,49,5.051707838085547e-06
32481,local_any_control,32480,-1,8,19,9699690,32480,140,140,32458,5,11,22,2.2681137232220826e-06
32974,complete_uncertified,32974,0,8,19,9699690,32974,4,634,32972,4,7,2,2.0619215665655295e-07
32974,local_mod210_control,32764,-210,8,19,9699690,32764,4,424,32762,4,7,2,2.0619215665655295e-07
32974,local_any_control,32973,-1,8,19,9699690,32973,3,633,32972,4,7,1,1.0309607832827648e-07
32998,complete_uncertified,32998,0,8,19,9699690,32998,28,658,32972,4,7,26,2.680498036535188e-06
32998,local_mod210_control,33208,210,8,19,9699690,33208,28,868,33212,5,11,4,4.123843133131059e-07
32998,local_any_control,32997,-1,8,19,9699690,32997,27,657,32972,4,7,25,2.5774019582069117e-06
33298,complete_uncertified,33298,0,8,19,9699690,33298,118,958,33212,5,11,86,8.866262736231776e-06
33298,local_mod210_control,33088,-210,8,19,9699690,33088,118,748,33069,7,17,19,1.958825488237253e-06
33298,local_any_control,33297,-1,8,19,9699690,33297,117,957,33212,5,11,85,8.7631666579035e-06
33381,complete_uncertified,33381,0,8,19,9699690,33381,201,1041,33388,4,7,7,7.216725482979353e-07
33381,local_mod210_control,33171,-210,8,19,9699690,33171,201,831,33178,4,7,7,7.216725482979353e-07
33381,local_any_control,33380,-1,8,19,9699690,33380,200,1040,33388,4,7,8,8.247686266262118e-07
33632,complete_uncertified,33632,0,8,19,9699690,33632,32,1292,33602,4,7,30,3.092882349848294e-06
33632,local_mod210_control,33422,-210,8,19,9699690,33422,32,1082,33448,5,11,26,2.680498036535188e-06
33632,local_any_control,33631,-1,8,19,9699690,33631,31,1291,33602,4,7,29,2.9897862715200177e-06
33921,complete_uncertified,33921,0,8,19,9699690,33921,111,1581,33896,6,13,25,2.5774019582069117e-06
33921,local_mod210_control,33711,-210,8,19,9699690,33711,111,1371,33699,6,13,12,1.2371529399393177e-06
33921,local_any_control,33920,-1,8,19,9699690,33920,110,1580,33896,6,13,24,2.4743058798786353e-06
34089,complete_uncertified,34089,0,8,19,9699690,34089,69,1749,34108,5,11,19,1.958825488237253e-06
34089,local_mod210_control,33879,-210,8,19,9699690,33879,69,1539,33872,5,11,7,7.216725482979353e-07
34089,local_any_control,34088,-1,8,19,9699690,34088,68,1748,34108,5,11,20,2.0619215665655294e-06
34509,complete_uncertified,34509,0,8,19,9699690,34509,69,2169,34532,5,11,23,2.371209801550359e-06
34509,local_mod210_control,34299,-210,8,19,9699690,34299,69,1959,34232,4,7,67,6.907437247994524e-06
34509,local_any_control,34508,-1,8,19,9699690,34508,68,2168,34532,5,11,24,2.4743058798786353e-06
34618,complete_uncertified,34618,0,8,19,9699690,34618,178,2278,34648,4,7,30,3.092882349848294e-06
34618,local_mod210_control,34408,-210,8,19,9699690,34408,178,2068,34438,4,7,30,3.092882349848294e-06
34618,local_any_control,34617,-1,8,19,9699690,34617,177,2277,34648,4,7,31,3.1959784281765704e-06
34622,complete_uncertified,34622,0,8,19,9699690,34622,182,2282,34648,4,7,26,2.680498036535188e-06
34622,local_mod210_control,34412,-210,8,19,9699690,34412,182,2072,34438,4,7,26,2.680498036535188e-06
34622,local_any_control,34621,-1,8,19,9699690,34621,181,2281,34648,4,7,27,2.783594114863465e-06
34730,complete_uncertified,34730,0,8,19,9699690,34730,80,80,34761,7,17,31,3.1959784281765704e-06
34730,local_mod210_control,34520,-210,8,19,9699690,34520,80,2180,34532,5,11,12,1.2371529399393177e-06
34730,local_any_control,34729,-1,8,19,9699690,34729,79,79,34761,7,17,32,3.2990745065048473e-06
35121,complete_uncertified,35121,0,8,19,9699690,35121,51,471,35098,5,11,23,2.371209801550359e-06
35121,local_mod210_control,34911,-210,8,19,9699690,34911,51,261,34862,4,7,49,5.051707838085547e-06
35121,local_any_control,35120,-1,8,19,9699690,35120,50,470,35098,5,11,22,2.2681137232220826e-06
35284,complete_uncertified,35284,0,8,19,9699690,35284,4,634,35282,4,7,2,2.0619215665655295e-07
35284,local_mod210_control,35074,-210,8,19,9699690,35074,4,424,35072,4,7,2,2.0619215665655295e-07
35284,local_any_control,35283,-1,8,19,9699690,35283,3,633,35282,4,7,1,1.0309607832827648e-07
35379,complete_uncertified,35379,0,8,19,9699690,35379,99,729,35428,5,11,49,5.051707838085547e-06
35379,local_mod210_control,35169,-210,8,19,9699690,35169,99,519,35192,5,11,23,2.371209801550359e-06
35379,local_any_control,35378,-1,8,19,9699690,35378,98,728,35428,5,11,50,5.1548039164138234e-06
35402,complete_uncertified,35402,0,8,19,9699690,35402,122,752,35428,5,11,26,2.680498036535188e-06
