n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
961832,5,11,2310,872,8,19,prefix_certificate,32,False
961899,6,13,30030,939,8,19,prefix_certificate,99,False
961971,,,,,8,19,no_prefix_certificate_within_max_k,171,False
962008,4,7,210,208,8,19,prefix_certificate,208,True
962012,4,7,210,2,8,19,prefix_certificate,2,True
962068,5,11,2310,1108,8,19,prefix_certificate,58,False
962162,5,11,2310,1202,8,19,prefix_certificate,152,False
962218,4,7,210,208,8,19,prefix_certificate,208,True
962222,4,7,210,2,8,19,prefix_certificate,2,True
962398,5,11,2310,1438,8,19,prefix_certificate,178,False
962421,5,11,2310,1461,8,19,prefix_certificate,201,False
962428,4,7,210,208,8,19,prefix_certificate,208,True
962432,4,7,210,2,8,19,prefix_certificate,2,True
962485,,,,,8,19,no_prefix_certificate_within_max_k,55,False
962492,5,11,2310,1532,8,19,prefix_certificate,62,False
962638,4,7,210,208,8,19,prefix_certificate,208,True
962642,4,7,210,2,8,19,prefix_certificate,2,True
962668,,,,,8,19,no_prefix_certificate_within_max_k,28,False
962679,7,17,510510,452169,8,19,prefix_certificate,39,False
962695,,,,,8,19,no_prefix_certificate_within_max_k,55,False
962728,5,11,2310,1768,8,19,prefix_certificate,88,False
962751,6,13,30030,1791,8,19,prefix_certificate,111,False
962799,7,17,510510,452289,8,19,prefix_certificate,159,False
962822,5,11,2310,1862,8,19,prefix_certificate,182,False
962848,4,7,210,208,8,19,prefix_certificate,208,True
962852,4,7,210,2,8,19,prefix_certificate,2,True
962961,7,17,510510,452451,8,19,prefix_certificate,111,False
963058,4,7,210,208,8,19,prefix_certificate,208,True
963062,4,7,210,2,8,19,prefix_certificate,2,True
963100,6,13,30030,2140,8,19,prefix_certificate,40,False
963152,5,11,2310,2192,8,19,prefix_certificate,92,False
963201,,,,,8,19,no_prefix_certificate_within_max_k,141,False
963242,,,,,8,19,no_prefix_certificate_within_max_k,182,False
963268,4,7,210,208,8,19,prefix_certificate,208,True
963272,4,7,210,2,8,19,prefix_certificate,2,True
963310,,,,,8,19,no_prefix_certificate_within_max_k,40,False
963362,,,,,8,19,no_prefix_certificate_within_max_k,92,False
963388,5,11,2310,118,8,19,prefix_certificate,118,False
963459,6,13,30030,2499,8,19,prefix_certificate,189,False
963478,4,7,210,208,8,19,prefix_certificate,208,True
963482,4,7,210,2,8,19,prefix_certificate,2,True
963688,4,7,210,208,8,19,prefix_certificate,208,True
963692,4,7,210,2,8,19,prefix_certificate,2,True
963718,5,11,2310,448,8,19,prefix_certificate,28,False
963752,,,,,8,19,no_prefix_certificate_within_max_k,62,False
963808,,,,,8,19,no_prefix_certificate_within_max_k,118,False
963812,5,11,2310,542,8,19,prefix_certificate,122,False
963868,,,,,8,19,no_prefix_certificate_within_max_k,178,False
963898,4,7,210,208,8,19,prefix_certificate,208,True
963902,4,7,210,2,8,19,prefix_certificate,2,True
964048,5,11,2310,778,8,19,prefix_certificate,148,False
964101,,,,,8,19,no_prefix_certificate_within_max_k,201,False
964108,4,7,210,208,8,19,prefix_certificate,208,True
964112,4,7,210,2,8,19,prefix_certificate,2,True
964119,5,11,2310,849,8,19,prefix_certificate,9,False
964142,5,11,2310,872,8,19,prefix_certificate,32,False
964318,4,7,210,208,8,19,prefix_certificate,208,True
964322,4,7,210,2,8,19,prefix_certificate,2,True
964378,5,11,2310,1108,8,19,prefix_certificate,58,False
964472,5,11,2310,1202,8,19,prefix_certificate,152,False
964492,,,,,8,19,no_prefix_certificate_within_max_k,172,False
964528,4,7,210,208,8,19,prefix_certificate,208,True
964532,4,7,210,2,8,19,prefix_certificate,2,True
964558,7,17,510510,454048,8,19,prefix_certificate,28,False
964629,6,13,30030,3669,8,19,prefix_certificate,99,False
964708,5,11,2310,1438,8,19,prefix_certificate,178,False
964731,5,11,2310,1461,8,19,prefix_certificate,201,False
964738,4,7,210,208,8,19,prefix_certificate,208,True
964742,4,7,210,2,8,19,prefix_certificate,2,True
964772,7,17,510510,454262,8,19,prefix_certificate,32,False
964779,,,,,8,19,no_prefix_certificate_within_max_k,39,False
964802,5,11,2310,1532,8,19,prefix_certificate,62,False
964826,6,13,30030,3866,8,19,prefix_certificate,86,False
964839,7,17,510510,454329,8,19,prefix_certificate,99,False
964948,4,7,210,208,8,19,prefix_certificate,208,True
964952,4,7,210,2,8,19,prefix_certificate,2,True
965038,5,11,2310,1768,8,19,prefix_certificate,88,False
965072,8,19,9699690,965072,8,19,prefix_certificate,122,False
965109,,,,,8,19,no_prefix_certificate_within_max_k,159,False
965132,5,11,2310,1862,8,19,prefix_certificate,182,False
965158,4,7,210,208,8,19,prefix_certificate,208,True
965162,4,7,210,2,8,19,prefix_certificate,2,True
965271,,,,,8,19,no_prefix_certificate_within_max_k,111,False
965368,4,7,210,208,8,19,prefix_certificate,208,True
965372,4,7,210,2,8,19,prefix_certificate,2,True
965462,5,11,2310,2192,8,19,prefix_certificate,92,False
965481,6,13,30030,4521,8,19,prefix_certificate,111,False
965578,4,7,210,208,8,19,prefix_certificate,208,True
965582,4,7,210,2,8,19,prefix_certificate,2,True
965698,5,11,2310,118,8,19,prefix_certificate,118,False
965781,,,,,8,19,no_prefix_certificate_within_max_k,201,False
965788,4,7,210,208,8,19,prefix_certificate,208,True
965792,4,7,210,2,8,19,prefix_certificate,2,True
965998,4,7,210,208,8,19,prefix_certificate,208,True
966002,4,7,210,2,8,19,prefix_certificate,2,True
966028,5,11,2310,448,8,19,prefix_certificate,28,False
966088,8,19,9699690,966088,8,19,prefix_certificate,88,False
966122,5,11,2310,542,8,19,prefix_certificate,122,False
966208,4,7,210,208,8,19,prefix_certificate,208,True
966212,4,7,210,2,8,19,prefix_certificate,2,True
966358,5,11,2310,778,8,19,prefix_certificate,148,False
966418,4,7,210,208,8,19,prefix_certificate,208,True
966422,4,7,210,2,8,19,prefix_certificate,2,True
966429,5,11,2310,849,8,19,prefix_certificate,9,False
966452,5,11,2310,872,8,19,prefix_certificate,32,False
966531,7,17,510510,456021,8,19,prefix_certificate,111,False
966579,,,,,8,19,no_prefix_certificate_within_max_k,159,False
966628,4,7,210,208,8,19,prefix_certificate,208,True
966632,4,7,210,2,8,19,prefix_certificate,2,True
966651,7,17,510510,456141,8,19,prefix_certificate,21,False
966688,5,11,2310,1108,8,19,prefix_certificate,58,False
966782,5,11,2310,1202,8,19,prefix_certificate,152,False
966838,4,7,210,208,8,19,prefix_certificate,208,True
966842,4,7,210,2,8,19,prefix_certificate,2,True
967018,5,11,2310,1438,8,19,prefix_certificate,178,False
967022,,,,,8,19,no_prefix_certificate_within_max_k,182,False
967041,5,11,2310,1461,8,19,prefix_certificate,201,False
967048,4,7,210,208,8,19,prefix_certificate,208,True
967052,4,7,210,2,8,19,prefix_certificate,2,True
967112,5,11,2310,1532,8,19,prefix_certificate,62,False
967136,,,,,8,19,no_prefix_certificate_within_max_k,86,False
967202,,,,,8,19,no_prefix_certificate_within_max_k,152,False
967256,6,13,30030,6296,8,19,prefix_certificate,206,False
967258,4,7,210,208,8,19,prefix_certificate,208,True
967262,4,7,210,2,8,19,prefix_certificate,2,True
967348,5,11,2310,1768,8,19,prefix_certificate,88,False
967353,,,,,8,19,no_prefix_certificate_within_max_k,93,False
967359,6,13,30030,6399,8,19,prefix_certificate,99,False
967378,,,,,8,19,no_prefix_certificate_within_max_k,118,False
967388,,,,,8,19,no_prefix_certificate_within_max_k,128,False
967442,5,11,2310,1862,8,19,prefix_certificate,182,False
967468,4,7,210,208,8,19,prefix_certificate,208,True
967472,4,7,210,2,8,19,prefix_certificate,2,True
967551,,,,,8,19,no_prefix_certificate_within_max_k,81,False
967569,,,,,8,19,no_prefix_certificate_within_max_k,99,False
967618,,,,,8,19,no_prefix_certificate_within_max_k,148,False
967676,,,,,8,19,no_prefix_certificate_within_max_k,206,False
967678,4,7,210,208,8,19,prefix_certificate,208,True
967682,4,7,210,2,8,19,prefix_certificate,2,True
967720,,,,,8,19,no_prefix_certificate_within_max_k,40,False
967749,6,13,30030,6789,8,19,prefix_certificate,69,False
967772,5,11,2310,2192,8,19,prefix_certificate,92,False
967798,,,,,8,19,no_prefix_certificate_within_max_k,118,False
967888,4,7,210,208,8,19,prefix_certificate,208,True
967892,4,7,210,2,8,19,prefix_certificate,2,True
967922,,,,,8,19,no_prefix_certificate_within_max_k,32,False
967959,,,,,8,19,no_prefix_certificate_within_max_k,69,False
968008,5,11,2310,118,8,19,prefix_certificate,118,False
968098,4,7,210,208,8,19,prefix_certificate,208,True
968102,4,7,210,2,8,19,prefix_certificate,2,True
968211,6,13,30030,7251,8,19,prefix_certificate,111,False
968308,4,7,210,208,8,19,prefix_certificate,208,True
968312,4,7,210,2,8,19,prefix_certificate,2,True
968314,7,17,510510,457804,8,19,prefix_certificate,4,False
968338,5,11,2310,448,8,19,prefix_certificate,28,False
968361,,,,,8,19,no_prefix_certificate_within_max_k,51,False
968409,7,17,510510,457899,8,19,prefix_certificate,99,False
968432,5,11,2310,542,8,19,prefix_certificate,122,False
968511,,,,,8,19,no_prefix_certificate_within_max_k,201,False
968518,4,7,210,208,8,19,prefix_certificate,208,True
968522,4,7,210,2,8,19,prefix_certificate,2,True
968582,,,,,8,19,no_prefix_certificate_within_max_k,62,False
968668,5,11,2310,778,8,19,prefix_certificate,148,False
968728,4,7,210,208,8,19,prefix_certificate,208,True
968732,4,7,210,2,8,19,prefix_certificate,2,True
968739,5,11,2310,849,8,19,prefix_certificate,9,False
968762,5,11,2310,872,8,19,prefix_certificate,32,False
968799,,,,,8,19,no_prefix_certificate_within_max_k,69,False
968860,,,,,8,19,no_prefix_certificate_within_max_k,130,False
968882,,,,,8,19,no_prefix_certificate_within_max_k,152,False
968938,4,7,210,208,8,19,prefix_certificate,208,True
968942,4,7,210,2,8,19,prefix_certificate,2,True
968972,,,,,8,19,no_prefix_certificate_within_max_k,32,False
968998,5,11,2310,1108,8,19,prefix_certificate,58,False
969092,5,11,2310,1202,8,19,prefix_certificate,152,False
969106,6,13,30030,8146,8,19,prefix_certificate,166,False
969148,4,7,210,208,8,19,prefix_certificate,208,True
969152,4,7,210,2,8,19,prefix_certificate,2,True
969261,,,,,8,19,no_prefix_certificate_within_max_k,111,False
969309,7,17,510510,458799,8,19,prefix_certificate,159,False
969328,5,11,2310,1438,8,19,prefix_certificate,178,False
969351,5,11,2310,1461,8,19,prefix_certificate,201,False
969358,4,7,210,208,8,19,prefix_certificate,208,True
969362,4,7,210,2,8,19,prefix_certificate,2,True
969422,5,11,2310,1532,8,19,prefix_certificate,62,False
969471,8,19,9699690,969471,8,19,prefix_certificate,111,False
969566,7,17,510510,459056,8,19,prefix_certificate,206,False
969568,4,7,210,208,8,19,prefix_certificate,208,True
969572,4,7,210,2,8,19,prefix_certificate,2,True
969658,5,11,2310,1768,8,19,prefix_certificate,88,False
969752,5,11,2310,1862,8,19,prefix_certificate,182,False
969778,4,7,210,208,8,19,prefix_certificate,208,True
969782,4,7,210,2,8,19,prefix_certificate,2,True
969988,4,7,210,208,8,19,prefix_certificate,208,True
969992,4,7,210,2,8,19,prefix_certificate,2,True
970082,5,11,2310,2192,8,19,prefix_certificate,92,False
970089,6,13,30030,9129,8,19,prefix_certificate,99,False
970101,7,17,510510,459591,8,19,prefix_certificate,111,False
970161,,,,,8,19,no_prefix_certificate_within_max_k,171,False
970168,,,,,8,19,no_prefix_certificate_within_max_k,178,False
970198,4,7,210,208,8,19,prefix_certificate,208,True
970202,4,7,210,2,8,19,prefix_certificate,2,True
970318,5,11,2310,118,8,19,prefix_certificate,118,False
970408,4,7,210,208,8,19,prefix_certificate,208,True
970412,4,7,210,2,8,19,prefix_certificate,2,True
970618,4,7,210,208,8,19,prefix_certificate,208,True
970622,4,7,210,2,8,19,prefix_certificate,2,True
970648,5,11,2310,448,8,19,prefix_certificate,28,False
970742,5,11,2310,542,8,19,prefix_certificate,122,False
970772,,,,,8,19,no_prefix_certificate_within_max_k,152,False
970828,4,7,210,208,8,19,prefix_certificate,208,True
970832,4,7,210,2,8,19,prefix_certificate,2,True
970839,,,,,8,19,no_prefix_certificate_within_max_k,9,False
970941,6,13,30030,9981,8,19,prefix_certificate,111,False
970978,5,11,2310,778,8,19,prefix_certificate,148,False
971038,4,7,210,208,8,19,prefix_certificate,208,True
971042,4,7,210,2,8,19,prefix_certificate,2,True
971049,5,11,2310,849,8,19,prefix_certificate,9,False
971072,5,11,2310,872,8,19,prefix_certificate,32,False
971188,7,17,510510,460678,8,19,prefix_certificate,148,False
971248,4,7,210,208,8,19,prefix_certificate,208,True
971252,4,7,210,2,8,19,prefix_certificate,2,True
971308,5,11,2310,1108,8,19,prefix_certificate,58,False
971331,6,13,30030,10371,8,19,prefix_certificate,81,False
971379,,,,,8,19,no_prefix_certificate_within_max_k,129,False
971402,5,11,2310,1202,8,19,prefix_certificate,152,False
971458,4,7,210,208,8,19,prefix_certificate,208,True
971462,4,7,210,2,8,19,prefix_certificate,2,True
971638,5,11,2310,1438,8,19,prefix_certificate,178,False
971661,5,11,2310,1461,8,19,prefix_certificate,201,False
971666,,,,,8,19,no_prefix_certificate_within_max_k,206,False
971668,4,7,210,208,8,19,prefix_certificate,208,True
971672,4,7,210,2,8,19,prefix_certificate,2,True
971698,,,,,8,19,no_prefix_certificate_within_max_k,28,False
971732,5,11,2310,1532,8,19,prefix_certificate,62,False
971781,,,,,8,19,no_prefix_certificate_within_max_k,111,False
971878,4,7,210,208,8,19,prefix_certificate,208,True
971882,4,7,210,2,8,19,prefix_certificate,2,True
971912,8,19,9699690,971912,8,19,prefix_certificate,32,False
971968,5,11,2310,1768,8,19,prefix_certificate,88,False
971979,7,17,510510,461469,8,19,prefix_certificate,99,False
972039,6,13,30030,11079,8,19,prefix_certificate,159,False
972062,5,11,2310,1862,8,19,prefix_certificate,182,False
972088,4,7,210,208,8,19,prefix_certificate,208,True
972092,4,7,210,2,8,19,prefix_certificate,2,True
972298,4,7,210,208,8,19,prefix_certificate,208,True
972302,4,7,210,2,8,19,prefix_certificate,2,True
972369,,,,,8,19,no_prefix_certificate_within_max_k,69,False
972392,5,11,2310,2192,8,19,prefix_certificate,92,False
972482,8,19,9699690,972482,8,19,prefix_certificate,182,False
972508,4,7,210,208,8,19,prefix_certificate,208,True
972512,4,7,210,2,8,19,prefix_certificate,2,True
972519,8,19,9699690,972519,8,19,prefix_certificate,9,False
972550,,,,,8,19,no_prefix_certificate_within_max_k,40,False
972572,,,,,8,19,no_prefix_certificate_within_max_k,62,False
972628,5,11,2310,118,8,19,prefix_certificate,118,False
972651,7,17,510510,462141,8,19,prefix_certificate,141,False
972718,4,7,210,208,8,19,prefix_certificate,208,True
972722,4,7,210,2,8,19,prefix_certificate,2,True
972819,6,13,30030,11859,8,19,prefix_certificate,99,False
972928,4,7,210,208,8,19,prefix_certificate,208,True
972932,4,7,210,2,8,19,prefix_certificate,2,True
972958,5,11,2310,448,8,19,prefix_certificate,28,False
973052,5,11,2310,542,8,19,prefix_certificate,122,False
973138,4,7,210,208,8,19,prefix_certificate,208,True
973142,4,7,210,2,8,19,prefix_certificate,2,True
973144,,,,,8,19,no_prefix_certificate_within_max_k,4,False
973181,7,17,510510,462671,8,19,prefix_certificate,41,False
973281,7,17,510510,462771,8,19,prefix_certificate,141,False
973288,5,11,2310,778,8,19,prefix_certificate,148,False
973348,4,7,210,208,8,19,prefix_certificate,208,True
973352,4,7,210,2,8,19,prefix_certificate,2,True
973359,5,11,2310,849,8,19,prefix_certificate,9,False
973382,5,11,2310,872,8,19,prefix_certificate,32,False
973461,,,,,8,19,no_prefix_certificate_within_max_k,111,False
973558,4,7,210,208,8,19,prefix_certificate,208,True
973562,4,7,210,2,8,19,prefix_certificate,2,True
973609,,,,,8,19,no_prefix_certificate_within_max_k,49,False
973618,5,11,2310,1108,8,19,prefix_certificate,58,False
973671,6,13,30030,12711,8,19,prefix_certificate,111,False
973712,5,11,2310,1202,8,19,prefix_certificate,152,False
973768,4,7,210,208,8,19,prefix_certificate,208,True
973772,4,7,210,2,8,19,prefix_certificate,2,True
973948,5,11,2310,1438,8,19,prefix_certificate,178,False
973971,5,11,2310,1461,8,19,prefix_certificate,201,False
973978,4,7,210,208,8,19,prefix_certificate,208,True
973982,4,7,210,2,8,19,prefix_certificate,2,True
974019,7,17,510510,463509,8,19,prefix_certificate,39,False
974042,5,11,2310,1532,8,19,prefix_certificate,62,False
974091,,,,,8,19,no_prefix_certificate_within_max_k,111,False
974188,4,7,210,208,8,19,prefix_certificate,208,True
974192,4,7,210,2,8,19,prefix_certificate,2,True
974278,5,11,2310,1768,8,19,prefix_certificate,88,False
974349,,,,,8,19,no_prefix_certificate_within_max_k,159,False
974372,5,11,2310,1862,8,19,prefix_certificate,182,False
974398,4,7,210,208,8,19,prefix_certificate,208,True
974402,4,7,210,2,8,19,prefix_certificate,2,True
974458,,,,,8,19,no_prefix_certificate_within_max_k,58,False
974462,,,,,8,19,no_prefix_certificate_within_max_k,62,False
974608,4,7,210,208,8,19,prefix_certificate,208,True
974612,4,7,210,2,8,19,prefix_certificate,2,True
974702,5,11,2310,2192,8,19,prefix_certificate,92,False
974818,4,7,210,208,8,19,prefix_certificate,208,True
974822,4,7,210,2,8,19,prefix_certificate,2,True
974938,5,11,2310,118,8,19,prefix_certificate,118,False
975028,4,7,210,208,8,19,prefix_certificate,208,True
975032,4,7,210,2,8,19,prefix_certificate,2,True
975112,6,13,30030,14152,8,19,prefix_certificate,82,False
975238,4,7,210,208,8,19,prefix_certificate,208,True
975242,4,7,210,2,8,19,prefix_certificate,2,True
975268,5,11,2310,448,8,19,prefix_certificate,28,False
975362,5,11,2310,542,8,19,prefix_certificate,122,False
975446,,,,,8,19,no_prefix_certificate_within_max_k,206,False
975448,4,7,210,208,8,19,prefix_certificate,208,True
975452,4,7,210,2,8,19,prefix_certificate,2,True
975454,8,19,9699690,975454,8,19,prefix_certificate,4,False
975482,,,,,8,19,no_prefix_certificate_within_max_k,32,False
975549,6,13,30030,14589,8,19,prefix_certificate,99,False
975598,5,11,2310,778,8,19,prefix_certificate,148,False
975621,6,13,30030,14661,8,19,prefix_certificate,171,False
975658,4,7,210,208,8,19,prefix_certificate,208,True
975662,4,7,210,2,8,19,prefix_certificate,2,True
975669,5,11,2310,849,8,19,prefix_certificate,9,False
975692,5,11,2310,872,8,19,prefix_certificate,32,False
975711,,,,,8,19,no_prefix_certificate_within_max_k,51,False
975778,8,19,9699690,975778,8,19,prefix_certificate,118,False
975855,,,,,8,19,no_prefix_certificate_within_max_k,195,False
975868,4,7,210,208,8,19,prefix_certificate,208,True
975872,4,7,210,2,8,19,prefix_certificate,2,True
975928,5,11,2310,1108,8,19,prefix_certificate,58,False
975933,,,,,8,19,no_prefix_certificate_within_max_k,63,False
975939,7,17,510510,465429,8,19,prefix_certificate,69,False
976022,5,11,2310,1202,8,19,prefix_certificate,152,False
976078,4,7,210,208,8,19,prefix_certificate,208,True
976082,4,7,210,2,8,19,prefix_certificate,2,True
976258,5,11,2310,1438,8,19,prefix_certificate,178,False
976281,5,11,2310,1461,8,19,prefix_certificate,201,False
976288,4,7,210,208,8,19,prefix_certificate,208,True
976292,4,7,210,2,8,19,prefix_certificate,2,True
976329,6,13,30030,15369,8,19,prefix_certificate,39,False
976348,8,19,9699690,976348,8,19,prefix_certificate,58,False
976352,5,11,2310,1532,8,19,prefix_certificate,62,False
976382,,,,,8,19,no_prefix_certificate_within_max_k,92,False
976401,6,13,30030,15441,8,19,prefix_certificate,111,False
976472,,,,,8,19,no_prefix_certificate_within_max_k,182,False
976498,4,7,210,208,8,19,prefix_certificate,208,True
976502,4,7,210,2,8,19,prefix_certificate,2,True
976588,5,11,2310,1768,8,19,prefix_certificate,88,False
976682,5,11,2310,1862,8,19,prefix_certificate,182,False
976708,4,7,210,208,8,19,prefix_certificate,208,True
976712,4,7,210,2,8,19,prefix_certificate,2,True
976838,6,13,30030,15878,8,19,prefix_certificate,128,False
976862,,,,,8,19,no_prefix_certificate_within_max_k,152,False
976918,4,7,210,208,8,19,prefix_certificate,208,True
976922,4,7,210,2,8,19,prefix_certificate,2,True
976929,,,,,8,19,no_prefix_certificate_within_max_k,9,False
976935,,,,,8,19,no_prefix_certificate_within_max_k,15,False
976975,,,,,8,19,no_prefix_certificate_within_max_k,55,False
977012,5,11,2310,2192,8,19,prefix_certificate,92,False
977042,,,,,8,19,no_prefix_certificate_within_max_k,122,False
977128,4,7,210,208,8,19,prefix_certificate,208,True
977132,4,7,210,2,8,19,prefix_certificate,2,True
977241,7,17,510510,466731,8,19,prefix_certificate,111,False
977248,5,11,2310,118,8,19,prefix_certificate,118,False
977338,4,7,210,208,8,19,prefix_certificate,208,True
977342,4,7,210,2,8,19,prefix_certificate,2,True
977548,4,7,210,208,8,19,prefix_certificate,208,True
977552,4,7,210,2,8,19,prefix_certificate,2,True
977578,5,11,2310,448,8,19,prefix_certificate,28,False
977672,5,11,2310,542,8,19,prefix_certificate,122,False
977758,4,7,210,208,8,19,prefix_certificate,208,True
977762,4,7,210,2,8,19,prefix_certificate,2,True
977818,7,17,510510,467308,8,19,prefix_certificate,58,False
977859,,,,,8,19,no_prefix_certificate_within_max_k,99,False
977908,5,11,2310,778,8,19,prefix_certificate,148,False
977931,,,,,8,19,no_prefix_certificate_within_max_k,171,False
977968,4,7,210,208,8,19,prefix_certificate,208,True
977972,4,7,210,2,8,19,prefix_certificate,2,True
977979,5,11,2310,849,8,19,prefix_certificate,9,False
978002,5,11,2310,872,8,19,prefix_certificate,32,False
978032,7,17,510510,467522,8,19,prefix_certificate,62,False
978142,,,,,8,19,no_prefix_certificate_within_max_k,172,False
978178,4,7,210,208,8,19,prefix_certificate,208,True
978182,4,7,210,2,8,19,prefix_certificate,2,True
978238,5,11,2310,1108,8,19,prefix_certificate,58,False
978261,7,17,510510,467751,8,19,prefix_certificate,81,False
978279,6,13,30030,17319,8,19,prefix_certificate,99,False
978291,,,,,8,19,no_prefix_certificate_within_max_k,111,False
978332,5,11,2310,1202,8,19,prefix_certificate,152,False
978388,4,7,210,208,8,19,prefix_certificate,208,True
978392,4,7,210,2,8,19,prefix_certificate,2,True
978568,5,11,2310,1438,8,19,prefix_certificate,178,False
978591,5,11,2310,1461,8,19,prefix_certificate,201,False
978598,4,7,210,208,8,19,prefix_certificate,208,True
978602,4,7,210,2,8,19,prefix_certificate,2,True
978662,5,11,2310,1532,8,19,prefix_certificate,62,False
978806,,,,,8,19,no_prefix_certificate_within_max_k,206,False
978808,4,7,210,208,8,19,prefix_certificate,208,True
978812,4,7,210,2,8,19,prefix_certificate,2,True
978898,5,11,2310,1768,8,19,prefix_certificate,88,False
978992,5,11,2310,1862,8,19,prefix_certificate,182,False
979018,4,7,210,208,8,19,prefix_certificate,208,True
979022,4,7,210,2,8,19,prefix_certificate,2,True
979112,,,,,8,19,no_prefix_certificate_within_max_k,92,False
979119,7,17,510510,468609,8,19,prefix_certificate,99,False
979131,6,13,30030,18171,8,19,prefix_certificate,111,False
979228,4,7,210,208,8,19,prefix_certificate,208,True
979232,4,7,210,2,8,19,prefix_certificate,2,True
979234,8,19,9699690,979234,8,19,prefix_certificate,4,False
979322,5,11,2310,2192,8,19,prefix_certificate,92,False
979400,,,,,8,19,no_prefix_certificate_within_max_k,170,False
979438,4,7,210,208,8,19,prefix_certificate,208,True
979442,4,7,210,2,8,19,prefix_certificate,2,True
979468,,,,,8,19,no_prefix_certificate_within_max_k,28,False
979509,,,,,8,19,no_prefix_certificate_within_max_k,69,False
979558,5,11,2310,118,8,19,prefix_certificate,118,False
979629,7,17,510510,469119,8,19,prefix_certificate,189,False
979648,4,7,210,208,8,19,prefix_certificate,208,True
979652,4,7,210,2,8,19,prefix_certificate,2,True
979654,,,,,8,19,no_prefix_certificate_within_max_k,4,False
979768,,,,,8,19,no_prefix_certificate_within_max_k,118,False
979858,4,7,210,208,8,19,prefix_certificate,208,True
979862,4,7,210,2,8,19,prefix_certificate,2,True
979888,5,11,2310,448,8,19,prefix_certificate,28,False
979892,8,19,9699690,979892,8,19,prefix_certificate,32,False
979911,6,13,30030,18951,8,19,prefix_certificate,51,False
979982,5,11,2310,542,8,19,prefix_certificate,122,False
980068,4,7,210,208,8,19,prefix_certificate,208,True
980072,4,7,210,2,8,19,prefix_certificate,2,True
980218,5,11,2310,778,8,19,prefix_certificate,148,False
980278,4,7,210,208,8,19,prefix_certificate,208,True
980282,4,7,210,2,8,19,prefix_certificate,2,True
980289,5,11,2310,849,8,19,prefix_certificate,9,False
980312,5,11,2310,872,8,19,prefix_certificate,32,False
980360,,,,,8,19,no_prefix_certificate_within_max_k,80,False
980452,,,,,8,19,no_prefix_certificate_within_max_k,172,False
980488,4,7,210,208,8,19,prefix_certificate,208,True
980492,4,7,210,2,8,19,prefix_certificate,2,True
980548,5,11,2310,1108,8,19,prefix_certificate,58,False
980619,6,13,30030,19659,8,19,prefix_certificate,129,False
980642,5,11,2310,1202,8,19,prefix_certificate,152,False
980698,4,7,210,208,8,19,prefix_certificate,208,True
980702,4,7,210,2,8,19,prefix_certificate,2,True
980811,7,17,510510,470301,8,19,prefix_certificate,111,False
980878,5,11,2310,1438,8,19,prefix_certificate,178,False
980901,5,11,2310,1461,8,19,prefix_certificate,201,False
980906,7,17,510510,470396,8,19,prefix_certificate,206,False
980908,4,7,210,208,8,19,prefix_certificate,208,True
980912,4,7,210,2,8,19,prefix_certificate,2,True
980972,5,11,2310,1532,8,19,prefix_certificate,62,False
980996,,,,,8,19,no_prefix_certificate_within_max_k,86,False
981009,6,13,30030,20049,8,19,prefix_certificate,99,False
981081,,,,,8,19,no_prefix_certificate_within_max_k,171,False
981118,4,7,210,208,8,19,prefix_certificate,208,True
981122,4,7,210,2,8,19,prefix_certificate,2,True
981208,5,11,2310,1768,8,19,prefix_certificate,88,False
981302,5,11,2310,1862,8,19,prefix_certificate,182,False
981326,,,,,8,19,no_prefix_certificate_within_max_k,206,False
981328,4,7,210,208,8,19,prefix_certificate,208,True
981332,4,7,210,2,8,19,prefix_certificate,2,True
981358,,,,,8,19,no_prefix_certificate_within_max_k,28,False
981441,,,,,8,19,no_prefix_certificate_within_max_k,111,False
981471,,,,,8,19,no_prefix_certificate_within_max_k,141,False
981538,4,7,210,208,8,19,prefix_certificate,208,True
981542,4,7,210,2,8,19,prefix_certificate,2,True
981549,,,,,8,19,no_prefix_certificate_within_max_k,9,False
981602,8,19,9699690,981602,8,19,prefix_certificate,62,False
981632,5,11,2310,2192,8,19,prefix_certificate,92,False
981748,4,7,210,208,8,19,prefix_certificate,208,True
981752,4,7,210,2,8,19,prefix_certificate,2,True
981808,,,,,8,19,no_prefix_certificate_within_max_k,58,False
981842,,,,,8,19,no_prefix_certificate_within_max_k,92,False
981861,6,13,30030,20901,8,19,prefix_certificate,111,False
981868,5,11,2310,118,8,19,prefix_certificate,118,False
981958,4,7,210,208,8,19,prefix_certificate,208,True
981962,4,7,210,2,8,19,prefix_certificate,2,True
982168,4,7,210,208,8,19,prefix_certificate,208,True
982172,4,7,210,2,8,19,prefix_certificate,2,True
982198,5,11,2310,448,8,19,prefix_certificate,28,False
982209,,,,,8,19,no_prefix_certificate_within_max_k,39,False
982292,5,11,2310,542,8,19,prefix_certificate,122,False
982378,4,7,210,208,8,19,prefix_certificate,208,True
982382,4,7,210,2,8,19,prefix_certificate,2,True
982528,5,11,2310,778,8,19,prefix_certificate,148,False
982569,7,17,510510,472059,8,19,prefix_certificate,189,False
982588,4,7,210,208,8,19,prefix_certificate,208,True
982592,4,7,210,2,8,19,prefix_certificate,2,True
982599,5,11,2310,849,8,19,prefix_certificate,9,False
982622,5,11,2310,872,8,19,prefix_certificate,32,False
