n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
554612,4,7,210,2,8,19,prefix_certificate,2,True
554636,,,,,8,19,no_prefix_certificate_within_max_k,26,False
554692,6,13,30030,14152,8,19,prefix_certificate,82,False
554818,4,7,210,208,8,19,prefix_certificate,208,True
554822,4,7,210,2,8,19,prefix_certificate,2,True
554848,5,11,2310,448,8,19,prefix_certificate,28,False
554871,,,,,8,19,no_prefix_certificate_within_max_k,51,False
554942,5,11,2310,542,8,19,prefix_certificate,122,False
555028,4,7,210,208,8,19,prefix_certificate,208,True
555032,4,7,210,2,8,19,prefix_certificate,2,True
555129,6,13,30030,14589,8,19,prefix_certificate,99,False
555178,5,11,2310,778,8,19,prefix_certificate,148,False
555201,6,13,30030,14661,8,19,prefix_certificate,171,False
555238,4,7,210,208,8,19,prefix_certificate,208,True
555242,4,7,210,2,8,19,prefix_certificate,2,True
555249,5,11,2310,849,8,19,prefix_certificate,9,False
555272,5,11,2310,872,8,19,prefix_certificate,32,False
555309,,,,,8,19,no_prefix_certificate_within_max_k,69,False
555448,4,7,210,208,8,19,prefix_certificate,208,True
555452,4,7,210,2,8,19,prefix_certificate,2,True
555505,8,19,9699690,555505,8,19,prefix_certificate,55,False
555508,5,11,2310,1108,8,19,prefix_certificate,58,False
555591,7,17,510510,45081,8,19,prefix_certificate,141,False
555602,5,11,2310,1202,8,19,prefix_certificate,152,False
555658,4,7,210,208,8,19,prefix_certificate,208,True
555662,4,7,210,2,8,19,prefix_certificate,2,True
555838,5,11,2310,1438,8,19,prefix_certificate,178,False
555861,5,11,2310,1461,8,19,prefix_certificate,201,False
555868,4,7,210,208,8,19,prefix_certificate,208,True
555872,4,7,210,2,8,19,prefix_certificate,2,True
555909,6,13,30030,15369,8,19,prefix_certificate,39,False
555932,5,11,2310,1532,8,19,prefix_certificate,62,False
555962,,,,,8,19,no_prefix_certificate_within_max_k,92,False
555981,6,13,30030,15441,8,19,prefix_certificate,111,False
556078,4,7,210,208,8,19,prefix_certificate,208,True
556082,4,7,210,2,8,19,prefix_certificate,2,True
556168,5,11,2310,1768,8,19,prefix_certificate,88,False
556262,5,11,2310,1862,8,19,prefix_certificate,182,False
556288,4,7,210,208,8,19,prefix_certificate,208,True
556292,4,7,210,2,8,19,prefix_certificate,2,True
556318,,,,,8,19,no_prefix_certificate_within_max_k,28,False
556382,,,,,8,19,no_prefix_certificate_within_max_k,92,False
556418,6,13,30030,15878,8,19,prefix_certificate,128,False
556498,4,7,210,208,8,19,prefix_certificate,208,True
556502,4,7,210,2,8,19,prefix_certificate,2,True
556504,,,,,8,19,no_prefix_certificate_within_max_k,4,False
556540,,,,,8,19,no_prefix_certificate_within_max_k,40,False
556592,5,11,2310,2192,8,19,prefix_certificate,92,False
556618,,,,,8,19,no_prefix_certificate_within_max_k,118,False
556708,4,7,210,208,8,19,prefix_certificate,208,True
556712,4,7,210,2,8,19,prefix_certificate,2,True
556719,,,,,8,19,no_prefix_certificate_within_max_k,9,False
556828,5,11,2310,118,8,19,prefix_certificate,118,False
556851,,,,,8,19,no_prefix_certificate_within_max_k,141,False
556918,4,7,210,208,8,19,prefix_certificate,208,True
556922,4,7,210,2,8,19,prefix_certificate,2,True
556952,,,,,8,19,no_prefix_certificate_within_max_k,32,False
557121,,,,,8,19,no_prefix_certificate_within_max_k,201,False
557128,4,7,210,208,8,19,prefix_certificate,208,True
557132,4,7,210,2,8,19,prefix_certificate,2,True
557158,5,11,2310,448,8,19,prefix_certificate,28,False
557229,,,,,8,19,no_prefix_certificate_within_max_k,99,False
557247,,,,,8,19,no_prefix_certificate_within_max_k,117,False
557252,5,11,2310,542,8,19,prefix_certificate,122,False
557338,4,7,210,208,8,19,prefix_certificate,208,True
557342,4,7,210,2,8,19,prefix_certificate,2,True
557398,,,,,8,19,no_prefix_certificate_within_max_k,58,False
557488,5,11,2310,778,8,19,prefix_certificate,148,False
557511,7,17,510510,47001,8,19,prefix_certificate,171,False
557522,8,19,9699690,557522,8,19,prefix_certificate,182,False
557548,4,7,210,208,8,19,prefix_certificate,208,True
557552,4,7,210,2,8,19,prefix_certificate,2,True
557559,5,11,2310,849,8,19,prefix_certificate,9,False
557582,5,11,2310,872,8,19,prefix_certificate,32,False
557631,,,,,8,19,no_prefix_certificate_within_max_k,81,False
557758,4,7,210,208,8,19,prefix_certificate,208,True
557762,4,7,210,2,8,19,prefix_certificate,2,True
557818,5,11,2310,1108,8,19,prefix_certificate,58,False
557859,6,13,30030,17319,8,19,prefix_certificate,99,False
557912,5,11,2310,1202,8,19,prefix_certificate,152,False
557968,4,7,210,208,8,19,prefix_certificate,208,True
557972,4,7,210,2,8,19,prefix_certificate,2,True
558092,,,,,8,19,no_prefix_certificate_within_max_k,122,False
558136,8,19,9699690,558136,8,19,prefix_certificate,166,False
558148,5,11,2310,1438,8,19,prefix_certificate,178,False
558171,5,11,2310,1461,8,19,prefix_certificate,201,False
558178,4,7,210,208,8,19,prefix_certificate,208,True
558182,4,7,210,2,8,19,prefix_certificate,2,True
558242,5,11,2310,1532,8,19,prefix_certificate,62,False
558249,7,17,510510,47739,8,19,prefix_certificate,69,False
558321,,,,,8,19,no_prefix_certificate_within_max_k,141,False
558349,7,17,510510,47839,8,19,prefix_certificate,169,False
558358,,,,,8,19,no_prefix_certificate_within_max_k,178,False
558388,4,7,210,208,8,19,prefix_certificate,208,True
558392,4,7,210,2,8,19,prefix_certificate,2,True
558478,5,11,2310,1768,8,19,prefix_certificate,88,False
558501,,,,,8,19,no_prefix_certificate_within_max_k,111,False
558538,,,,,8,19,no_prefix_certificate_within_max_k,148,False
558572,5,11,2310,1862,8,19,prefix_certificate,182,False
558598,4,7,210,208,8,19,prefix_certificate,208,True
558602,4,7,210,2,8,19,prefix_certificate,2,True
558699,,,,,8,19,no_prefix_certificate_within_max_k,99,False
558711,6,13,30030,18171,8,19,prefix_certificate,111,False
558722,,,,,8,19,no_prefix_certificate_within_max_k,122,False
558808,4,7,210,208,8,19,prefix_certificate,208,True
558812,4,7,210,2,8,19,prefix_certificate,2,True
558879,7,17,510510,48369,8,19,prefix_certificate,69,False
558902,5,11,2310,2192,8,19,prefix_certificate,92,False
559018,4,7,210,208,8,19,prefix_certificate,208,True
559022,4,7,210,2,8,19,prefix_certificate,2,True
559108,8,19,9699690,559108,8,19,prefix_certificate,88,False
559138,5,11,2310,118,8,19,prefix_certificate,118,False
559228,4,7,210,208,8,19,prefix_certificate,208,True
559232,4,7,210,2,8,19,prefix_certificate,2,True
559269,,,,,8,19,no_prefix_certificate_within_max_k,39,False
559438,4,7,210,208,8,19,prefix_certificate,208,True
559442,4,7,210,2,8,19,prefix_certificate,2,True
559468,5,11,2310,448,8,19,prefix_certificate,28,False
559491,6,13,30030,18951,8,19,prefix_certificate,51,False
559551,7,17,510510,49041,8,19,prefix_certificate,111,False
559562,5,11,2310,542,8,19,prefix_certificate,122,False
559648,4,7,210,208,8,19,prefix_certificate,208,True
559652,4,7,210,2,8,19,prefix_certificate,2,True
559798,5,11,2310,778,8,19,prefix_certificate,148,False
559858,4,7,210,208,8,19,prefix_certificate,208,True
559862,4,7,210,2,8,19,prefix_certificate,2,True
559869,5,11,2310,849,8,19,prefix_certificate,9,False
559892,5,11,2310,872,8,19,prefix_certificate,32,False
559906,8,19,9699690,559906,8,19,prefix_certificate,46,False
560068,4,7,210,208,8,19,prefix_certificate,208,True
560072,4,7,210,2,8,19,prefix_certificate,2,True
560128,5,11,2310,1108,8,19,prefix_certificate,58,False
560151,,,,,8,19,no_prefix_certificate_within_max_k,81,False
560199,6,13,30030,19659,8,19,prefix_certificate,129,False
560222,5,11,2310,1202,8,19,prefix_certificate,152,False
560248,,,,,8,19,no_prefix_certificate_within_max_k,178,False
560278,4,7,210,208,8,19,prefix_certificate,208,True
560282,4,7,210,2,8,19,prefix_certificate,2,True
560342,7,17,510510,49832,8,19,prefix_certificate,62,False
560458,5,11,2310,1438,8,19,prefix_certificate,178,False
560481,5,11,2310,1461,8,19,prefix_certificate,201,False
560488,4,7,210,208,8,19,prefix_certificate,208,True
560492,4,7,210,2,8,19,prefix_certificate,2,True
560552,5,11,2310,1532,8,19,prefix_certificate,62,False
560589,6,13,30030,20049,8,19,prefix_certificate,99,False
560696,8,19,9699690,560696,8,19,prefix_certificate,206,False
560698,4,7,210,208,8,19,prefix_certificate,208,True
560702,4,7,210,2,8,19,prefix_certificate,2,True
560788,5,11,2310,1768,8,19,prefix_certificate,88,False
560859,,,,,8,19,no_prefix_certificate_within_max_k,159,False
560882,5,11,2310,1862,8,19,prefix_certificate,182,False
560908,4,7,210,208,8,19,prefix_certificate,208,True
560912,4,7,210,2,8,19,prefix_certificate,2,True
561118,4,7,210,208,8,19,prefix_certificate,208,True
561122,4,7,210,2,8,19,prefix_certificate,2,True
561148,,,,,8,19,no_prefix_certificate_within_max_k,28,False
561212,5,11,2310,2192,8,19,prefix_certificate,92,False
561328,4,7,210,208,8,19,prefix_certificate,208,True
561332,4,7,210,2,8,19,prefix_certificate,2,True
561388,8,19,9699690,561388,8,19,prefix_certificate,58,False
561429,7,17,510510,50919,8,19,prefix_certificate,99,False
561441,6,13,30030,20901,8,19,prefix_certificate,111,False
561448,5,11,2310,118,8,19,prefix_certificate,118,False
561512,,,,,8,19,no_prefix_certificate_within_max_k,182,False
561538,4,7,210,208,8,19,prefix_certificate,208,True
561542,4,7,210,2,8,19,prefix_certificate,2,True
561549,,,,,8,19,no_prefix_certificate_within_max_k,9,False
561651,,,,,8,19,no_prefix_certificate_within_max_k,111,False
561748,4,7,210,208,8,19,prefix_certificate,208,True
561752,4,7,210,2,8,19,prefix_certificate,2,True
561778,5,11,2310,448,8,19,prefix_certificate,28,False
561849,,,,,8,19,no_prefix_certificate_within_max_k,99,False
561872,5,11,2310,542,8,19,prefix_certificate,122,False
561958,4,7,210,208,8,19,prefix_certificate,208,True
561962,4,7,210,2,8,19,prefix_certificate,2,True
561964,7,17,510510,51454,8,19,prefix_certificate,4,False
562108,5,11,2310,778,8,19,prefix_certificate,148,False
562168,4,7,210,208,8,19,prefix_certificate,208,True
562172,4,7,210,2,8,19,prefix_certificate,2,True
562179,5,11,2310,849,8,19,prefix_certificate,9,False
562202,5,11,2310,872,8,19,prefix_certificate,32,False
562211,,,,,8,19,no_prefix_certificate_within_max_k,41,False
562221,7,17,510510,51711,8,19,prefix_certificate,51,False
562281,,,,,8,19,no_prefix_certificate_within_max_k,111,False
562292,,,,,8,19,no_prefix_certificate_within_max_k,122,False
562378,4,7,210,208,8,19,prefix_certificate,208,True
562382,4,7,210,2,8,19,prefix_certificate,2,True
562424,6,13,30030,21884,8,19,prefix_certificate,44,False
562438,5,11,2310,1108,8,19,prefix_certificate,58,False
562532,5,11,2310,1202,8,19,prefix_certificate,152,False
562558,,,,,8,19,no_prefix_certificate_within_max_k,178,False
562588,4,7,210,208,8,19,prefix_certificate,208,True
562592,4,7,210,2,8,19,prefix_certificate,2,True
562768,5,11,2310,1438,8,19,prefix_certificate,178,False
562791,5,11,2310,1461,8,19,prefix_certificate,201,False
562798,4,7,210,208,8,19,prefix_certificate,208,True
562802,4,7,210,2,8,19,prefix_certificate,2,True
562839,,,,,8,19,no_prefix_certificate_within_max_k,39,False
562858,,,,,8,19,no_prefix_certificate_within_max_k,58,False
562862,5,11,2310,1532,8,19,prefix_certificate,62,False
562929,,,,,8,19,no_prefix_certificate_within_max_k,129,False
563008,4,7,210,208,8,19,prefix_certificate,208,True
563012,4,7,210,2,8,19,prefix_certificate,2,True
563098,5,11,2310,1768,8,19,prefix_certificate,88,False
563121,7,17,510510,52611,8,19,prefix_certificate,111,False
563192,5,11,2310,1862,8,19,prefix_certificate,182,False
563216,7,17,510510,52706,8,19,prefix_certificate,206,False
563218,4,7,210,208,8,19,prefix_certificate,208,True
563222,4,7,210,2,8,19,prefix_certificate,2,True
563319,6,13,30030,22779,8,19,prefix_certificate,99,False
563402,,,,,8,19,no_prefix_certificate_within_max_k,182,False
563428,4,7,210,208,8,19,prefix_certificate,208,True
563432,4,7,210,2,8,19,prefix_certificate,2,True
563522,5,11,2310,2192,8,19,prefix_certificate,92,False
563638,4,7,210,208,8,19,prefix_certificate,208,True
563642,4,7,210,2,8,19,prefix_certificate,2,True
563758,5,11,2310,118,8,19,prefix_certificate,118,False
563781,6,13,30030,23241,8,19,prefix_certificate,141,False
563841,,,,,8,19,no_prefix_certificate_within_max_k,201,False
563848,4,7,210,208,8,19,prefix_certificate,208,True
563852,4,7,210,2,8,19,prefix_certificate,2,True
564058,4,7,210,208,8,19,prefix_certificate,208,True
564062,4,7,210,2,8,19,prefix_certificate,2,True
564088,5,11,2310,448,8,19,prefix_certificate,28,False
564142,,,,,8,19,no_prefix_certificate_within_max_k,82,False
564171,6,13,30030,23631,8,19,prefix_certificate,111,False
564182,5,11,2310,542,8,19,prefix_certificate,122,False
564268,4,7,210,208,8,19,prefix_certificate,208,True
564272,4,7,210,2,8,19,prefix_certificate,2,True
564274,6,13,30030,23734,8,19,prefix_certificate,4,False
564369,,,,,8,19,no_prefix_certificate_within_max_k,99,False
564418,5,11,2310,778,8,19,prefix_certificate,148,False
564478,4,7,210,208,8,19,prefix_certificate,208,True
564482,4,7,210,2,8,19,prefix_certificate,2,True
564484,,,,,8,19,no_prefix_certificate_within_max_k,4,False
564489,5,11,2310,849,8,19,prefix_certificate,9,False
564512,5,11,2310,872,8,19,prefix_certificate,32,False
564579,,,,,8,19,no_prefix_certificate_within_max_k,99,False
564598,,,,,8,19,no_prefix_certificate_within_max_k,118,False
564644,,,,,8,19,no_prefix_certificate_within_max_k,164,False
564688,4,7,210,208,8,19,prefix_certificate,208,True
564692,4,7,210,2,8,19,prefix_certificate,2,True
564748,5,11,2310,1108,8,19,prefix_certificate,58,False
564842,5,11,2310,1202,8,19,prefix_certificate,152,False
564879,7,17,510510,54369,8,19,prefix_certificate,189,False
564898,4,7,210,208,8,19,prefix_certificate,208,True
564902,4,7,210,2,8,19,prefix_certificate,2,True
564932,8,19,9699690,564932,8,19,prefix_certificate,32,False
564999,7,17,510510,54489,8,19,prefix_certificate,99,False
565078,5,11,2310,1438,8,19,prefix_certificate,178,False
565101,5,11,2310,1461,8,19,prefix_certificate,201,False
565108,4,7,210,208,8,19,prefix_certificate,208,True
565112,4,7,210,2,8,19,prefix_certificate,2,True
565172,5,11,2310,1532,8,19,prefix_certificate,62,False
565288,,,,,8,19,no_prefix_certificate_within_max_k,178,False
565318,4,7,210,208,8,19,prefix_certificate,208,True
565322,4,7,210,2,8,19,prefix_certificate,2,True
565378,,,,,8,19,no_prefix_certificate_within_max_k,58,False
565408,5,11,2310,1768,8,19,prefix_certificate,88,False
565484,,,,,8,19,no_prefix_certificate_within_max_k,164,False
565502,5,11,2310,1862,8,19,prefix_certificate,182,False
565528,4,7,210,208,8,19,prefix_certificate,208,True
565532,4,7,210,2,8,19,prefix_certificate,2,True
565738,4,7,210,208,8,19,prefix_certificate,208,True
565742,4,7,210,2,8,19,prefix_certificate,2,True
565832,5,11,2310,2192,8,19,prefix_certificate,92,False
565946,,,,,8,19,no_prefix_certificate_within_max_k,206,False
565948,4,7,210,208,8,19,prefix_certificate,208,True
565952,4,7,210,2,8,19,prefix_certificate,2,True
566049,6,13,30030,25509,8,19,prefix_certificate,99,False
566068,5,11,2310,118,8,19,prefix_certificate,118,False
566158,4,7,210,208,8,19,prefix_certificate,208,True
566162,4,7,210,2,8,19,prefix_certificate,2,True
566332,,,,,8,19,no_prefix_certificate_within_max_k,172,False
566368,4,7,210,208,8,19,prefix_certificate,208,True
566372,4,7,210,2,8,19,prefix_certificate,2,True
566398,5,11,2310,448,8,19,prefix_certificate,28,False
566421,,,,,8,19,no_prefix_certificate_within_max_k,51,False
566492,5,11,2310,542,8,19,prefix_certificate,122,False
566578,4,7,210,208,8,19,prefix_certificate,208,True
566582,4,7,210,2,8,19,prefix_certificate,2,True
566608,,,,,8,19,no_prefix_certificate_within_max_k,28,False
566679,8,19,9699690,566679,8,19,prefix_certificate,99,False
566691,7,17,510510,56181,8,19,prefix_certificate,111,False
566704,6,13,30030,26164,8,19,prefix_certificate,124,False
566728,5,11,2310,778,8,19,prefix_certificate,148,False
566758,7,17,510510,56248,8,19,prefix_certificate,178,False
566788,4,7,210,208,8,19,prefix_certificate,208,True
566792,4,7,210,2,8,19,prefix_certificate,2,True
566799,5,11,2310,849,8,19,prefix_certificate,9,False
566822,5,11,2310,872,8,19,prefix_certificate,32,False
566901,6,13,30030,26361,8,19,prefix_certificate,111,False
566972,7,17,510510,56462,8,19,prefix_certificate,182,False
566998,4,7,210,208,8,19,prefix_certificate,208,True
567002,4,7,210,2,8,19,prefix_certificate,2,True
567058,5,11,2310,1108,8,19,prefix_certificate,58,False
567088,,,,,8,19,no_prefix_certificate_within_max_k,88,False
567152,5,11,2310,1202,8,19,prefix_certificate,152,False
567201,,,,,8,19,no_prefix_certificate_within_max_k,201,False
567208,4,7,210,208,8,19,prefix_certificate,208,True
567212,4,7,210,2,8,19,prefix_certificate,2,True
567291,,,,,8,19,no_prefix_certificate_within_max_k,81,False
567388,5,11,2310,1438,8,19,prefix_certificate,178,False
567411,5,11,2310,1461,8,19,prefix_certificate,201,False
567418,4,7,210,208,8,19,prefix_certificate,208,True
567422,4,7,210,2,8,19,prefix_certificate,2,True
567429,,,,,8,19,no_prefix_certificate_within_max_k,9,False
567482,5,11,2310,1532,8,19,prefix_certificate,62,False
567626,,,,,8,19,no_prefix_certificate_within_max_k,206,False
567628,4,7,210,208,8,19,prefix_certificate,208,True
567632,4,7,210,2,8,19,prefix_certificate,2,True
567718,5,11,2310,1768,8,19,prefix_certificate,88,False
567812,5,11,2310,1862,8,19,prefix_certificate,182,False
567831,,,,,8,19,no_prefix_certificate_within_max_k,201,False
567838,4,7,210,208,8,19,prefix_certificate,208,True
567842,4,7,210,2,8,19,prefix_certificate,2,True
567878,,,,,8,19,no_prefix_certificate_within_max_k,38,False
567999,,,,,8,19,no_prefix_certificate_within_max_k,159,False
568048,4,7,210,208,8,19,prefix_certificate,208,True
568052,4,7,210,2,8,19,prefix_certificate,2,True
568071,6,13,30030,27531,8,19,prefix_certificate,21,False
568142,5,11,2310,2192,8,19,prefix_certificate,92,False
568161,,,,,8,19,no_prefix_certificate_within_max_k,111,False
568258,4,7,210,208,8,19,prefix_certificate,208,True
568262,4,7,210,2,8,19,prefix_certificate,2,True
568378,5,11,2310,118,8,19,prefix_certificate,118,False
568408,,,,,8,19,no_prefix_certificate_within_max_k,148,False
568430,6,13,30030,27890,8,19,prefix_certificate,170,False
568468,4,7,210,208,8,19,prefix_certificate,208,True
568472,4,7,210,2,8,19,prefix_certificate,2,True
568474,8,19,9699690,568474,8,19,prefix_certificate,4,False
568569,7,17,510510,58059,8,19,prefix_certificate,99,False
568678,4,7,210,208,8,19,prefix_certificate,208,True
568682,4,7,210,2,8,19,prefix_certificate,2,True
568708,5,11,2310,448,8,19,prefix_certificate,28,False
568731,7,17,510510,58221,8,19,prefix_certificate,51,False
568779,6,13,30030,28239,8,19,prefix_certificate,99,False
