n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
233638,8,19,9699690,233638,118,328,233728,4,7,90,9.278647049544883e-06
233781,8,19,9699690,233781,51,471,233758,5,11,23,2.371209801550359e-06
233815,8,19,9699690,233815,85,505,233841,6,13,26,2.680498036535188e-06
233822,8,19,9699690,233822,92,512,233841,6,13,19,1.958825488237253e-06
234039,8,19,9699690,234039,99,729,234088,5,11,49,5.051707838085547e-06
234171,8,19,9699690,234171,21,861,234182,5,11,11,1.1340568616110413e-06
234208,8,19,9699690,234208,58,898,234182,5,11,26,2.680498036535188e-06
234238,8,19,9699690,234238,88,928,234182,5,11,56,5.773380386383483e-06
234332,8,19,9699690,234332,182,1022,234358,4,7,26,2.680498036535188e-06
234489,8,19,9699690,234489,129,1179,234512,5,11,23,2.371209801550359e-06
234736,8,19,9699690,234736,166,1426,234748,5,11,12,1.2371529399393177e-06
235082,8,19,9699690,235082,92,1772,235078,5,11,4,4.123843133131059e-07
235101,8,19,9699690,235101,111,1791,235078,5,11,23,2.371209801550359e-06
235311,8,19,9699690,235311,111,2001,235348,8,19,37,3.8145548981462296e-06
235401,8,19,9699690,235401,201,2091,235408,4,7,7,7.216725482979353e-07
235701,8,19,9699690,235701,81,81,235719,6,13,18,1.8557294099089764e-06
235881,8,19,9699690,235881,51,261,235832,4,7,49,5.051707838085547e-06
236139,8,19,9699690,236139,99,519,236162,5,11,23,2.371209801550359e-06
236254,8,19,9699690,236254,4,634,236252,4,7,2,2.0619215665655295e-07
236421,8,19,9699690,236421,171,801,236398,5,11,23,2.371209801550359e-06
236612,8,19,9699690,236612,152,992,236571,6,13,41,4.226939211459335e-06
236674,8,19,9699690,236674,4,1054,236672,4,7,2,2.0619215665655295e-07
236908,8,19,9699690,236908,28,1288,236882,4,7,26,2.680498036535188e-06
237254,8,19,9699690,237254,164,1634,237298,4,7,44,4.536227446444165e-06
237459,8,19,9699690,237459,159,1839,237482,5,11,23,2.371209801550359e-06
237478,8,19,9699690,237478,178,1858,237482,5,11,4,4.123843133131059e-07
237506,8,19,9699690,237506,206,1886,237508,4,7,2,2.0619215665655295e-07
237808,8,19,9699690,237808,88,2188,237812,5,11,4,4.123843133131059e-07
237861,8,19,9699690,237861,141,2241,237812,5,11,49,5.051707838085547e-06
237872,8,19,9699690,237872,152,2252,237928,4,7,56,5.773380386383483e-06
238198,8,19,9699690,238198,58,268,238251,7,17,53,5.464092151398653e-06
238312,8,19,9699690,238312,172,382,238346,7,17,34,3.5052666631614e-06
238532,8,19,9699690,238532,182,602,238558,4,7,26,2.680498036535188e-06
239432,8,19,9699690,239432,32,1502,239402,4,7,30,3.092882349848294e-06
240602,8,19,9699690,240602,152,362,240658,4,7,56,5.773380386383483e-06
240789,8,19,9699690,240789,129,549,240782,5,11,7,7.216725482979353e-07
240969,8,19,9699690,240969,99,729,241018,5,11,49,5.051707838085547e-06
241041,8,19,9699690,241041,171,801,241018,5,11,23,2.371209801550359e-06
241592,8,19,9699690,241592,92,1352,241678,5,11,86,8.866262736231776e-06
241622,8,19,9699690,241622,122,1382,241678,5,11,56,5.773380386383483e-06
241978,8,19,9699690,241978,58,1738,242008,5,11,30,3.092882349848294e-06
242012,8,19,9699690,242012,92,1772,242008,5,11,4,4.123843133131059e-07
242312,8,19,9699690,242312,182,2072,242338,4,7,26,2.680498036535188e-06
242368,8,19,9699690,242368,28,2128,242380,6,13,12,1.2371529399393177e-06
242630,8,19,9699690,242630,80,80,242668,5,11,38,3.917650976474506e-06
242908,8,19,9699690,242908,148,358,242968,4,7,60,6.185764699696588e-06
242912,8,19,9699690,242912,152,362,242968,4,7,56,5.773380386383483e-06
243418,8,19,9699690,243418,28,868,243422,5,11,4,4.123843133131059e-07
243452,8,19,9699690,243452,62,902,243422,5,11,30,3.092882349848294e-06
243538,8,19,9699690,243538,148,988,243598,4,7,60,6.185764699696588e-06
243681,8,19,9699690,243681,81,1131,243699,7,17,18,1.8557294099089764e-06
243692,8,19,9699690,243692,92,1142,243699,7,17,7,7.216725482979353e-07
243806,8,19,9699690,243806,206,1256,243808,4,7,2,2.0619215665655295e-07
243928,8,19,9699690,243928,118,1378,243909,6,13,19,1.958825488237253e-06
244059,8,19,9699690,244059,39,1509,244082,5,11,23,2.371209801550359e-06
244285,8,19,9699690,244285,55,1735,244318,5,11,33,3.4021705848331236e-06
244371,8,19,9699690,244371,141,1821,244412,5,11,41,4.226939211459335e-06
244568,8,19,9699690,244568,128,2018,244648,4,7,80,8.247686266262118e-06
245128,8,19,9699690,245128,58,268,245162,8,19,34,3.5052666631614e-06
245229,8,19,9699690,245229,159,369,245278,4,7,49,5.051707838085547e-06
245451,8,19,9699690,245451,171,591,245486,8,19,35,3.6083627414896764e-06
245589,8,19,9699690,245589,99,729,245638,5,11,49,5.051707838085547e-06
245608,8,19,9699690,245608,118,748,245638,5,11,30,3.092882349848294e-06
245956,8,19,9699690,245956,46,1096,245968,5,11,12,1.2371529399393177e-06
246129,8,19,9699690,246129,9,1269,246122,4,7,7,7.216725482979353e-07
246178,8,19,9699690,246178,58,1318,246122,4,7,56,5.773380386383483e-06
246909,8,19,9699690,246909,159,2049,246958,4,7,49,5.051707838085547e-06
247082,8,19,9699690,247082,122,2222,247052,5,11,30,3.092882349848294e-06
247174,8,19,9699690,247174,4,4,247172,4,7,2,2.0619215665655295e-07
247202,8,19,9699690,247202,32,32,247172,4,7,30,3.092882349848294e-06
247899,8,19,9699690,247899,99,729,247948,5,11,49,5.051707838085547e-06
248102,8,19,9699690,248102,92,932,248042,5,11,60,6.185764699696588e-06
248697,8,19,9699690,248697,57,1527,248702,5,11,5,5.154803916413823e-07
248979,8,19,9699690,248979,129,1809,248961,7,17,18,1.8557294099089764e-06
249274,8,19,9699690,249274,4,2104,249272,4,7,2,2.0619215665655295e-07
249400,8,19,9699690,249400,130,2230,249369,6,13,31,3.1959784281765704e-06
249872,8,19,9699690,249872,182,392,249898,4,7,26,2.680498036535188e-06
249958,8,19,9699690,249958,58,478,249928,5,11,30,3.092882349848294e-06
250131,8,19,9699690,250131,21,651,250112,4,7,19,1.958825488237253e-06
250324,8,19,9699690,250324,4,844,250322,4,7,2,2.0619215665655295e-07
250378,8,19,9699690,250378,58,898,250352,5,11,26,2.680498036535188e-06
250982,8,19,9699690,250982,32,1502,250952,4,7,30,3.092882349848294e-06
251308,8,19,9699690,251308,148,1828,251319,6,13,11,1.1340568616110413e-06
251338,8,19,9699690,251338,178,1858,251342,5,11,4,4.123843133131059e-07
251432,8,19,9699690,251432,62,1952,251372,4,7,60,6.185764699696588e-06
251481,8,19,9699690,251481,111,2001,251578,4,7,97,1.0000319597842817e-05
251649,8,19,9699690,251649,69,2169,251672,5,11,23,2.371209801550359e-06
251710,8,19,9699690,251710,130,2230,251672,5,11,38,3.917650976474506e-06
251865,8,19,9699690,251865,75,75,251908,5,11,43,4.433131368115888e-06
251979,8,19,9699690,251979,189,189,251998,4,7,19,1.958825488237253e-06
251996,8,19,9699690,251996,206,206,251998,4,7,2,2.0619215665655295e-07
252411,8,19,9699690,252411,201,621,252418,4,7,7,7.216725482979353e-07
252424,8,19,9699690,252424,4,634,252422,4,7,2,2.0619215665655295e-07
252572,8,19,9699690,252572,152,782,252568,5,11,4,4.123843133131059e-07
252686,8,19,9699690,252686,56,896,252662,5,11,24,2.4743058798786353e-06
253059,8,19,9699690,253059,9,1269,253054,8,19,5,5.154803916413823e-07
253341,8,19,9699690,253341,81,1551,253322,5,11,19,1.958825488237253e-06
253371,8,19,9699690,253371,111,1581,253322,5,11,49,5.051707838085547e-06
253959,8,19,9699690,253959,69,2169,253982,5,11,23,2.371209801550359e-06
254068,8,19,9699690,254068,178,2278,254098,4,7,30,3.092882349848294e-06
254180,8,19,9699690,254180,80,80,254218,5,11,38,3.917650976474506e-06
254404,8,19,9699690,254404,94,304,254409,7,17,5,5.154803916413823e-07
254919,8,19,9699690,254919,189,819,254901,6,13,18,1.8557294099089764e-06
255422,8,19,9699690,255422,62,1322,255362,4,7,60,6.185764699696588e-06
255662,8,19,9699690,255662,92,1562,255681,6,13,19,1.958825488237253e-06
256168,8,19,9699690,256168,178,2068,256198,4,7,30,3.092882349848294e-06
256389,8,19,9699690,256389,189,2289,256408,4,7,19,1.958825488237253e-06
256599,8,19,9699690,256599,189,189,256618,4,7,19,1.958825488237253e-06
256611,8,19,9699690,256611,201,201,256618,4,7,7,7.216725482979353e-07
257086,8,19,9699690,257086,46,676,257042,4,7,44,4.536227446444165e-06
257254,8,19,9699690,257254,4,844,257252,4,7,2,2.0619215665655295e-07
257456,8,19,9699690,257456,206,1046,257458,4,7,2,2.0619215665655295e-07
257673,8,19,9699690,257673,3,1263,257672,4,7,1,1.0309607832827648e-07
257702,8,19,9699690,257702,32,1292,257672,4,7,30,3.092882349848294e-06
257800,8,19,9699690,257800,130,1390,257848,5,11,48,4.948611759757271e-06
257949,8,19,9699690,257949,69,1539,257942,5,11,7,7.216725482979353e-07
257991,8,19,9699690,257991,111,1581,257979,7,17,12,1.2371529399393177e-06
258267,8,19,9699690,258267,177,1857,258272,5,11,5,5.154803916413823e-07
258548,8,19,9699690,258548,38,2138,258512,4,7,36,3.711458819817953e-06
258572,8,19,9699690,258572,62,2162,258602,5,11,30,3.092882349848294e-06
258872,8,19,9699690,258872,152,152,258838,5,11,34,3.5052666631614e-06
259060,8,19,9699690,259060,130,340,259138,4,7,78,8.041494109605565e-06
259172,8,19,9699690,259172,32,452,259168,5,11,4,4.123843133131059e-07
259195,8,19,9699690,259195,55,475,259191,6,13,4,4.123843133131059e-07
259394,8,19,9699690,259394,44,674,259352,4,7,42,4.3300352897876115e-06
259850,8,19,9699690,259850,80,1130,259828,5,11,22,2.2681137232220826e-06
259952,8,19,9699690,259952,182,1232,259978,4,7,26,2.680498036535188e-06
260019,8,19,9699690,260019,39,1299,259982,4,7,37,3.8145548981462296e-06
260026,8,19,9699690,260026,46,1306,259982,4,7,44,4.536227446444165e-06
260308,8,19,9699690,260308,118,1588,260289,6,13,19,1.958825488237253e-06
260319,8,19,9699690,260319,129,1599,260289,6,13,30,3.092882349848294e-06
260342,8,19,9699690,260342,152,1622,260289,6,13,53,5.464092151398653e-06
260455,8,19,9699690,260455,55,1735,260488,5,11,33,3.4021705848331236e-06
260462,8,19,9699690,260462,62,1742,260488,5,11,26,2.680498036535188e-06
260698,8,19,9699690,260698,88,1978,260612,4,7,86,8.866262736231776e-06
261194,8,19,9699690,261194,164,164,261238,4,7,44,4.536227446444165e-06
261225,8,19,9699690,261225,195,195,261238,4,7,13,1.340249018267594e-06
261244,8,19,9699690,261244,4,214,261242,4,7,2,2.0619215665655295e-07
261321,8,19,9699690,261321,81,291,261242,4,7,79,8.144590187933842e-06
261568,8,19,9699690,261568,118,538,261572,5,11,4,4.123843133131059e-07
261611,8,19,9699690,261611,161,581,261572,5,11,39,4.020747054802782e-06
261664,8,19,9699690,261664,4,634,261662,4,7,2,2.0619215665655295e-07
261821,8,19,9699690,261821,161,791,261808,5,11,13,1.340249018267594e-06
262052,8,19,9699690,262052,182,1022,262078,4,7,26,2.680498036535188e-06
262299,8,19,9699690,262299,9,1269,262292,4,7,7,7.216725482979353e-07
262311,8,19,9699690,262311,21,1281,262292,4,7,19,1.958825488237253e-06
262370,8,19,9699690,262370,80,1340,262292,4,7,78,8.041494109605565e-06
262932,8,19,9699690,262932,12,1902,262922,4,7,10,1.0309607832827647e-06
263012,8,19,9699690,263012,92,1982,263019,6,13,7,7.216725482979353e-07
263402,8,19,9699690,263402,62,62,263458,5,11,56,5.773380386383483e-06
263428,8,19,9699690,263428,88,88,263458,5,11,30,3.092882349848294e-06
263793,8,19,9699690,263793,33,453,263788,5,11,5,5.154803916413823e-07
264081,8,19,9699690,264081,111,741,264118,5,11,37,3.8145548981462296e-06
265431,8,19,9699690,265431,201,2091,265438,4,7,7,7.216725482979353e-07
265480,8,19,9699690,265480,40,2140,265442,4,7,38,3.917650976474506e-06
265562,8,19,9699690,265562,122,2222,265532,5,11,30,3.092882349848294e-06
265802,8,19,9699690,265802,152,152,265791,7,17,11,1.1340568616110413e-06
265911,8,19,9699690,265911,51,261,265862,4,7,49,5.051707838085547e-06
266158,8,19,9699690,266158,88,508,266192,5,11,34,3.5052666631614e-06
266169,8,19,9699690,266169,99,519,266192,5,11,23,2.371209801550359e-06
266368,8,19,9699690,266368,88,718,266404,6,13,36,3.711458819817953e-06
266534,8,19,9699690,266534,44,884,266529,7,17,5,5.154803916413823e-07
266919,8,19,9699690,266919,9,1269,266912,4,7,7,7.216725482979353e-07
267898,8,19,9699690,267898,148,2248,267842,5,11,56,5.773380386383483e-06
268083,8,19,9699690,268083,123,123,268078,5,11,5,5.154803916413823e-07
268112,8,19,9699690,268112,152,152,268130,6,13,18,1.8557294099089764e-06
268376,8,19,9699690,268376,206,416,268378,4,7,2,2.0619215665655295e-07
268701,8,19,9699690,268701,111,741,268689,7,17,12,1.2371529399393177e-06
268911,8,19,9699690,268911,111,951,268832,5,11,79,8.144590187933842e-06
268922,8,19,9699690,268922,122,962,269008,4,7,86,8.866262736231776e-06
268941,8,19,9699690,268941,141,981,269008,4,7,67,6.907437247994524e-06
268978,8,19,9699690,268978,178,1018,269008,4,7,30,3.092882349848294e-06
269224,8,19,9699690,269224,4,1264,269222,4,7,2,2.0619215665655295e-07
269278,8,19,9699690,269278,58,1318,269331,6,13,53,5.464092151398653e-06
269434,8,19,9699690,269434,4,1474,269432,4,7,2,2.0619215665655295e-07
269636,8,19,9699690,269636,206,1676,269638,4,7,2,2.0619215665655295e-07
269751,8,19,9699690,269751,111,1791,269728,5,11,23,2.371209801550359e-06
270279,8,19,9699690,270279,9,9,270272,4,7,7,7.216725482979353e-07
271106,8,19,9699690,271106,206,836,271108,4,7,2,2.0619215665655295e-07
271281,8,19,9699690,271281,171,1011,271318,4,7,37,3.8145548981462296e-06
271366,8,19,9699690,271366,46,1096,271378,5,11,12,1.2371529399393177e-06
271521,8,19,9699690,271521,201,1251,271528,4,7,7,7.216725482979353e-07
271576,8,19,9699690,271576,46,1306,271532,4,7,44,4.536227446444165e-06
271629,8,19,9699690,271629,99,1359,271708,5,11,79,8.144590187933842e-06
271682,8,19,9699690,271682,152,1412,271708,5,11,26,2.680498036535188e-06
271828,8,19,9699690,271828,88,1558,271802,5,11,26,2.680498036535188e-06
272451,8,19,9699690,272451,81,2181,272462,5,11,11,1.1340568616110413e-06
273044,8,19,9699690,273044,44,464,273028,5,11,16,1.6495372532524236e-06
273051,8,19,9699690,273051,51,471,273028,5,11,23,2.371209801550359e-06
273129,8,19,9699690,273129,129,549,273122,5,11,7,7.216725482979353e-07
273362,8,19,9699690,273362,152,782,273358,5,11,4,4.123843133131059e-07
273568,8,19,9699690,273568,148,988,273628,4,7,60,6.185764699696588e-06
273868,8,19,9699690,273868,28,1288,273842,4,7,26,2.680498036535188e-06
274419,8,19,9699690,274419,159,1839,274442,5,11,23,2.371209801550359e-06
274528,8,19,9699690,274528,58,1948,274472,4,7,56,5.773380386383483e-06
275372,8,19,9699690,275372,62,482,275338,5,11,34,3.5052666631614e-06
275474,8,19,9699690,275474,164,584,275432,5,11,42,4.3300352897876115e-06
275488,8,19,9699690,275488,178,598,275518,4,7,30,3.092882349848294e-06
275734,8,19,9699690,275734,4,844,275732,4,7,2,2.0619215665655295e-07
275889,8,19,9699690,275889,159,999,275938,4,7,49,5.051707838085547e-06
275961,8,19,9699690,275961,21,1071,275942,4,7,19,1.958825488237253e-06
276106,8,19,9699690,276106,166,1216,276092,5,11,14,1.4433450965958706e-06
276512,8,19,9699690,276512,152,1622,276566,6,13,54,5.56718822972693e-06
276579,8,19,9699690,276579,9,1689,276572,4,7,7,7.216725482979353e-07
276663,8,19,9699690,276663,93,1773,276658,5,11,5,5.154803916413823e-07
277491,8,19,9699690,277491,81,291,277521,6,13,30,3.092882349848294e-06
277558,8,19,9699690,277558,148,358,277521,6,13,37,3.8145548981462296e-06
277892,8,19,9699690,277892,62,692,277832,4,7,60,6.185764699696588e-06
278506,8,19,9699690,278506,46,1306,278462,4,7,44,4.536227446444165e-06
278792,8,19,9699690,278792,122,1592,278756,8,19,36,3.711458819817953e-06
278822,8,19,9699690,278822,152,1622,278878,4,7,56,5.773380386383483e-06
279099,8,19,9699690,279099,9,1899,279092,4,7,7,7.216725482979353e-07
279118,8,19,9699690,279118,28,1918,279092,4,7,26,2.680498036535188e-06
279321,8,19,9699690,279321,21,2121,279302,4,7,19,1.958825488237253e-06
280144,8,19,9699690,280144,4,634,280142,4,7,2,2.0619215665655295e-07
280322,8,19,9699690,280322,182,812,280348,4,7,26,2.680498036535188e-06
280354,8,19,9699690,280354,4,844,280352,4,7,2,2.0619215665655295e-07
280648,8,19,9699690,280648,88,1138,280641,6,13,7,7.216725482979353e-07
280652,8,19,9699690,280652,92,1142,280641,6,13,11,1.1340568616110413e-06
280761,8,19,9699690,280761,201,1251,280768,4,7,7,7.216725482979353e-07
280959,8,19,9699690,280959,189,1449,280948,5,11,11,1.1340568616110413e-06
280976,8,19,9699690,280976,206,1466,280978,4,7,2,2.0619215665655295e-07
281019,8,19,9699690,281019,39,1509,281042,5,11,23,2.371209801550359e-06
281642,8,19,9699690,281642,32,2132,281668,7,17,26,2.680498036535188e-06
281721,8,19,9699690,281721,111,2211,281702,5,11,19,1.958825488237253e-06
282088,8,19,9699690,282088,58,268,282129,6,13,41,4.226939211459335e-06
282202,8,19,9699690,282202,172,382,282238,4,7,36,3.711458819817953e-06
282392,8,19,9699690,282392,152,572,282362,5,11,30,3.092882349848294e-06
282704,8,19,9699690,282704,44,884,282692,5,11,12,1.2371529399393177e-06
282916,8,19,9699690,282916,46,1096,282928,5,11,12,1.2371529399393177e-06
283084,8,19,9699690,283084,4,1264,283082,4,7,2,2.0619215665655295e-07
283318,8,19,9699690,283318,28,1498,283292,4,7,26,2.680498036535188e-06
283401,8,19,9699690,283401,111,1581,283352,5,11,49,5.051707838085547e-06
283412,8,19,9699690,283412,122,1592,283352,5,11,60,6.185764699696588e-06
283479,8,19,9699690,283479,189,1659,283498,4,7,19,1.958825488237253e-06
283671,8,19,9699690,283671,171,1851,283682,5,11,11,1.1340568616110413e-06
283701,8,19,9699690,283701,201,1881,283708,4,7,7,7.216725482979353e-07
284210,8,19,9699690,284210,80,80,284248,5,11,38,3.917650976474506e-06
284425,8,19,9699690,284425,85,295,284422,6,13,3,3.092882349848294e-07
284590,8,19,9699690,284590,40,460,284578,5,11,12,1.2371529399393177e-06
284938,8,19,9699690,284938,178,808,284931,6,13,7,7.216725482979353e-07
285309,8,19,9699690,285309,129,1179,285332,5,11,23,2.371209801550359e-06
285471,8,19,9699690,285471,81,1341,285392,4,7,79,8.144590187933842e-06
285718,8,19,9699690,285718,118,1588,285711,6,13,7,7.216725482979353e-07
285748,8,19,9699690,285748,148,1618,285711,6,13,37,3.8145548981462296e-06
285814,8,19,9699690,285814,4,1684,285812,4,7,2,2.0619215665655295e-07
286239,8,19,9699690,286239,9,2109,286232,4,7,7,7.216725482979353e-07
287379,8,19,9699690,287379,99,939,287312,5,11,67,6.907437247994524e-06
287967,8,19,9699690,287967,57,1527,287972,5,11,5,5.154803916413823e-07
288242,8,19,9699690,288242,122,1802,288231,7,17,11,1.1340568616110413e-06
288279,8,19,9699690,288279,159,1839,288298,7,17,19,1.958825488237253e-06
288609,8,19,9699690,288609,69,2169,288632,5,11,23,2.371209801550359e-06
288891,8,19,9699690,288891,141,141,288868,5,11,23,2.371209801550359e-06
288969,8,19,9699690,288969,9,219,288962,4,7,7,7.216725482979353e-07
289371,8,19,9699690,289371,201,621,289378,4,7,7,7.216725482979353e-07
289438,8,19,9699690,289438,58,688,289382,4,7,56,5.773380386383483e-06
289532,8,19,9699690,289532,152,782,289528,5,11,4,4.123843133131059e-07
289849,8,19,9699690,289849,49,1099,289858,5,11,9,9.278647049544882e-07
289982,8,19,9699690,289982,182,1232,290008,4,7,26,2.680498036535188e-06
290096,8,19,9699690,290096,86,1346,290109,7,17,13,1.340249018267594e-06
290192,8,19,9699690,290192,182,1442,290188,5,11,4,4.123843133131059e-07
290331,8,19,9699690,290331,111,1581,290319,6,13,12,1.2371529399393177e-06
290338,8,19,9699690,290338,118,1588,290319,6,13,19,1.958825488237253e-06
290529,8,19,9699690,290529,99,1779,290518,5,11,11,1.1340568616110413e-06
291358,8,19,9699690,291358,88,298,291272,4,7,86,8.866262736231776e-06
291579,8,19,9699690,291579,99,519,291602,5,11,23,2.371209801550359e-06
292438,8,19,9699690,292438,118,1378,292498,5,11,60,6.185764699696588e-06
292641,8,19,9699690,292641,111,1581,292592,5,11,49,5.051707838085547e-06
292918,8,19,9699690,292918,178,1858,292922,5,11,4,4.123843133131059e-07
292941,8,19,9699690,292941,201,1881,292948,4,7,7,7.216725482979353e-07
293128,8,19,9699690,293128,178,2068,293158,4,7,30,3.092882349848294e-06
293451,8,19,9699690,293451,81,81,293488,5,11,37,3.8145548981462296e-06
293829,8,19,9699690,293829,39,459,293818,5,11,11,1.1340568616110413e-06
