n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
847821,8,19,9699690,847821,51,51,847772,4,7,49,5.051707838085547e-06
847976,8,19,9699690,847976,206,206,847978,4,7,2,2.0619215665655295e-07
848194,8,19,9699690,848194,4,424,848192,4,7,2,2.0619215665655295e-07
848373,8,19,9699690,848373,183,603,848398,4,7,25,2.5774019582069117e-06
848525,8,19,9699690,848525,125,755,848548,5,11,23,2.371209801550359e-06
848811,8,19,9699690,848811,201,1041,848818,4,7,7,7.216725482979353e-07
848938,8,19,9699690,848938,118,1168,848972,5,11,34,3.5052666631614e-06
849189,8,19,9699690,849189,159,1419,849208,5,11,19,1.958825488237253e-06
849351,8,19,9699690,849351,111,1581,849302,5,11,49,5.051707838085547e-06
849459,8,19,9699690,849459,9,1689,849452,4,7,7,7.216725482979353e-07
849561,8,19,9699690,849561,111,1791,849538,5,11,23,2.371209801550359e-06
849866,8,19,9699690,849866,206,2096,849868,4,7,2,2.0619215665655295e-07
849939,8,19,9699690,849939,69,2169,849962,5,11,23,2.371209801550359e-06
850071,8,19,9699690,850071,201,2301,850078,4,7,7,7.216725482979353e-07
850269,8,19,9699690,850269,189,189,850288,4,7,19,1.958825488237253e-06
851420,8,19,9699690,851420,80,1340,851342,4,7,78,8.041494109605565e-06
851607,8,19,9699690,851607,57,1527,851612,5,11,5,5.154803916413823e-07
851619,8,19,9699690,851619,69,1539,851612,5,11,7,7.216725482979353e-07
851764,8,19,9699690,851764,4,1684,851762,4,7,2,2.0619215665655295e-07
852088,8,19,9699690,852088,118,2008,852062,7,17,26,2.680498036535188e-06
852328,8,19,9699690,852328,148,2248,852291,7,17,37,3.8145548981462296e-06
852430,8,19,9699690,852430,40,40,852392,4,7,38,3.917650976474506e-06
852572,8,19,9699690,852572,182,182,852598,4,7,26,2.680498036535188e-06
852596,8,19,9699690,852596,206,206,852598,4,7,2,2.0619215665655295e-07
852782,8,19,9699690,852782,182,392,852808,4,7,26,2.680498036535188e-06
852819,8,19,9699690,852819,9,429,852812,4,7,7,7.216725482979353e-07
853029,8,19,9699690,853029,9,639,853022,4,7,7,7.216725482979353e-07
853234,8,19,9699690,853234,4,844,853232,4,7,2,2.0619215665655295e-07
853360,8,19,9699690,853360,130,970,853438,4,7,78,8.041494109605565e-06
853521,8,19,9699690,853521,81,1131,853498,5,11,23,2.371209801550359e-06
853562,8,19,9699690,853562,122,1172,853551,6,13,11,1.1340568616110413e-06
854042,8,19,9699690,854042,182,1652,854068,4,7,26,2.680498036535188e-06
854066,8,19,9699690,854066,206,1676,854068,4,7,2,2.0619215665655295e-07
854098,8,19,9699690,854098,28,1708,854072,4,7,26,2.680498036535188e-06
854102,8,19,9699690,854102,32,1712,854072,4,7,30,3.092882349848294e-06
854331,8,19,9699690,854331,51,1941,854282,4,7,49,5.051707838085547e-06
854398,8,19,9699690,854398,118,2008,854488,4,7,90,9.278647049544883e-06
854405,8,19,9699690,854405,125,2015,854488,4,7,83,8.556974501246948e-06
854780,8,19,9699690,854780,80,80,854818,5,11,38,3.917650976474506e-06
855039,8,19,9699690,855039,129,339,854992,6,13,47,4.845515681428994e-06
855099,8,19,9699690,855099,189,399,855118,4,7,19,1.958825488237253e-06
855129,8,19,9699690,855129,9,429,855122,4,7,7,7.216725482979353e-07
856219,8,19,9699690,856219,49,1519,856209,6,13,10,1.0309607832827647e-06
857061,8,19,9699690,857061,51,51,857012,4,7,49,5.051707838085547e-06
857132,8,19,9699690,857132,122,122,857128,5,11,4,4.123843133131059e-07
857668,8,19,9699690,857668,28,658,857642,4,7,26,2.680498036535188e-06
857751,8,19,9699690,857751,111,741,857739,7,17,12,1.2371529399393177e-06
857968,8,19,9699690,857968,118,958,857882,5,11,86,8.866262736231776e-06
858075,8,19,9699690,858075,15,1065,858062,4,7,13,1.340249018267594e-06
858141,8,19,9699690,858141,81,1131,858159,6,13,18,1.8557294099089764e-06
858182,8,19,9699690,858182,122,1172,858159,6,13,23,2.371209801550359e-06
858568,8,19,9699690,858568,88,1558,858542,5,11,26,2.680498036535188e-06
858849,8,19,9699690,858849,159,1839,858872,5,11,23,2.371209801550359e-06
858928,8,19,9699690,858928,28,1918,858902,4,7,26,2.680498036535188e-06
858939,8,19,9699690,858939,39,1929,858902,4,7,37,3.8145548981462296e-06
859148,8,19,9699690,859148,38,2138,859112,4,7,36,3.711458819817953e-06
859294,8,19,9699690,859294,184,2284,859318,4,7,24,2.4743058798786353e-06
859509,8,19,9699690,859509,189,189,859498,8,19,11,1.1340568616110413e-06
859575,8,19,9699690,859575,45,255,859532,4,7,43,4.433131368115888e-06
859622,8,19,9699690,859622,92,302,859532,4,7,90,9.278647049544883e-06
860128,8,19,9699690,860128,178,808,860098,5,11,30,3.092882349848294e-06
860612,8,19,9699690,860612,32,1292,860582,4,7,30,3.092882349848294e-06
860942,8,19,9699690,860942,152,1622,860889,6,13,53,5.464092151398653e-06
861028,8,19,9699690,861028,28,1708,861002,4,7,26,2.680498036535188e-06
861298,8,19,9699690,861298,88,1978,861309,7,17,11,1.1340568616110413e-06
861752,8,19,9699690,861752,122,122,861748,5,11,4,4.123843133131059e-07
861778,8,19,9699690,861778,148,148,861748,5,11,30,3.092882349848294e-06
861844,8,19,9699690,861844,4,214,861842,4,7,2,2.0619215665655295e-07
861902,8,19,9699690,861902,62,272,861842,4,7,60,6.185764699696588e-06
862348,8,19,9699690,862348,88,718,862408,5,11,60,6.185764699696588e-06
862384,8,19,9699690,862384,124,754,862408,5,11,24,2.4743058798786353e-06
862511,8,19,9699690,862511,41,881,862502,5,11,9,9.278647049544882e-07
862521,8,19,9699690,862521,51,891,862502,5,11,19,1.958825488237253e-06
862592,8,19,9699690,862592,122,962,862678,4,7,86,8.866262736231776e-06
862936,8,19,9699690,862936,46,1306,862892,4,7,44,4.536227446444165e-06
863096,8,19,9699690,863096,206,1466,863098,4,7,2,2.0619215665655295e-07
863301,8,19,9699690,863301,201,1671,863308,4,7,7,7.216725482979353e-07
863516,8,19,9699690,863516,206,1886,863518,4,7,2,2.0619215665655295e-07
863734,8,19,9699690,863734,4,2104,863732,4,7,2,2.0619215665655295e-07
863792,8,19,9699690,863792,62,2162,863822,5,11,30,3.092882349848294e-06
864021,8,19,9699690,864021,81,81,864058,5,11,37,3.8145548981462296e-06
864141,8,19,9699690,864141,201,201,864148,4,7,7,7.216725482979353e-07
864302,8,19,9699690,864302,152,362,864358,4,7,56,5.773380386383483e-06
864392,8,19,9699690,864392,32,452,864388,5,11,4,4.123843133131059e-07
864598,8,19,9699690,864598,28,658,864574,6,13,24,2.4743058798786353e-06
864681,8,19,9699690,864681,111,741,864718,5,11,37,3.8145548981462296e-06
864784,8,19,9699690,864784,4,844,864782,4,7,2,2.0619215665655295e-07
865120,8,19,9699690,865120,130,1180,865108,7,17,12,1.2371529399393177e-06
865406,8,19,9699690,865406,206,1466,865408,4,7,2,2.0619215665655295e-07
866008,8,19,9699690,866008,178,2068,866038,4,7,30,3.092882349848294e-06
866128,8,19,9699690,866128,88,2188,866132,5,11,4,4.123843133131059e-07
866139,8,19,9699690,866139,99,2199,866132,5,11,7,7.216725482979353e-07
866632,8,19,9699690,866632,172,382,866668,4,7,36,3.711458819817953e-06
866643,8,19,9699690,866643,183,393,866668,4,7,25,2.5774019582069117e-06
867014,8,19,9699690,867014,134,764,867004,6,13,10,1.0309607832827647e-06
867032,8,19,9699690,867032,152,782,867028,5,11,4,4.123843133131059e-07
867304,8,19,9699690,867304,4,1054,867302,4,7,2,2.0619215665655295e-07
867309,8,19,9699690,867309,9,1059,867302,4,7,7,7.216725482979353e-07
867441,8,19,9699690,867441,141,1191,867452,5,11,11,1.1340568616110413e-06
867550,8,19,9699690,867550,40,1300,867512,4,7,38,3.917650976474506e-06
867831,8,19,9699690,867831,111,1581,867782,5,11,49,5.051707838085547e-06
867874,8,19,9699690,867874,154,1624,867926,8,19,52,5.360996073070376e-06
867884,8,19,9699690,867884,164,1634,867926,8,19,42,4.3300352897876115e-06
867909,8,19,9699690,867909,189,1659,867926,8,19,17,1.7526333315807e-06
868645,8,19,9699690,868645,85,85,868678,5,11,33,3.4021705848331236e-06
869625,8,19,9699690,869625,15,1065,869612,4,7,13,1.340249018267594e-06
869758,8,19,9699690,869758,148,1198,869762,5,11,4,4.123843133131059e-07
869912,8,19,9699690,869912,92,1352,869931,6,13,19,1.958825488237253e-06
870268,8,19,9699690,870268,28,1708,870242,4,7,26,2.680498036535188e-06
870279,8,19,9699690,870279,39,1719,870242,4,7,37,3.8145548981462296e-06
870302,8,19,9699690,870302,62,1742,870328,5,11,26,2.680498036535188e-06
871162,8,19,9699690,871162,82,292,871082,4,7,80,8.247686266262118e-06
871281,8,19,9699690,871281,201,411,871288,4,7,7,7.216725482979353e-07
871341,8,19,9699690,871341,51,471,871318,5,11,23,2.371209801550359e-06
871509,8,19,9699690,871509,9,639,871502,4,7,7,7.216725482979353e-07
871592,8,19,9699690,871592,92,722,871648,5,11,56,5.773380386383483e-06
871629,8,19,9699690,871629,129,759,871648,5,11,19,1.958825488237253e-06
871862,8,19,9699690,871862,152,992,871809,6,13,53,5.464092151398653e-06
872006,8,19,9699690,872006,86,1136,872019,7,17,13,1.340249018267594e-06
872038,8,19,9699690,872038,118,1168,872019,7,17,19,1.958825488237253e-06
872049,8,19,9699690,872049,129,1179,872072,5,11,23,2.371209801550359e-06
872152,8,19,9699690,872152,22,1282,872132,4,7,20,2.0619215665655294e-06
872271,8,19,9699690,872271,141,1401,872308,5,11,37,3.8145548981462296e-06
872285,8,19,9699690,872285,155,1415,872308,5,11,23,2.371209801550359e-06
872296,8,19,9699690,872296,166,1426,872308,5,11,12,1.2371529399393177e-06
874131,8,19,9699690,874131,111,951,874052,5,11,79,8.144590187933842e-06
874274,8,19,9699690,874274,44,1094,874288,5,11,14,1.4433450965958706e-06
874408,8,19,9699690,874408,178,1228,874382,5,11,26,2.680498036535188e-06
874502,8,19,9699690,874502,62,1322,874539,6,13,37,3.8145548981462296e-06
874761,8,19,9699690,874761,111,1581,874736,6,13,25,2.5774019582069117e-06
875108,8,19,9699690,875108,38,1928,875072,4,7,36,3.711458819817953e-06
875169,8,19,9699690,875169,99,1989,875072,4,7,97,1.0000319597842817e-05
875308,8,19,9699690,875308,28,2128,875282,4,7,26,2.680498036535188e-06
875799,8,19,9699690,875799,99,309,875702,4,7,97,1.0000319597842817e-05
876422,8,19,9699690,876422,92,932,876362,5,11,60,6.185764699696588e-06
876440,8,19,9699690,876440,110,950,876489,7,17,49,5.051707838085547e-06
876879,8,19,9699690,876879,129,1389,876928,5,11,49,5.051707838085547e-06
876932,8,19,9699690,876932,182,1442,876928,5,11,4,4.123843133131059e-07
877348,8,19,9699690,877348,178,1858,877352,5,11,4,4.123843133131059e-07
877491,8,19,9699690,877491,111,2001,877588,4,7,97,1.0000319597842817e-05
877858,8,19,9699690,877858,58,58,877802,4,7,56,5.773380386383483e-06
877989,8,19,9699690,877989,189,189,878008,4,7,19,1.958825488237253e-06
878224,8,19,9699690,878224,4,424,878222,4,7,2,2.0619215665655295e-07
878882,8,19,9699690,878882,32,1082,878878,8,19,4,4.123843133131059e-07
879028,8,19,9699690,879028,178,1228,879016,6,13,12,1.2371529399393177e-06
879092,8,19,9699690,879092,32,1292,879062,4,7,30,3.092882349848294e-06
879388,8,19,9699690,879388,118,1588,879332,5,11,56,5.773380386383483e-06
879572,8,19,9699690,879572,92,1772,879568,5,11,4,4.123843133131059e-07
879602,8,19,9699690,879602,122,1802,879568,5,11,34,3.5052666631614e-06
879681,8,19,9699690,879681,201,1881,879688,4,7,7,7.216725482979353e-07
879896,8,19,9699690,879896,206,2096,879898,4,7,2,2.0619215665655295e-07
880581,8,19,9699690,880581,51,471,880558,5,11,23,2.371209801550359e-06
880641,8,19,9699690,880641,111,531,880652,5,11,11,1.1340568616110413e-06
881488,8,19,9699690,881488,118,1378,881548,5,11,60,6.185764699696588e-06
881589,8,19,9699690,881589,9,1479,881582,4,7,7,7.216725482979353e-07
881621,8,19,9699690,881621,41,1511,881642,5,11,21,2.1650176448938058e-06
881728,8,19,9699690,881728,148,1618,881691,8,19,37,3.8145548981462296e-06
881959,8,19,9699690,881959,169,1849,881949,6,13,10,1.0309607832827647e-06
882231,8,19,9699690,882231,21,2121,882212,4,7,19,1.958825488237253e-06
882332,8,19,9699690,882332,122,2222,882302,5,11,30,3.092882349848294e-06
882362,8,19,9699690,882362,152,2252,882418,4,7,56,5.773380386383483e-06
882392,8,19,9699690,882392,182,2282,882418,4,7,26,2.680498036535188e-06
882626,8,19,9699690,882626,206,206,882628,4,7,2,2.0619215665655295e-07
882748,8,19,9699690,882748,118,328,882729,6,13,19,1.958825488237253e-06
883011,8,19,9699690,883011,171,591,883048,4,7,37,3.8145548981462296e-06
883041,8,19,9699690,883041,201,621,883048,4,7,7,7.216725482979353e-07
883149,8,19,9699690,883149,99,729,883119,7,17,30,3.092882349848294e-06
883316,8,19,9699690,883316,56,896,883292,5,11,24,2.4743058798786353e-06
883438,8,19,9699690,883438,178,1018,883468,4,7,30,3.092882349848294e-06
883551,8,19,9699690,883551,81,1131,883562,8,19,11,1.1340568616110413e-06
883555,8,19,9699690,883555,85,1135,883562,8,19,7,7.216725482979353e-07
883569,8,19,9699690,883569,99,1149,883562,8,19,7,7.216725482979353e-07
884132,8,19,9699690,884132,32,1712,884102,4,7,30,3.092882349848294e-06
884931,8,19,9699690,884931,201,201,884938,4,7,7,7.216725482979353e-07
885159,8,19,9699690,885159,9,429,885152,4,7,7,7.216725482979353e-07
885849,8,19,9699690,885849,69,1119,885838,5,11,11,1.1340568616110413e-06
885921,8,19,9699690,885921,141,1191,885932,5,11,11,1.1340568616110413e-06
886611,8,19,9699690,886611,201,1881,886618,4,7,7,7.216725482979353e-07
887151,8,19,9699690,887151,111,111,887158,5,11,7,7.216725482979353e-07
887229,8,19,9699690,887229,189,189,887248,4,7,19,1.958825488237253e-06
887769,8,19,9699690,887769,99,729,887818,5,11,49,5.051707838085547e-06
887852,8,19,9699690,887852,182,812,887878,4,7,26,2.680498036535188e-06
887876,8,19,9699690,887876,206,836,887878,4,7,2,2.0619215665655295e-07
887884,8,19,9699690,887884,4,844,887882,4,7,2,2.0619215665655295e-07
887998,8,19,9699690,887998,118,958,887991,7,17,7,7.216725482979353e-07
888122,8,19,9699690,888122,32,1082,888148,5,11,26,2.680498036535188e-06
888208,8,19,9699690,888208,118,1168,888189,6,13,19,1.958825488237253e-06
888219,8,19,9699690,888219,129,1179,888242,5,11,23,2.371209801550359e-06
888621,8,19,9699690,888621,111,1581,888572,5,11,49,5.051707838085547e-06
888782,8,19,9699690,888782,62,1742,888808,5,11,26,2.680498036535188e-06
888969,8,19,9699690,888969,39,1929,888932,4,7,37,3.8145548981462296e-06
889270,8,19,9699690,889270,130,2230,889232,5,11,38,3.917650976474506e-06
889310,8,19,9699690,889310,170,2270,889348,4,7,38,3.917650976474506e-06
889586,8,19,9699690,889586,26,236,889562,4,7,24,2.4743058798786353e-06
889588,8,19,9699690,889588,28,238,889562,4,7,26,2.680498036535188e-06
890079,8,19,9699690,890079,99,729,890128,5,11,49,5.051707838085547e-06
890133,8,19,9699690,890133,153,783,890128,5,11,5,5.154803916413823e-07
890211,8,19,9699690,890211,21,861,890222,5,11,11,1.1340568616110413e-06
890289,8,19,9699690,890289,99,939,890222,5,11,67,6.907437247994524e-06
890449,8,19,9699690,890449,49,1099,890458,5,11,9,9.278647049544882e-07
890570,8,19,9699690,890570,170,1220,890552,5,11,18,1.8557294099089764e-06
891801,8,19,9699690,891801,141,141,891778,5,11,23,2.371209801550359e-06
891981,8,19,9699690,891981,111,321,892078,4,7,97,1.0000319597842817e-05
892454,8,19,9699690,892454,164,794,892438,5,11,16,1.6495372532524236e-06
892558,8,19,9699690,892558,58,898,892532,5,11,26,2.680498036535188e-06
892701,8,19,9699690,892701,201,1041,892708,4,7,7,7.216725482979353e-07
892966,8,19,9699690,892966,46,1306,892922,4,7,44,4.536227446444165e-06
893372,8,19,9699690,893372,32,1712,893342,4,7,30,3.092882349848294e-06
894482,8,19,9699690,894482,92,512,894501,6,13,19,1.958825488237253e-06
895412,8,19,9699690,895412,182,1442,895408,5,11,4,4.123843133131059e-07
895798,8,19,9699690,895798,148,1828,895832,5,11,34,3.5052666631614e-06
896200,8,19,9699690,896200,130,2230,896162,5,11,38,3.917650976474506e-06
896312,8,19,9699690,896312,32,32,896282,4,7,30,3.092882349848294e-06
896432,8,19,9699690,896432,152,152,896398,5,11,34,3.5052666631614e-06
896499,8,19,9699690,896499,9,219,896492,4,7,7,7.216725482979353e-07
896788,8,19,9699690,896788,88,508,896822,5,11,34,3.5052666631614e-06
896914,8,19,9699690,896914,4,634,896912,4,7,2,2.0619215665655295e-07
897178,8,19,9699690,897178,58,898,897152,5,11,26,2.680498036535188e-06
897242,8,19,9699690,897242,122,962,897231,6,13,11,1.1340568616110413e-06
897544,8,19,9699690,897544,4,1264,897542,4,7,2,2.0619215665655295e-07
897789,8,19,9699690,897789,39,1509,897812,5,11,23,2.371209801550359e-06
898419,8,19,9699690,898419,39,2139,898401,6,13,18,1.8557294099089764e-06
898892,8,19,9699690,898892,92,302,898802,4,7,90,9.278647049544883e-06
898952,8,19,9699690,898952,152,362,899008,4,7,56,5.773380386383483e-06
899181,8,19,9699690,899181,171,591,899218,4,7,37,3.8145548981462296e-06
899224,8,19,9699690,899224,4,634,899222,4,7,2,2.0619215665655295e-07
899571,8,19,9699690,899571,141,981,899638,4,7,67,6.907437247994524e-06
899606,8,19,9699690,899606,176,1016,899638,4,7,32,3.2990745065048473e-06
899938,8,19,9699690,899938,88,1348,899961,6,13,23,2.371209801550359e-06
900171,8,19,9699690,900171,111,1581,900122,5,11,49,5.051707838085547e-06
900442,8,19,9699690,900442,172,1852,900452,5,11,10,1.0309607832827647e-06
900513,8,19,9699690,900513,33,1923,900482,4,7,31,3.1959784281765704e-06
900518,8,19,9699690,900518,38,1928,900482,4,7,36,3.711458819817953e-06
900662,8,19,9699690,900662,182,2072,900688,4,7,26,2.680498036535188e-06
900711,8,19,9699690,900711,21,2121,900692,4,7,19,1.958825488237253e-06
900962,8,19,9699690,900962,62,62,901018,5,11,56,5.773380386383483e-06
901059,8,19,9699690,901059,159,159,901089,7,17,30,3.092882349848294e-06
901232,8,19,9699690,901232,122,332,901318,4,7,86,8.866262736231776e-06
901269,8,19,9699690,901269,159,369,901318,4,7,49,5.051707838085547e-06
901371,8,19,9699690,901371,51,471,901348,5,11,23,2.371209801550359e-06
901468,8,19,9699690,901468,148,568,901442,5,11,26,2.680498036535188e-06
901502,8,19,9699690,901502,182,602,901528,4,7,26,2.680498036535188e-06
901736,8,19,9699690,901736,206,836,901738,4,7,2,2.0619215665655295e-07
901828,8,19,9699690,901828,88,928,901839,6,13,11,1.1340568616110413e-06
901911,8,19,9699690,901911,171,1011,901948,4,7,37,3.8145548981462296e-06
902031,8,19,9699690,902031,81,1131,902008,5,11,23,2.371209801550359e-06
902295,8,19,9699690,902295,135,1395,902271,7,17,24,2.4743058798786353e-06
902366,8,19,9699690,902366,206,1466,902368,4,7,2,2.0619215665655295e-07
902576,8,19,9699690,902576,206,1676,902578,4,7,2,2.0619215665655295e-07
903069,8,19,9699690,903069,69,2169,903092,5,11,23,2.371209801550359e-06
903129,8,19,9699690,903129,129,2229,903092,5,11,37,3.8145548981462296e-06
903452,8,19,9699690,903452,32,242,903422,4,7,30,3.092882349848294e-06
903506,8,19,9699690,903506,86,296,903422,4,7,84,8.660070579575223e-06
903542,8,19,9699690,903542,122,332,903628,4,7,86,8.866262736231776e-06
903789,8,19,9699690,903789,159,579,903752,5,11,37,3.8145548981462296e-06
904054,8,19,9699690,904054,4,844,904052,4,7,2,2.0619215665655295e-07
904078,8,19,9699690,904078,28,868,904082,5,11,4,4.123843133131059e-07
904528,8,19,9699690,904528,58,1318,904569,6,13,41,4.226939211459335e-06
904652,8,19,9699690,904652,182,1442,904648,5,11,4,4.123843133131059e-07
904689,8,19,9699690,904689,9,1479,904682,4,7,7,7.216725482979353e-07
905222,8,19,9699690,905222,122,2012,905308,4,7,86,8.866262736231776e-06
905488,8,19,9699690,905488,178,2278,905518,4,7,30,3.092882349848294e-06
906154,8,19,9699690,906154,4,634,906152,4,7,2,2.0619215665655295e-07
906249,8,19,9699690,906249,99,729,906298,5,11,49,5.051707838085547e-06
906632,8,19,9699690,906632,62,1112,906628,5,11,4,4.123843133131059e-07
906771,8,19,9699690,906771,201,1251,906778,4,7,7,7.216725482979353e-07
906808,8,19,9699690,906808,28,1288,906782,4,7,26,2.680498036535188e-06
906928,8,19,9699690,906928,148,1408,906958,5,11,30,3.092882349848294e-06
906932,8,19,9699690,906932,152,1412,906958,5,11,26,2.680498036535188e-06
907228,8,19,9699690,907228,28,1708,907202,4,7,26,2.680498036535188e-06
907359,8,19,9699690,907359,159,1839,907382,5,11,23,2.371209801550359e-06
907826,8,19,9699690,907826,206,2306,907828,4,7,2,2.0619215665655295e-07
907971,8,19,9699690,907971,141,141,907948,5,11,23,2.371209801550359e-06
908469,8,19,9699690,908469,9,639,908462,4,7,7,7.216725482979353e-07
908522,8,19,9699690,908522,62,692,908462,4,7,60,6.185764699696588e-06
908552,8,19,9699690,908552,92,722,908608,5,11,56,5.773380386383483e-06
908968,8,19,9699690,908968,88,1138,908938,5,11,30,3.092882349848294e-06
909212,8,19,9699690,909212,122,1382,909268,5,11,56,5.773380386383483e-06
909332,8,19,9699690,909332,32,1502,909302,4,7,30,3.092882349848294e-06
909904,8,19,9699690,909904,184,2074,909928,4,7,24,2.4743058798786353e-06
910622,8,19,9699690,910622,62,482,910588,5,11,34,3.5052666631614e-06
910922,8,19,9699690,910922,152,782,910918,5,11,4,4.123843133131059e-07
910971,8,19,9699690,910971,201,831,910978,4,7,7,7.216725482979353e-07
910984,8,19,9699690,910984,4,844,910982,4,7,2,2.0619215665655295e-07
911008,8,19,9699690,911008,28,868,911012,5,11,4,4.123843133131059e-07
911222,8,19,9699690,911222,32,1082,911248,5,11,26,2.680498036535188e-06
911301,8,19,9699690,911301,111,1161,911289,7,17,12,1.2371529399393177e-06
911319,8,19,9699690,911319,129,1179,911342,5,11,23,2.371209801550359e-06
911368,8,19,9699690,911368,178,1228,911351,8,19,17,1.7526333315807e-06
911679,8,19,9699690,911679,69,1539,911672,5,11,7,7.216725482979353e-07
912026,8,19,9699690,912026,206,1886,912028,4,7,2,2.0619215665655295e-07
912261,8,19,9699690,912261,21,2121,912242,4,7,19,1.958825488237253e-06
912632,8,19,9699690,912632,182,182,912622,8,19,10,1.0309607832827647e-06
912752,8,19,9699690,912752,92,302,912759,6,13,7,7.216725482979353e-07
913048,8,19,9699690,913048,178,598,913078,4,7,30,3.092882349848294e-06
913121,8,19,9699690,913121,41,671,913082,4,7,39,4.020747054802782e-06
913179,8,19,9699690,913179,99,729,913202,8,19,23,2.371209801550359e-06
913682,8,19,9699690,913682,182,1232,913695,7,17,13,1.340249018267594e-06
913714,8,19,9699690,913714,4,1264,913712,4,7,2,2.0619215665655295e-07
914019,8,19,9699690,914019,99,1569,913982,5,11,37,3.8145548981462296e-06
914840,8,19,9699690,914840,80,80,914859,7,17,19,1.958825488237253e-06
914912,8,19,9699690,914912,152,152,914878,5,11,34,3.5052666631614e-06
915021,8,19,9699690,915021,51,261,915052,6,13,31,3.1959784281765704e-06
915118,8,19,9699690,915118,148,358,915178,4,7,60,6.185764699696588e-06
915358,8,19,9699690,915358,178,598,915388,4,7,30,3.092882349848294e-06
915928,8,19,9699690,915928,118,1168,915962,5,11,34,3.5052666631614e-06
916016,8,19,9699690,916016,206,1256,916018,4,7,2,2.0619215665655295e-07
916119,8,19,9699690,916119,99,1359,916198,5,11,79,8.144590187933842e-06
916444,8,19,9699690,916444,4,1684,916442,4,7,2,2.0619215665655295e-07
916712,8,19,9699690,916712,62,1952,916652,4,7,60,6.185764699696588e-06
916832,8,19,9699690,916832,182,2072,916858,4,7,26,2.680498036535188e-06
916899,8,19,9699690,916899,39,2139,916862,4,7,37,3.8145548981462296e-06
916929,8,19,9699690,916929,69,2169,916952,5,11,23,2.371209801550359e-06
917031,8,19,9699690,917031,171,2271,917068,4,7,37,3.8145548981462296e-06
917121,8,19,9699690,917121,51,51,917072,4,7,49,5.051707838085547e-06
917762,8,19,9699690,917762,62,692,917799,8,19,37,3.8145548981462296e-06
917829,8,19,9699690,917829,129,759,917848,5,11,19,1.958825488237253e-06
917901,8,19,9699690,917901,201,831,917908,4,7,7,7.216725482979353e-07
918334,8,19,9699690,918334,4,1264,918332,4,7,2,2.0619215665655295e-07
918536,8,19,9699690,918536,206,1466,918538,4,7,2,2.0619215665655295e-07
918579,8,19,9699690,918579,39,1509,918602,5,11,23,2.371209801550359e-06
918662,8,19,9699690,918662,122,1592,918602,5,11,60,6.185764699696588e-06
918709,8,19,9699690,918709,169,1639,918748,4,7,39,4.020747054802782e-06
918788,8,19,9699690,918788,38,1718,918752,4,7,36,3.711458819817953e-06
919018,8,19,9699690,919018,58,1948,919071,6,13,53,5.464092151398653e-06
919174,8,19,9699690,919174,4,2104,919172,4,7,2,2.0619215665655295e-07
919348,8,19,9699690,919348,178,2278,919378,4,7,30,3.092882349848294e-06
919550,8,19,9699690,919550,170,170,919588,4,7,38,3.917650976474506e-06
919796,8,19,9699690,919796,206,416,919798,4,7,2,2.0619215665655295e-07
920511,8,19,9699690,920511,81,1131,920488,5,11,23,2.371209801550359e-06
920680,8,19,9699690,920680,40,1300,920649,8,19,31,3.1959784281765704e-06
920698,8,19,9699690,920698,58,1318,920649,8,19,49,5.051707838085547e-06
920961,8,19,9699690,920961,111,1581,920949,6,13,12,1.2371529399393177e-06
921178,8,19,9699690,921178,118,1798,921148,5,11,30,3.092882349848294e-06
921729,8,19,9699690,921729,39,39,921692,4,7,37,3.8145548981462296e-06
921789,8,19,9699690,921789,99,99,921801,6,13,12,1.2371529399393177e-06
921838,8,19,9699690,921838,148,148,921808,5,11,30,3.092882349848294e-06
921980,8,19,9699690,921980,80,290,921999,7,17,19,1.958825488237253e-06
922198,8,19,9699690,922198,88,508,922232,5,11,34,3.5052666631614e-06
922352,8,19,9699690,922352,32,662,922322,4,7,30,3.092882349848294e-06
922382,8,19,9699690,922382,62,692,922322,4,7,60,6.185764699696588e-06
922419,8,19,9699690,922419,99,729,922468,5,11,49,5.051707838085547e-06
922768,8,19,9699690,922768,28,1078,922784,6,13,16,1.6495372532524236e-06
922918,8,19,9699690,922918,178,1228,922899,7,17,19,1.958825488237253e-06
922959,8,19,9699690,922959,9,1269,922952,4,7,7,7.216725482979353e-07
923409,8,19,9699690,923409,39,1719,923372,4,7,37,3.8145548981462296e-06
923732,8,19,9699690,923732,152,2042,923691,7,17,41,4.226939211459335e-06
923758,8,19,9699690,923758,178,2068,923786,8,19,28,2.8866901931917413e-06
924032,8,19,9699690,924032,32,32,924002,4,7,30,3.092882349848294e-06
924088,8,19,9699690,924088,88,88,924118,5,11,30,3.092882349848294e-06
924831,8,19,9699690,924831,201,831,924838,4,7,7,7.216725482979353e-07
925558,8,19,9699690,925558,88,1558,925569,7,17,11,1.1340568616110413e-06
925618,8,19,9699690,925618,148,1618,925581,8,19,37,3.8145548981462296e-06
925791,8,19,9699690,925791,111,1791,925768,5,11,23,2.371209801550359e-06
926091,8,19,9699690,926091,201,2091,926098,4,7,7,7.216725482979353e-07
926499,8,19,9699690,926499,189,189,926518,4,7,19,1.958825488237253e-06
926638,8,19,9699690,926638,118,328,926728,4,7,90,9.278647049544883e-06
