seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
164098,local_any_control,164098,164097,normalized_residue_distance,8.247686266262118e-07,7.216725482979353e-07,1.0309607832827649e-07
164098,local_mod210_control,164098,163888,circular_residue_distance,8.0,4.0,4.0
164098,local_mod210_control,164098,163888,normalized_residue_distance,8.247686266262118e-07,4.123843133131059e-07,4.123843133131059e-07
164158,local_any_control,164158,164157,circular_residue_distance,30.0,29.0,1.0
164158,local_any_control,164158,164157,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
164158,local_mod210_control,164158,163948,circular_residue_distance,30.0,56.0,-26.0
164158,local_mod210_control,164158,163948,normalized_residue_distance,3.092882349848294e-06,5.773380386383483e-06,-2.6804980365351885e-06
164398,local_any_control,164398,164397,circular_residue_distance,23.0,24.0,-1.0
164398,local_any_control,164398,164397,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
164398,local_mod210_control,164398,164188,circular_residue_distance,23.0,30.0,-7.0
164398,local_mod210_control,164398,164188,normalized_residue_distance,2.371209801550359e-06,3.092882349848294e-06,-7.216725482979351e-07
164481,local_any_control,164481,164480,circular_residue_distance,23.0,22.0,1.0
164481,local_any_control,164481,164480,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
164481,local_mod210_control,164481,164271,circular_residue_distance,23.0,31.0,-8.0
164481,local_mod210_control,164481,164271,normalized_residue_distance,2.371209801550359e-06,3.1959784281765704e-06,-8.247686266262115e-07
165064,local_any_control,165064,165063,circular_residue_distance,2.0,1.0,1.0
165064,local_any_control,165064,165063,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
165064,local_mod210_control,165064,164854,circular_residue_distance,2.0,2.0,0.0
165064,local_mod210_control,165064,164854,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
165238,local_any_control,165238,165237,circular_residue_distance,26.0,25.0,1.0
165238,local_any_control,165238,165237,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
165238,local_mod210_control,165238,165028,circular_residue_distance,26.0,30.0,-4.0
165238,local_mod210_control,165238,165028,normalized_residue_distance,2.680498036535188e-06,3.092882349848294e-06,-4.1238431331310596e-07
165411,local_any_control,165411,165410,circular_residue_distance,37.0,38.0,-1.0
165411,local_any_control,165411,165410,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
165411,local_mod210_control,165411,165201,circular_residue_distance,37.0,11.0,26.0
165411,local_mod210_control,165411,165201,normalized_residue_distance,3.8145548981462296e-06,1.1340568616110413e-06,2.6804980365351885e-06
166131,local_any_control,166131,166130,circular_residue_distance,19.0,18.0,1.0
166131,local_any_control,166131,166130,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
166131,local_mod210_control,166131,165921,circular_residue_distance,19.0,19.0,0.0
166131,local_mod210_control,166131,165921,normalized_residue_distance,1.958825488237253e-06,1.958825488237253e-06,0.0
166371,local_any_control,166371,166370,circular_residue_distance,49.0,48.0,1.0
166371,local_any_control,166371,166370,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
166371,local_mod210_control,166371,166161,circular_residue_distance,49.0,18.0,31.0
166371,local_mod210_control,166371,166161,normalized_residue_distance,5.051707838085547e-06,1.8557294099089764e-06,3.1959784281765704e-06
166378,local_any_control,166378,166377,circular_residue_distance,56.0,55.0,1.0
166378,local_any_control,166378,166377,normalized_residue_distance,5.773380386383483e-06,5.670284308055206e-06,1.0309607832827638e-07
166378,local_mod210_control,166378,166168,circular_residue_distance,56.0,11.0,45.0
166378,local_mod210_control,166378,166168,normalized_residue_distance,5.773380386383483e-06,1.1340568616110413e-06,4.6393235247724415e-06
167072,local_any_control,167072,167071,circular_residue_distance,7.0,8.0,-1.0
167072,local_any_control,167072,167071,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
167072,local_mod210_control,167072,167282,circular_residue_distance,7.0,86.0,-79.0
167072,local_mod210_control,167072,167282,normalized_residue_distance,7.216725482979353e-07,8.866262736231776e-06,-8.14459018793384e-06
167901,local_any_control,167901,167900,circular_residue_distance,49.0,48.0,1.0
167901,local_any_control,167901,167900,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
167901,local_mod210_control,167901,167691,circular_residue_distance,49.0,49.0,0.0
167901,local_mod210_control,167901,167691,normalized_residue_distance,5.051707838085547e-06,5.051707838085547e-06,0.0
167991,local_any_control,167991,167990,circular_residue_distance,7.0,8.0,-1.0
167991,local_any_control,167991,167990,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
167991,local_mod210_control,167991,168201,circular_residue_distance,7.0,7.0,0.0
167991,local_mod210_control,167991,168201,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
168152,local_any_control,168152,168151,circular_residue_distance,30.0,31.0,-1.0
168152,local_any_control,168152,168151,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
168152,local_mod210_control,168152,167942,circular_residue_distance,30.0,56.0,-26.0
168152,local_mod210_control,168152,167942,normalized_residue_distance,3.092882349848294e-06,5.773380386383483e-06,-2.6804980365351885e-06
168231,local_any_control,168231,168230,circular_residue_distance,19.0,18.0,1.0
168231,local_any_control,168231,168230,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
168231,local_mod210_control,168231,168021,circular_residue_distance,19.0,19.0,0.0
168231,local_mod210_control,168231,168021,normalized_residue_distance,1.958825488237253e-06,1.958825488237253e-06,0.0
168249,local_any_control,168249,168248,circular_residue_distance,37.0,36.0,1.0
168249,local_any_control,168249,168248,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
168249,local_mod210_control,168249,168039,circular_residue_distance,37.0,37.0,0.0
168249,local_mod210_control,168249,168039,normalized_residue_distance,3.8145548981462296e-06,3.8145548981462296e-06,0.0
168458,local_any_control,168458,168457,circular_residue_distance,36.0,35.0,1.0
168458,local_any_control,168458,168457,normalized_residue_distance,3.711458819817953e-06,3.6083627414896764e-06,1.0309607832827638e-07
168458,local_mod210_control,168458,168248,circular_residue_distance,36.0,36.0,0.0
168458,local_mod210_control,168458,168248,normalized_residue_distance,3.711458819817953e-06,3.711458819817953e-06,0.0
168538,local_any_control,168538,168537,circular_residue_distance,26.0,25.0,1.0
168538,local_any_control,168538,168537,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
168538,local_mod210_control,168538,168328,circular_residue_distance,26.0,7.0,19.0
168538,local_mod210_control,168538,168328,normalized_residue_distance,2.680498036535188e-06,7.216725482979353e-07,1.958825488237253e-06
169082,local_any_control,169082,169081,circular_residue_distance,4.0,3.0,1.0
169082,local_any_control,169082,169081,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-07,1.0309607832827649e-07
169082,local_mod210_control,169082,168872,circular_residue_distance,4.0,30.0,-26.0
169082,local_mod210_control,169082,168872,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-06,-2.680498036535188e-06
169419,local_any_control,169419,169418,circular_residue_distance,11.0,10.0,1.0
169419,local_any_control,169419,169418,normalized_residue_distance,1.1340568616110413e-06,1.0309607832827647e-06,1.030960783282766e-07
169419,local_mod210_control,169419,169209,circular_residue_distance,11.0,37.0,-26.0
169419,local_mod210_control,169419,169209,normalized_residue_distance,1.1340568616110413e-06,3.8145548981462296e-06,-2.6804980365351885e-06
169438,local_any_control,169438,169437,circular_residue_distance,30.0,29.0,1.0
169438,local_any_control,169438,169437,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
169438,local_mod210_control,169438,169228,circular_residue_distance,30.0,30.0,0.0
169438,local_mod210_control,169438,169228,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
169562,local_any_control,169562,169561,circular_residue_distance,60.0,59.0,1.0
169562,local_any_control,169562,169561,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
169562,local_mod210_control,169562,169352,circular_residue_distance,60.0,56.0,4.0
169562,local_mod210_control,169562,169352,normalized_residue_distance,6.185764699696588e-06,5.773380386383483e-06,4.1238431331310554e-07
170096,local_any_control,170096,170095,circular_residue_distance,2.0,3.0,-1.0
170096,local_any_control,170096,170095,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
170096,local_mod210_control,170096,169886,circular_residue_distance,2.0,2.0,0.0
170096,local_mod210_control,170096,169886,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
170252,local_any_control,170252,170251,circular_residue_distance,24.0,23.0,1.0
170252,local_any_control,170252,170251,normalized_residue_distance,2.4743058798786353e-06,2.371209801550359e-06,1.0309607832827638e-07
170252,local_mod210_control,170252,170042,circular_residue_distance,24.0,26.0,-2.0
170252,local_mod210_control,170252,170042,normalized_residue_distance,2.4743058798786353e-06,2.680498036535188e-06,-2.0619215665655277e-07
170469,local_any_control,170469,170468,circular_residue_distance,23.0,24.0,-1.0
170469,local_any_control,170469,170468,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
170469,local_mod210_control,170469,170259,circular_residue_distance,23.0,31.0,-8.0
170469,local_mod210_control,170469,170259,normalized_residue_distance,2.371209801550359e-06,3.1959784281765704e-06,-8.247686266262115e-07
170608,local_any_control,170608,170607,circular_residue_distance,86.0,85.0,1.0
170608,local_any_control,170608,170607,normalized_residue_distance,8.866262736231776e-06,8.7631666579035e-06,1.0309607832827554e-07
170608,local_mod210_control,170608,170818,circular_residue_distance,86.0,4.0,82.0
170608,local_mod210_control,170608,170818,normalized_residue_distance,8.866262736231776e-06,4.123843133131059e-07,8.45387842291867e-06
170619,local_any_control,170619,170618,circular_residue_distance,97.0,96.0,1.0
170619,local_any_control,170619,170618,normalized_residue_distance,1.0000319597842817e-05,9.897223519514541e-06,1.0309607832827554e-07
170619,local_mod210_control,170619,170409,circular_residue_distance,97.0,11.0,86.0
170619,local_mod210_control,170619,170409,normalized_residue_distance,1.0000319597842817e-05,1.1340568616110413e-06,8.866262736231776e-06
170702,local_any_control,170702,170701,circular_residue_distance,26.0,27.0,-1.0
170702,local_any_control,170702,170701,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
170702,local_mod210_control,170702,170912,circular_residue_distance,26.0,26.0,0.0
170702,local_mod210_control,170702,170912,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
171062,local_any_control,171062,171061,circular_residue_distance,4.0,3.0,1.0
171062,local_any_control,171062,171061,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-07,1.0309607832827649e-07
171062,local_mod210_control,171062,170852,circular_residue_distance,4.0,30.0,-26.0
171062,local_mod210_control,171062,170852,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-06,-2.680498036535188e-06
171561,local_any_control,171561,171560,circular_residue_distance,7.0,8.0,-1.0
171561,local_any_control,171561,171560,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
171561,local_mod210_control,171561,171351,circular_residue_distance,7.0,7.0,0.0
171561,local_mod210_control,171561,171351,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
172149,local_any_control,172149,172148,circular_residue_distance,7.0,6.0,1.0
172149,local_any_control,172149,172148,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
172149,local_mod210_control,172149,171939,circular_residue_distance,7.0,49.0,-42.0
172149,local_mod210_control,172149,171939,normalized_residue_distance,7.216725482979353e-07,5.051707838085547e-06,-4.3300352897876115e-06
172311,local_any_control,172311,172310,circular_residue_distance,12.0,11.0,1.0
172311,local_any_control,172311,172310,normalized_residue_distance,1.2371529399393177e-06,1.1340568616110413e-06,1.0309607832827638e-07
172311,local_mod210_control,172311,172101,circular_residue_distance,12.0,41.0,-29.0
172311,local_mod210_control,172311,172101,normalized_residue_distance,1.2371529399393177e-06,4.226939211459335e-06,-2.9897862715200177e-06
172611,local_any_control,172611,172610,circular_residue_distance,7.0,8.0,-1.0
172611,local_any_control,172611,172610,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
172611,local_mod210_control,172611,172821,circular_residue_distance,7.0,7.0,0.0
172611,local_mod210_control,172611,172821,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
172742,local_any_control,172742,172741,circular_residue_distance,34.0,33.0,1.0
172742,local_any_control,172742,172741,normalized_residue_distance,3.5052666631614e-06,3.4021705848331236e-06,1.0309607832827638e-07
172742,local_mod210_control,172742,172532,circular_residue_distance,34.0,60.0,-26.0
172742,local_mod210_control,172742,172532,normalized_residue_distance,3.5052666631614e-06,6.185764699696588e-06,-2.680498036535188e-06
